"week_end","condition","percent_visits","age_group"
"2024-09-14T00:00:00.000","Acute upper respiratory infection","13.1","Infants 0-1"
"2024-09-14T00:00:00.000","Acute upper respiratory infection","9.9","Kids 2-4"
"2024-09-14T00:00:00.000","Acute upper respiratory infection","5.1","Kids 5-17"
"2024-09-14T00:00:00.000","Acute upper respiratory infection","1.7","Adults 18-49"
"2024-09-14T00:00:00.000","Acute upper respiratory infection","0.9","Adults 50-64"
"2024-09-14T00:00:00.000","Acute upper respiratory infection","0.6","Seniors 65+"
"2024-09-14T00:00:00.000","Acute upper respiratory infection","2.3","Overall"
"2024-09-21T00:00:00.000","Acute upper respiratory infection","13.4","Infants 0-1"
"2024-09-21T00:00:00.000","Acute upper respiratory infection","10.4","Kids 2-4"
"2024-09-21T00:00:00.000","Acute upper respiratory infection","5.1","Kids 5-17"
"2024-09-21T00:00:00.000","Acute upper respiratory infection","1.7","Adults 18-49"
"2024-09-21T00:00:00.000","Acute upper respiratory infection","0.9","Adults 50-64"
"2024-09-21T00:00:00.000","Acute upper respiratory infection","0.6","Seniors 65+"
"2024-09-21T00:00:00.000","Acute upper respiratory infection","2.3","Overall"
"2024-09-28T00:00:00.000","Acute upper respiratory infection","13.4","Infants 0-1"
"2024-09-28T00:00:00.000","Acute upper respiratory infection","10.5","Kids 2-4"
"2024-09-28T00:00:00.000","Acute upper respiratory infection","4.9","Kids 5-17"
"2024-09-28T00:00:00.000","Acute upper respiratory infection","1.7","Adults 18-49"
"2024-09-28T00:00:00.000","Acute upper respiratory infection","0.9","Adults 50-64"
"2024-09-28T00:00:00.000","Acute upper respiratory infection","0.6","Seniors 65+"
"2024-09-28T00:00:00.000","Acute upper respiratory infection","2.3","Overall"
"2024-10-05T00:00:00.000","Acute upper respiratory infection","12.9","Infants 0-1"
"2024-10-05T00:00:00.000","Acute upper respiratory infection","10.3","Kids 2-4"
"2024-10-05T00:00:00.000","Acute upper respiratory infection","4.8","Kids 5-17"
"2024-10-05T00:00:00.000","Acute upper respiratory infection","1.7","Adults 18-49"
"2024-10-05T00:00:00.000","Acute upper respiratory infection","1.0","Adults 50-64"
"2024-10-05T00:00:00.000","Acute upper respiratory infection","0.6","Seniors 65+"
"2024-10-05T00:00:00.000","Acute upper respiratory infection","2.3","Overall"
"2024-10-12T00:00:00.000","Acute upper respiratory infection","13.6","Infants 0-1"
"2024-10-12T00:00:00.000","Acute upper respiratory infection","10.8","Kids 2-4"
"2024-10-12T00:00:00.000","Acute upper respiratory infection","5.1","Kids 5-17"
"2024-10-12T00:00:00.000","Acute upper respiratory infection","1.8","Adults 18-49"
"2024-10-12T00:00:00.000","Acute upper respiratory infection","1.0","Adults 50-64"
"2024-10-12T00:00:00.000","Acute upper respiratory infection","0.6","Seniors 65+"
"2024-10-12T00:00:00.000","Acute upper respiratory infection","2.4","Overall"
"2024-10-19T00:00:00.000","Acute upper respiratory infection","14.0","Infants 0-1"
"2024-10-19T00:00:00.000","Acute upper respiratory infection","11.2","Kids 2-4"
"2024-10-19T00:00:00.000","Acute upper respiratory infection","5.5","Kids 5-17"
"2024-10-19T00:00:00.000","Acute upper respiratory infection","1.9","Adults 18-49"
"2024-10-19T00:00:00.000","Acute upper respiratory infection","1.1","Adults 50-64"
"2024-10-19T00:00:00.000","Acute upper respiratory infection","0.6","Seniors 65+"
"2024-10-19T00:00:00.000","Acute upper respiratory infection","2.5","Overall"
"2024-10-26T00:00:00.000","Acute upper respiratory infection","14.2","Infants 0-1"
"2024-10-26T00:00:00.000","Acute upper respiratory infection","11.5","Kids 2-4"
"2024-10-26T00:00:00.000","Acute upper respiratory infection","5.6","Kids 5-17"
"2024-10-26T00:00:00.000","Acute upper respiratory infection","2.0","Adults 18-49"
"2024-10-26T00:00:00.000","Acute upper respiratory infection","1.1","Adults 50-64"
"2024-10-26T00:00:00.000","Acute upper respiratory infection","0.6","Seniors 65+"
"2024-10-26T00:00:00.000","Acute upper respiratory infection","2.6","Overall"
"2024-11-02T00:00:00.000","Acute upper respiratory infection","14.2","Infants 0-1"
"2024-11-02T00:00:00.000","Acute upper respiratory infection","11.9","Kids 2-4"
"2024-11-02T00:00:00.000","Acute upper respiratory infection","5.9","Kids 5-17"
"2024-11-02T00:00:00.000","Acute upper respiratory infection","2.0","Adults 18-49"
"2024-11-02T00:00:00.000","Acute upper respiratory infection","1.1","Adults 50-64"
"2024-11-02T00:00:00.000","Acute upper respiratory infection","0.7","Seniors 65+"
"2024-11-02T00:00:00.000","Acute upper respiratory infection","2.7","Overall"
"2024-11-09T00:00:00.000","Acute upper respiratory infection","14.9","Infants 0-1"
"2024-11-09T00:00:00.000","Acute upper respiratory infection","12.3","Kids 2-4"
"2024-11-09T00:00:00.000","Acute upper respiratory infection","6.3","Kids 5-17"
"2024-11-09T00:00:00.000","Acute upper respiratory infection","2.1","Adults 18-49"
"2024-11-09T00:00:00.000","Acute upper respiratory infection","1.1","Adults 50-64"
"2024-11-09T00:00:00.000","Acute upper respiratory infection","0.7","Seniors 65+"
"2024-11-09T00:00:00.000","Acute upper respiratory infection","2.9","Overall"
"2024-11-16T00:00:00.000","Acute upper respiratory infection","15.0","Infants 0-1"
"2024-11-16T00:00:00.000","Acute upper respiratory infection","12.6","Kids 2-4"
"2024-11-16T00:00:00.000","Acute upper respiratory infection","6.7","Kids 5-17"
"2024-11-16T00:00:00.000","Acute upper respiratory infection","2.3","Adults 18-49"
"2024-11-16T00:00:00.000","Acute upper respiratory infection","1.2","Adults 50-64"
"2024-11-16T00:00:00.000","Acute upper respiratory infection","0.7","Seniors 65+"
"2024-11-16T00:00:00.000","Acute upper respiratory infection","3.1","Overall"
"2024-11-23T00:00:00.000","Acute upper respiratory infection","15.1","Infants 0-1"
"2024-11-23T00:00:00.000","Acute upper respiratory infection","13.2","Kids 2-4"
"2024-11-23T00:00:00.000","Acute upper respiratory infection","6.9","Kids 5-17"
"2024-11-23T00:00:00.000","Acute upper respiratory infection","2.4","Adults 18-49"
"2024-11-23T00:00:00.000","Acute upper respiratory infection","1.4","Adults 50-64"
"2024-11-23T00:00:00.000","Acute upper respiratory infection","0.8","Seniors 65+"
"2024-11-23T00:00:00.000","Acute upper respiratory infection","3.2","Overall"
"2024-11-30T00:00:00.000","Acute upper respiratory infection","15.8","Infants 0-1"
"2024-11-30T00:00:00.000","Acute upper respiratory infection","13.2","Kids 2-4"
"2024-11-30T00:00:00.000","Acute upper respiratory infection","7.3","Kids 5-17"
"2024-11-30T00:00:00.000","Acute upper respiratory infection","2.4","Adults 18-49"
"2024-11-30T00:00:00.000","Acute upper respiratory infection","1.5","Adults 50-64"
"2024-11-30T00:00:00.000","Acute upper respiratory infection","0.9","Seniors 65+"
"2024-11-30T00:00:00.000","Acute upper respiratory infection","3.4","Overall"
"2024-12-07T00:00:00.000","Acute upper respiratory infection","16.3","Infants 0-1"
"2024-12-07T00:00:00.000","Acute upper respiratory infection","13.2","Kids 2-4"
"2024-12-07T00:00:00.000","Acute upper respiratory infection","6.8","Kids 5-17"
"2024-12-07T00:00:00.000","Acute upper respiratory infection","2.9","Adults 18-49"
"2024-12-07T00:00:00.000","Acute upper respiratory infection","1.7","Adults 50-64"
"2024-12-07T00:00:00.000","Acute upper respiratory infection","1.0","Seniors 65+"
"2024-12-07T00:00:00.000","Acute upper respiratory infection","3.5","Overall"
"2024-12-14T00:00:00.000","Acute upper respiratory infection","14.8","Infants 0-1"
"2024-12-14T00:00:00.000","Acute upper respiratory infection","12.4","Kids 2-4"
"2024-12-14T00:00:00.000","Acute upper respiratory infection","6.7","Kids 5-17"
"2024-12-14T00:00:00.000","Acute upper respiratory infection","2.6","Adults 18-49"
"2024-12-14T00:00:00.000","Acute upper respiratory infection","1.7","Adults 50-64"
"2024-12-14T00:00:00.000","Acute upper respiratory infection","1.0","Seniors 65+"
"2024-12-14T00:00:00.000","Acute upper respiratory infection","3.4","Overall"
"2024-12-21T00:00:00.000","Acute upper respiratory infection","14.2","Infants 0-1"
"2024-12-21T00:00:00.000","Acute upper respiratory infection","12.9","Kids 2-4"
"2024-12-21T00:00:00.000","Acute upper respiratory infection","7.3","Kids 5-17"
"2024-12-21T00:00:00.000","Acute upper respiratory infection","2.8","Adults 18-49"
"2024-12-21T00:00:00.000","Acute upper respiratory infection","1.8","Adults 50-64"
"2024-12-21T00:00:00.000","Acute upper respiratory infection","1.1","Seniors 65+"
"2024-12-21T00:00:00.000","Acute upper respiratory infection","3.6","Overall"
"2024-12-28T00:00:00.000","Acute upper respiratory infection","14.8","Infants 0-1"
"2024-12-28T00:00:00.000","Acute upper respiratory infection","13.0","Kids 2-4"
"2024-12-28T00:00:00.000","Acute upper respiratory infection","7.8","Kids 5-17"
"2024-12-28T00:00:00.000","Acute upper respiratory infection","3.2","Adults 18-49"
"2024-12-28T00:00:00.000","Acute upper respiratory infection","2.2","Adults 50-64"
"2024-12-28T00:00:00.000","Acute upper respiratory infection","1.5","Seniors 65+"
"2024-12-28T00:00:00.000","Acute upper respiratory infection","4.0","Overall"
"2025-01-04T00:00:00.000","Acute upper respiratory infection","14.8","Infants 0-1"
"2025-01-04T00:00:00.000","Acute upper respiratory infection","12.2","Kids 2-4"
"2025-01-04T00:00:00.000","Acute upper respiratory infection","6.2","Kids 5-17"
"2025-01-04T00:00:00.000","Acute upper respiratory infection","3.3","Adults 18-49"
"2025-01-04T00:00:00.000","Acute upper respiratory infection","2.4","Adults 50-64"
"2025-01-04T00:00:00.000","Acute upper respiratory infection","1.7","Seniors 65+"
"2025-01-04T00:00:00.000","Acute upper respiratory infection","3.9","Overall"
"2025-01-11T00:00:00.000","Acute upper respiratory infection","13.6","Infants 0-1"
"2025-01-11T00:00:00.000","Acute upper respiratory infection","11.0","Kids 2-4"
"2025-01-11T00:00:00.000","Acute upper respiratory infection","5.3","Kids 5-17"
"2025-01-11T00:00:00.000","Acute upper respiratory infection","3.0","Adults 18-49"
"2025-01-11T00:00:00.000","Acute upper respiratory infection","2.1","Adults 50-64"
"2025-01-11T00:00:00.000","Acute upper respiratory infection","1.3","Seniors 65+"
"2025-01-11T00:00:00.000","Acute upper respiratory infection","3.3","Overall"
"2025-01-18T00:00:00.000","Acute upper respiratory infection","12.3","Infants 0-1"
"2025-01-18T00:00:00.000","Acute upper respiratory infection","10.4","Kids 2-4"
"2025-01-18T00:00:00.000","Acute upper respiratory infection","5.6","Kids 5-17"
"2025-01-18T00:00:00.000","Acute upper respiratory infection","2.6","Adults 18-49"
"2025-01-18T00:00:00.000","Acute upper respiratory infection","1.8","Adults 50-64"
"2025-01-18T00:00:00.000","Acute upper respiratory infection","1.1","Seniors 65+"
"2025-01-18T00:00:00.000","Acute upper respiratory infection","3.0","Overall"
"2025-01-25T00:00:00.000","Acute upper respiratory infection","12.3","Infants 0-1"
"2025-01-25T00:00:00.000","Acute upper respiratory infection","10.7","Kids 2-4"
"2025-01-25T00:00:00.000","Acute upper respiratory infection","6.4","Kids 5-17"
"2025-01-25T00:00:00.000","Acute upper respiratory infection","2.7","Adults 18-49"
"2025-01-25T00:00:00.000","Acute upper respiratory infection","1.8","Adults 50-64"
"2025-01-25T00:00:00.000","Acute upper respiratory infection","1.0","Seniors 65+"
"2025-01-25T00:00:00.000","Acute upper respiratory infection","3.2","Overall"
"2025-02-01T00:00:00.000","Acute upper respiratory infection","11.9","Infants 0-1"
"2025-02-01T00:00:00.000","Acute upper respiratory infection","10.2","Kids 2-4"
"2025-02-01T00:00:00.000","Acute upper respiratory infection","6.3","Kids 5-17"
"2025-02-01T00:00:00.000","Acute upper respiratory infection","2.7","Adults 18-49"
"2025-02-01T00:00:00.000","Acute upper respiratory infection","1.9","Adults 50-64"
"2025-02-01T00:00:00.000","Acute upper respiratory infection","1.1","Seniors 65+"
"2025-02-01T00:00:00.000","Acute upper respiratory infection","3.2","Overall"
"2025-02-08T00:00:00.000","Acute upper respiratory infection","11.8","Infants 0-1"
"2025-02-08T00:00:00.000","Acute upper respiratory infection","10.2","Kids 2-4"
"2025-02-08T00:00:00.000","Acute upper respiratory infection","6.4","Kids 5-17"
"2025-02-08T00:00:00.000","Acute upper respiratory infection","2.6","Adults 18-49"
"2025-02-08T00:00:00.000","Acute upper respiratory infection","1.8","Adults 50-64"
"2025-02-08T00:00:00.000","Acute upper respiratory infection","1.1","Seniors 65+"
"2025-02-08T00:00:00.000","Acute upper respiratory infection","3.2","Overall"
"2025-02-15T00:00:00.000","Acute upper respiratory infection","12.2","Infants 0-1"
"2025-02-15T00:00:00.000","Acute upper respiratory infection","10.3","Kids 2-4"
"2025-02-15T00:00:00.000","Acute upper respiratory infection","6.2","Kids 5-17"
"2025-02-15T00:00:00.000","Acute upper respiratory infection","2.4","Adults 18-49"
"2025-02-15T00:00:00.000","Acute upper respiratory infection","1.7","Adults 50-64"
"2025-02-15T00:00:00.000","Acute upper respiratory infection","1.0","Seniors 65+"
"2025-02-15T00:00:00.000","Acute upper respiratory infection","3.0","Overall"
"2025-02-22T00:00:00.000","Acute upper respiratory infection","13.1","Infants 0-1"
"2025-02-22T00:00:00.000","Acute upper respiratory infection","10.2","Kids 2-4"
"2025-02-22T00:00:00.000","Acute upper respiratory infection","6.0","Kids 5-17"
"2025-02-22T00:00:00.000","Acute upper respiratory infection","2.4","Adults 18-49"
"2025-02-22T00:00:00.000","Acute upper respiratory infection","1.6","Adults 50-64"
"2025-02-22T00:00:00.000","Acute upper respiratory infection","1.0","Seniors 65+"
"2025-02-22T00:00:00.000","Acute upper respiratory infection","2.9","Overall"
"2025-03-01T00:00:00.000","Acute upper respiratory infection","12.4","Infants 0-1"
"2025-03-01T00:00:00.000","Acute upper respiratory infection","9.5","Kids 2-4"
"2025-03-01T00:00:00.000","Acute upper respiratory infection","5.1","Kids 5-17"
"2025-03-01T00:00:00.000","Acute upper respiratory infection","2.1","Adults 18-49"
"2025-03-01T00:00:00.000","Acute upper respiratory infection","1.5","Adults 50-64"
"2025-03-01T00:00:00.000","Acute upper respiratory infection","0.9","Seniors 65+"
"2025-03-01T00:00:00.000","Acute upper respiratory infection","2.6","Overall"
"2025-03-08T00:00:00.000","Acute upper respiratory infection","12.8","Infants 0-1"
"2025-03-08T00:00:00.000","Acute upper respiratory infection","10.2","Kids 2-4"
"2025-03-08T00:00:00.000","Acute upper respiratory infection","5.2","Kids 5-17"
"2025-03-08T00:00:00.000","Acute upper respiratory infection","2.1","Adults 18-49"
"2025-03-08T00:00:00.000","Acute upper respiratory infection","1.4","Adults 50-64"
"2025-03-08T00:00:00.000","Acute upper respiratory infection","0.9","Seniors 65+"
"2025-03-08T00:00:00.000","Acute upper respiratory infection","2.6","Overall"
"2025-03-15T00:00:00.000","Acute upper respiratory infection","13.3","Infants 0-1"
"2025-03-15T00:00:00.000","Acute upper respiratory infection","10.2","Kids 2-4"
"2025-03-15T00:00:00.000","Acute upper respiratory infection","5.1","Kids 5-17"
"2025-03-15T00:00:00.000","Acute upper respiratory infection","1.9","Adults 18-49"
"2025-03-15T00:00:00.000","Acute upper respiratory infection","1.3","Adults 50-64"
"2025-03-15T00:00:00.000","Acute upper respiratory infection","0.9","Seniors 65+"
"2025-03-15T00:00:00.000","Acute upper respiratory infection","2.5","Overall"
"2025-03-22T00:00:00.000","Acute upper respiratory infection","13.5","Infants 0-1"
"2025-03-22T00:00:00.000","Acute upper respiratory infection","10.1","Kids 2-4"
"2025-03-22T00:00:00.000","Acute upper respiratory infection","4.7","Kids 5-17"
"2025-03-22T00:00:00.000","Acute upper respiratory infection","1.8","Adults 18-49"
"2025-03-22T00:00:00.000","Acute upper respiratory infection","1.2","Adults 50-64"
"2025-03-22T00:00:00.000","Acute upper respiratory infection","0.8","Seniors 65+"
"2025-03-22T00:00:00.000","Acute upper respiratory infection","2.4","Overall"
"2025-03-29T00:00:00.000","Acute upper respiratory infection","13.4","Infants 0-1"
"2025-03-29T00:00:00.000","Acute upper respiratory infection","9.8","Kids 2-4"
"2025-03-29T00:00:00.000","Acute upper respiratory infection","4.3","Kids 5-17"
"2025-03-29T00:00:00.000","Acute upper respiratory infection","1.7","Adults 18-49"
"2025-03-29T00:00:00.000","Acute upper respiratory infection","1.1","Adults 50-64"
"2025-03-29T00:00:00.000","Acute upper respiratory infection","0.8","Seniors 65+"
"2025-03-29T00:00:00.000","Acute upper respiratory infection","2.3","Overall"
"2025-04-05T00:00:00.000","Acute upper respiratory infection","13.4","Infants 0-1"
"2025-04-05T00:00:00.000","Acute upper respiratory infection","9.4","Kids 2-4"
"2025-04-05T00:00:00.000","Acute upper respiratory infection","4.1","Kids 5-17"
"2025-04-05T00:00:00.000","Acute upper respiratory infection","1.5","Adults 18-49"
"2025-04-05T00:00:00.000","Acute upper respiratory infection","1.0","Adults 50-64"
"2025-04-05T00:00:00.000","Acute upper respiratory infection","0.7","Seniors 65+"
"2025-04-05T00:00:00.000","Acute upper respiratory infection","2.1","Overall"
"2025-04-12T00:00:00.000","Acute upper respiratory infection","13.6","Infants 0-1"
