"season","week","virus","region","age_gp","number_pos","number_tested","percent_pos"
"2021-22","202149","RSV","Region 8","0-4 years","265","571","46.41"
"2021-22","202149","RSV","Region 8","5-17 years","39","191","20.42"
"2021-22","202149","RSV","Region 8","18-24 years","9","113","7.96"
"2021-22","202149","RSV","Region 8","25-49 years","49","422","11.61"
"2021-22","202149","RSV","Region 8","50-64 years","23","241","9.54"
"2021-22","202149","RSV","Region 8","65+ years","61","501","12.18"
"2021-22","202149","RSV","Region 9","0-4 years","0","1","0"
"2021-22","202149","RSV","Region 9","5-17 years","0","0","0"
"2021-22","202149","RSV","Region 9","18-24 years","0","1","0"
"2021-22","202149","RSV","Region 9","25-49 years","1","13","7.69"
"2021-22","202149","RSV","Region 9","50-64 years","0","10","0"
"2021-22","202149","RSV","Region 9","65+ years","0","9","0"
"2021-22","202150","SARS-CoV-2","Region 2","0-4 years","2","12","16.67"
"2021-22","202150","SARS-CoV-2","Region 2","5-17 years","11","43","25.58"
"2021-22","202150","SARS-CoV-2","Region 2","18-24 years","23","47","48.94"
"2021-22","202150","SARS-CoV-2","Region 2","25-49 years","140","267","52.43"
"2021-22","202150","SARS-CoV-2","Region 2","50-64 years","69","147","46.94"
"2021-22","202150","SARS-CoV-2","Region 2","65+ years","65","155","41.94"
"2021-22","202150","SARS-CoV-2","Region 3","0-4 years","7","82","8.54"
"2021-22","202150","SARS-CoV-2","Region 3","5-17 years","9","30","30"
"2021-22","202150","SARS-CoV-2","Region 3","18-24 years","10","37","27.03"
"2021-22","202150","SARS-CoV-2","Region 3","25-49 years","31","82","37.8"
"2021-22","202150","SARS-CoV-2","Region 3","50-64 years","24","65","36.92"
"2021-22","202150","SARS-CoV-2","Region 3","65+ years","39","121","32.23"
"2021-22","202150","SARS-CoV-2","Region 4","0-4 years","5","174","2.87"
"2021-22","202150","SARS-CoV-2","Region 4","5-17 years","18","84","21.43"
"2021-22","202150","SARS-CoV-2","Region 4","18-24 years","3","8","37.5"
"2021-22","202150","SARS-CoV-2","Region 4","25-49 years","8","27","29.63"
"2021-22","202150","SARS-CoV-2","Region 4","50-64 years","1","16","6.25"
"2021-22","202150","SARS-CoV-2","Region 4","65+ years","1","13","7.69"
"2021-22","202150","SARS-CoV-2","Region 5","0-4 years","59","276","21.38"
"2021-22","202150","SARS-CoV-2","Region 5","5-17 years","70","178","39.33"
"2021-22","202150","SARS-CoV-2","Region 5","18-24 years","47","83","56.63"
"2021-22","202150","SARS-CoV-2","Region 5","25-49 years","171","298","57.38"
"2021-22","202150","SARS-CoV-2","Region 5","50-64 years","92","205","44.88"
"2021-22","202150","SARS-CoV-2","Region 5","65+ years","89","287","31.01"
"2021-22","202150","SARS-CoV-2","Region 6","0-4 years","1","2","50"
"2021-22","202150","SARS-CoV-2","Region 6","5-17 years","3","6","50"
"2021-22","202150","SARS-CoV-2","Region 6","18-24 years","4","19","21.05"
"2021-22","202150","SARS-CoV-2","Region 6","25-49 years","31","135","22.96"
"2021-22","202150","SARS-CoV-2","Region 6","50-64 years","11","91","12.09"
"2021-22","202150","SARS-CoV-2","Region 6","65+ years","17","98","17.35"
"2021-22","202150","SARS-CoV-2","Region 7","0-4 years","10","161","6.21"
"2021-22","202150","SARS-CoV-2","Region 7","5-17 years","11","71","15.49"
"2021-22","202150","SARS-CoV-2","Region 7","18-24 years","3","11","27.27"
"2021-22","202150","SARS-CoV-2","Region 7","25-49 years","23","69","33.33"
"2021-22","202150","SARS-CoV-2","Region 7","50-64 years","16","56","28.57"
"2021-22","202150","SARS-CoV-2","Region 7","65+ years","12","45","26.67"
"2021-22","202150","SARS-CoV-2","Region 8","0-4 years","40","457","8.75"
"2021-22","202150","SARS-CoV-2","Region 8","5-17 years","19","183","10.38"
"2021-22","202150","SARS-CoV-2","Region 8","18-24 years","16","96","16.67"
"2021-22","202150","SARS-CoV-2","Region 8","25-49 years","99","313","31.63"
"2021-22","202150","SARS-CoV-2","Region 8","50-64 years","89","217","41.01"
"2021-22","202150","SARS-CoV-2","Region 8","65+ years","107","382","28.01"
"2021-22","202150","SARS-CoV-2","Region 9","0-4 years","0","0","0"
"2021-22","202150","SARS-CoV-2","Region 9","5-17 years","0","1","0"
"2021-22","202150","SARS-CoV-2","Region 9","18-24 years","3","6","50"
"2021-22","202150","SARS-CoV-2","Region 9","25-49 years","6","34","17.65"
"2021-22","202150","SARS-CoV-2","Region 9","50-64 years","4","33","12.12"
"2021-22","202150","SARS-CoV-2","Region 9","65+ years","10","49","20.41"
"2021-22","202150","Influenza","Region 2","0-4 years","0","7","0"
"2021-22","202150","Influenza","Region 2","5-17 years","2","21","9.52"
"2021-22","202150","Influenza","Region 2","18-24 years","3","28","10.71"
"2021-22","202150","Influenza","Region 2","25-49 years","1","144","0.69"
"2021-22","202150","Influenza","Region 2","50-64 years","2","88","2.27"
"2021-22","202150","Influenza","Region 2","65+ years","1","93","1.08"
"2021-22","202150","Influenza","Region 3","0-4 years","4","80","5"
"2021-22","202150","Influenza","Region 3","5-17 years","4","27","14.81"
"2021-22","202150","Influenza","Region 3","18-24 years","12","32","37.5"
"2021-22","202150","Influenza","Region 3","25-49 years","8","71","11.27"
"2021-22","202150","Influenza","Region 3","50-64 years","1","47","2.13"
"2021-22","202150","Influenza","Region 3","65+ years","4","85","4.71"
"2021-22","202150","Influenza","Region 4","0-4 years","8","155","5.16"
"2021-22","202150","Influenza","Region 4","5-17 years","6","71","8.45"
"2021-22","202150","Influenza","Region 4","18-24 years","0","8","0"
"2021-22","202150","Influenza","Region 4","25-49 years","0","27","0"
"2021-22","202150","Influenza","Region 4","50-64 years","1","16","6.25"
"2021-22","202150","Influenza","Region 4","65+ years","0","13","0"
"2021-22","202150","Influenza","Region 5","0-4 years","19","271","7.01"
"2021-22","202150","Influenza","Region 5","5-17 years","15","171","8.77"
"2021-22","202150","Influenza","Region 5","18-24 years","6","65","9.23"
"2021-22","202150","Influenza","Region 5","25-49 years","4","216","1.85"
"2021-22","202150","Influenza","Region 5","50-64 years","1","148","0.68"
"2021-22","202150","Influenza","Region 5","65+ years","4","194","2.06"
"2021-22","202150","Influenza","Region 6","0-4 years","0","2","0"
"2021-22","202150","Influenza","Region 6","5-17 years","0","6","0"
"2021-22","202150","Influenza","Region 6","18-24 years","4","19","21.05"
"2021-22","202150","Influenza","Region 6","25-49 years","1","135","0.74"
"2021-22","202150","Influenza","Region 6","50-64 years","0","91","0"
"2021-22","202150","Influenza","Region 6","65+ years","1","98","1.02"
"2021-22","202150","Influenza","Region 7","0-4 years","5","161","3.11"
"2021-22","202150","Influenza","Region 7","5-17 years","10","71","14.08"
"2021-22","202150","Influenza","Region 7","18-24 years","1","9","11.11"
"2021-22","202150","Influenza","Region 7","25-49 years","3","63","4.76"
"2021-22","202150","Influenza","Region 7","50-64 years","0","48","0"
"2021-22","202150","Influenza","Region 7","65+ years","0","38","0"
"2021-22","202150","Influenza","Region 8","0-4 years","9","475","1.89"
"2021-22","202150","Influenza","Region 8","5-17 years","37","183","20.22"
"2021-22","202150","Influenza","Region 8","18-24 years","18","96","18.75"
"2021-22","202150","Influenza","Region 8","25-49 years","15","311","4.82"
"2021-22","202150","Influenza","Region 8","50-64 years","4","221","1.81"
"2021-22","202150","Influenza","Region 8","65+ years","10","375","2.67"
"2021-22","202150","Influenza","Region 9","0-4 years","0","0","0"
"2021-22","202150","Influenza","Region 9","5-17 years","0","0","0"
"2021-22","202150","Influenza","Region 9","18-24 years","0","6","0"
"2021-22","202150","Influenza","Region 9","25-49 years","2","32","6.25"
"2021-22","202150","Influenza","Region 9","50-64 years","0","33","0"
"2021-22","202150","Influenza","Region 9","65+ years","1","47","2.13"
"2021-22","202150","RSV","Region 2","0-4 years","0","7","0"
"2021-22","202150","RSV","Region 2","5-17 years","1","19","5.26"
"2021-22","202150","RSV","Region 2","18-24 years","0","18","0"
"2021-22","202150","RSV","Region 2","25-49 years","3","81","3.7"
"2021-22","202150","RSV","Region 2","50-64 years","0","42","0"
"2021-22","202150","RSV","Region 2","65+ years","3","27","11.11"
"2021-22","202150","RSV","Region 3","0-4 years","12","61","19.67"
"2021-22","202150","RSV","Region 3","5-17 years","0","24","0"
"2021-22","202150","RSV","Region 3","18-24 years","0","29","0"
"2021-22","202150","RSV","Region 3","25-49 years","2","54","3.7"
"2021-22","202150","RSV","Region 3","50-64 years","1","39","2.56"
"2021-22","202150","RSV","Region 3","65+ years","2","75","2.67"
"2021-22","202150","RSV","Region 4","0-4 years","3","62","4.84"
"2021-22","202150","RSV","Region 4","5-17 years","1","13","7.69"
"2021-22","202150","RSV","Region 4","18-24 years","0","4","0"
"2021-22","202150","RSV","Region 4","25-49 years","0","24","0"
"2021-22","202150","RSV","Region 4","50-64 years","0","16","0"
"2021-22","202150","RSV","Region 4","65+ years","0","13","0"
"2021-22","202150","RSV","Region 5","0-4 years","23","271","8.49"
"2021-22","202150","RSV","Region 5","5-17 years","6","167","3.59"
"2021-22","202150","RSV","Region 5","18-24 years","1","43","2.33"
"2021-22","202150","RSV","Region 5","25-49 years","3","121","2.48"
"2021-22","202150","RSV","Region 5","50-64 years","1","107","0.93"
"2021-22","202150","RSV","Region 5","65+ years","5","147","3.4"
"2021-22","202150","RSV","Region 6","0-4 years","0","2","0"
"2021-22","202150","RSV","Region 6","5-17 years","0","6","0"
"2021-22","202150","RSV","Region 6","18-24 years","0","19","0"
"2021-22","202150","RSV","Region 6","25-49 years","3","135","2.22"
"2021-22","202150","RSV","Region 6","50-64 years","1","91","1.1"
"2021-22","202150","RSV","Region 6","65+ years","3","98","3.06"
"2021-22","202150","RSV","Region 7","0-4 years","17","161","10.56"
"2021-22","202150","RSV","Region 7","5-17 years","2","71","2.82"
"2021-22","202150","RSV","Region 7","18-24 years","0","9","0"
"2021-22","202150","RSV","Region 7","25-49 years","1","63","1.59"
"2021-22","202150","RSV","Region 7","50-64 years","1","48","2.08"
"2021-22","202150","RSV","Region 7","65+ years","1","38","2.63"
"2021-22","202150","RSV","Region 8","0-4 years","208","449","46.33"
"2021-22","202150","RSV","Region 8","5-17 years","34","178","19.1"
"2021-22","202150","RSV","Region 8","18-24 years","7","92","7.61"
"2021-22","202150","RSV","Region 8","25-49 years","24","300","8"
"2021-22","202150","RSV","Region 8","50-64 years","16","218","7.34"
"2021-22","202150","RSV","Region 8","65+ years","46","363","12.67"
"2021-22","202150","RSV","Region 9","0-4 years","0","0","0"
"2021-22","202150","RSV","Region 9","5-17 years","0","0","0"
"2021-22","202150","RSV","Region 9","18-24 years","0","0","0"
"2021-22","202150","RSV","Region 9","25-49 years","0","6","0"
"2021-22","202150","RSV","Region 9","50-64 years","0","9","0"
"2021-22","202150","RSV","Region 9","65+ years","2","17","11.76"
"2021-22","202151","SARS-CoV-2","Region 2","0-4 years","3","12","25"
"2021-22","202151","SARS-CoV-2","Region 2","5-17 years","55","90","61.11"
"2021-22","202151","SARS-CoV-2","Region 2","18-24 years","61","96","63.54"
"2021-22","202151","SARS-CoV-2","Region 2","25-49 years","335","519","64.55"
"2021-22","202151","SARS-CoV-2","Region 2","50-64 years","127","217","58.53"
"2021-22","202151","SARS-CoV-2","Region 2","65+ years","69","172","40.12"
"2021-22","202151","SARS-CoV-2","Region 3","0-4 years","14","74","18.92"
"2021-22","202151","SARS-CoV-2","Region 3","5-17 years","12","46","26.09"
"2021-22","202151","SARS-CoV-2","Region 3","18-24 years","12","27","44.44"
"2021-22","202151","SARS-CoV-2","Region 3","25-49 years","58","123","47.15"
"2021-22","202151","SARS-CoV-2","Region 3","50-64 years","22","72","30.56"
"2021-22","202151","SARS-CoV-2","Region 3","65+ years","41","132","31.06"
"2021-22","202151","SARS-CoV-2","Region 4","0-4 years","33","242","13.64"
"2021-22","202151","SARS-CoV-2","Region 4","5-17 years","35","103","33.98"
"2021-22","202151","SARS-CoV-2","Region 4","18-24 years","13","20","65"
"2021-22","202151","SARS-CoV-2","Region 4","25-49 years","34","62","54.84"
"2021-22","202151","SARS-CoV-2","Region 4","50-64 years","12","34","35.29"
"2021-22","202151","SARS-CoV-2","Region 4","65+ years","6","16","37.5"
"2021-22","202151","SARS-CoV-2","Region 5","0-4 years","140","356","39.33"
"2021-22","202151","SARS-CoV-2","Region 5","5-17 years","159","262","60.69"
"2021-22","202151","SARS-CoV-2","Region 5","18-24 years","136","186","73.12"
"2021-22","202151","SARS-CoV-2","Region 5","25-49 years","366","487","75.15"
"2021-22","202151","SARS-CoV-2","Region 5","50-64 years","146","281","51.96"
"2021-22","202151","SARS-CoV-2","Region 5","65+ years","153","350","43.71"
"2021-22","202151","SARS-CoV-2","Region 6","0-4 years","3","12","25"
"2021-22","202151","SARS-CoV-2","Region 6","5-17 years","6","11","54.55"
"2021-22","202151","SARS-CoV-2","Region 6","18-24 years","27","47","57.45"
"2021-22","202151","SARS-CoV-2","Region 6","25-49 years","132","227","58.15"
"2021-22","202151","SARS-CoV-2","Region 6","50-64 years","41","136","30.15"
"2021-22","202151","SARS-CoV-2","Region 6","65+ years","36","127","28.35"
"2021-22","202151","SARS-CoV-2","Region 7","0-4 years","34","216","15.74"
"2021-22","202151","SARS-CoV-2","Region 7","5-17 years","23","69","33.33"
"2021-22","202151","SARS-CoV-2","Region 7","18-24 years","27","40","67.5"
"2021-22","202151","SARS-CoV-2","Region 7","25-49 years","59","100","59"
"2021-22","202151","SARS-CoV-2","Region 7","50-64 years","31","56","55.36"
"2021-22","202151","SARS-CoV-2","Region 7","65+ years","22","59","37.29"
"2021-22","202151","SARS-CoV-2","Region 8","0-4 years","46","512","8.98"
"2021-22","202151","SARS-CoV-2","Region 8","5-17 years","32","219","14.61"
"2021-22","202151","SARS-CoV-2","Region 8","18-24 years","29","117","24.79"
"2021-22","202151","SARS-CoV-2","Region 8","25-49 years","158","428","36.92"
"2021-22","202151","SARS-CoV-2","Region 8","50-64 years","84","255","32.94"
"2021-22","202151","SARS-CoV-2","Region 8","65+ years","112","387","28.94"
"2021-22","202151","SARS-CoV-2","Region 9","0-4 years","3","3","100"
"2021-22","202151","SARS-CoV-2","Region 9","5-17 years","5","8","62.5"
"2021-22","202151","SARS-CoV-2","Region 9","18-24 years","9","10","90"
"2021-22","202151","SARS-CoV-2","Region 9","25-49 years","26","57","45.61"
"2021-22","202151","SARS-CoV-2","Region 9","50-64 years","10","47","21.28"
"2021-22","202151","SARS-CoV-2","Region 9","65+ years","14","60","23.33"
"2021-22","202151","Influenza","Region 2","0-4 years","2","12","16.67"
"2021-22","202151","Influenza","Region 2","5-17 years","2","45","4.44"
"2021-22","202151","Influenza","Region 2","18-24 years","0","39","0"
"2021-22","202151","Influenza","Region 2","25-49 years","2","196","1.02"
"2021-22","202151","Influenza","Region 2","50-64 years","2","83","2.41"
"2021-22","202151","Influenza","Region 2","65+ years","2","102","1.96"
"2021-22","202151","Influenza","Region 3","0-4 years","2","69","2.9"
"2021-22","202151","Influenza","Region 3","5-17 years","4","40","10"
"2021-22","202151","Influenza","Region 3","18-24 years","6","22","27.27"
"2021-22","202151","Influenza","Region 3","25-49 years","10","100","10"
"2021-22","202151","Influenza","Region 3","50-64 years","2","52","3.85"
"2021-22","202151","Influenza","Region 3","65+ years","1","104","0.96"
"2021-22","202151","Influenza","Region 4","0-4 years","10","193","5.18"
"2021-22","202151","Influenza","Region 4","5-17 years","5","81","6.17"
"2021-22","202151","Influenza","Region 4","18-24 years","0","16","0"
"2021-22","202151","Influenza","Region 4","25-49 years","2","62","3.23"
"2021-22","202151","Influenza","Region 4","50-64 years","0","31","0"
"2021-22","202151","Influenza","Region 4","65+ years","0","14","0"
"2021-22","202151","Influenza","Region 5","0-4 years","16","339","4.72"
"2021-22","202151","Influenza","Region 5","5-17 years","14","241","5.81"
"2021-22","202151","Influenza","Region 5","18-24 years","6","137","4.38"
"2021-22","202151","Influenza","Region 5","25-49 years","4","381","1.05"
"2021-22","202151","Influenza","Region 5","50-64 years","4","217","1.84"
"2021-22","202151","Influenza","Region 5","65+ years","1","250","0.4"
"2021-22","202151","Influenza","Region 6","0-4 years","1","12","8.33"
"2021-22","202151","Influenza","Region 6","5-17 years","2","11","18.18"
"2021-22","202151","Influenza","Region 6","18-24 years","2","46","4.35"
"2021-22","202151","Influenza","Region 6","25-49 years","2","226","0.88"
"2021-22","202151","Influenza","Region 6","50-64 years","0","136","0"
"2021-22","202151","Influenza","Region 6","65+ years","2","126","1.59"
"2021-22","202151","Influenza","Region 7","0-4 years","16","216","7.41"
"2021-22","202151","Influenza","Region 7","5-17 years","6","67","8.96"
"2021-22","202151","Influenza","Region 7","18-24 years","2","39","5.13"
"2021-22","202151","Influenza","Region 7","25-49 years","1","94","1.06"
"2021-22","202151","Influenza","Region 7","50-64 years","0","44","0"
"2021-22","202151","Influenza","Region 7","65+ years","3","55","5.45"
"2021-22","202151","Influenza","Region 8","0-4 years","33","519","6.36"
"2021-22","202151","Influenza","Region 8","5-17 years","72","219","32.88"
"2021-22","202151","Influenza","Region 8","18-24 years","35","115","30.43"
"2021-22","202151","Influenza","Region 8","25-49 years","44","419","10.5"
"2021-22","202151","Influenza","Region 8","50-64 years","13","253","5.14"
