"round","topic","indicator","full_indicator","demographic_variable","demographic_variable_label","estimate","confidence_interval"
"6","HPV","HPV self-testing at home would be more convenient","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because it is more convenient","Region","Midwest","98","95.2, 99.4"
"6","HPV","HPV self-testing at home would be more convenient","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because it is more convenient","Region","Northeast","98.8","95.2, 99.9"
"6","HPV","HPV self-testing at home would be more convenient","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because it is more convenient","Region","South","99.1","97.3, 99.9"
"6","HPV","HPV self-testing at home would be more convenient","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because it is more convenient","Region","West","98.8","95.4, 99.9"
"6","HPV","HPV self-testing at home would be more convenient","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because it is more convenient","Urbanicity","Large central metro","99.4","97.5, 99.9"
"6","HPV","HPV self-testing at home would be more convenient","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because it is more convenient","Urbanicity","Large fringe metro","333",
"6","HPV","HPV self-testing at home would be more convenient","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because it is more convenient","Urbanicity","Medium and small metro","98.4","96.3, 99.5"
"6","HPV","HPV self-testing at home would be more convenient","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because it is more convenient","Urbanicity","Nonmetropolitan","99","95.9, 99.9"
"6","HPV","HPV self-testing at home would be more private","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because it is more private","Total","Total","95","93.2, 96.4"
"6","HPV","HPV self-testing at home would be more private","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because it is more private","Age group","21-44 years","95","92.2, 97.0"
"6","HPV","HPV self-testing at home would be more private","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because it is more private","Age group","45-64 years","95.5","92.2, 97.7"
"6","HPV","HPV self-testing at home would be more private","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because it is more private","Age group","65 years","999",
"6","HPV","HPV self-testing at home would be more private","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because it is more private","Household income","100% to less than 200% FPL","333",
"6","HPV","HPV self-testing at home would be more private","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because it is more private","Household income","200% and greater FPL","95","93.0, 96.6"
"6","HPV","HPV self-testing at home would be more private","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because it is more private","Household income","Less than 100% FPL","333",
"6","HPV","HPV self-testing at home would be more private","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because it is more private","Education","Bachelors degree or higher","95.2","92.6, 97.1"
"6","HPV","HPV self-testing at home would be more private","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because it is more private","Education","High school degree or GED or less","333",
"6","HPV","HPV self-testing at home would be more private","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because it is more private","Education","Some college","333",
"6","HPV","HPV self-testing at home would be more private","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because it is more private","Gender","Female","95","93.2, 96.4"
"6","HPV","HPV self-testing at home would be more private","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because it is more private","Gender","Male","777",
"6","HPV","HPV self-testing at home would be more private","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because it is more private","Race and Hispanic origin - multiple races","American Indian or Alaska Native alone or in combination","999",
"6","HPV","HPV self-testing at home would be more private","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because it is more private","Race and Hispanic origin - multiple races","Asian alone or in combination","333",
"6","HPV","HPV self-testing at home would be more private","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because it is more private","Race and Hispanic origin - multiple races","Black or African American alone or in combination","333",
"6","HPV","HPV self-testing at home would be more private","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because it is more private","Race and Hispanic origin - multiple races","Hispanic or Latino alone or in combination","333",
"6","HPV","HPV self-testing at home would be more private","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because it is more private","Race and Hispanic origin - multiple races","Middle Eastern or North African alone or in combination","999",
"6","HPV","HPV self-testing at home would be more private","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because it is more private","Race and Hispanic origin - multiple races","Native Hawaiian or Pacific Islander alone or in combination","999",
"6","HPV","HPV self-testing at home would be more private","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because it is more private","Race and Hispanic origin - multiple races","White alone or in combination","94.4","92.1, 96.1"
"6","HPV","HPV self-testing at home would be more private","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because it is more private","Race and Hispanic origin - single race","American Indian or Alaska Native alone","999",
"6","HPV","HPV self-testing at home would be more private","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because it is more private","Race and Hispanic origin - single race","Asian alone","333",
"6","HPV","HPV self-testing at home would be more private","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because it is more private","Race and Hispanic origin - single race","Black or African American alone","333",
"6","HPV","HPV self-testing at home would be more private","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because it is more private","Race and Hispanic origin - single race","Hispanic or Latino alone","333",
"6","HPV","HPV self-testing at home would be more private","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because it is more private","Race and Hispanic origin - single race","Middle Eastern or North African alone","999",
"6","HPV","HPV self-testing at home would be more private","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because it is more private","Race and Hispanic origin - single race","Multiracial and/or Multiethnic","333",
"6","HPV","HPV self-testing at home would be more private","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because it is more private","Race and Hispanic origin - single race","Native Hawaiian or Pacific Islander alone","999",
"6","HPV","HPV self-testing at home would be more private","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because it is more private","Race and Hispanic origin - single race","White alone","94.5","91.8, 96.5"
"6","HPV","HPV self-testing at home would be more private","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because it is more private","Region","Midwest","333",
"6","HPV","HPV self-testing at home would be more private","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because it is more private","Region","Northeast","333",
"6","HPV","HPV self-testing at home would be more private","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because it is more private","Region","South","96.1","93.3, 98.0"
"6","HPV","HPV self-testing at home would be more private","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because it is more private","Region","West","95.2","91.5, 97.6"
"6","HPV","HPV self-testing at home would be more private","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because it is more private","Urbanicity","Large central metro","333",
"6","HPV","HPV self-testing at home would be more private","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because it is more private","Urbanicity","Large fringe metro","333",
"6","HPV","HPV self-testing at home would be more private","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because it is more private","Urbanicity","Medium and small metro","333",
"6","HPV","HPV self-testing at home would be more private","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because it is more private","Urbanicity","Nonmetropolitan","333",
"6","HPV","HPV self-testing at home is prefered because of difficulty getting to a clinic","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because getting to a clinic or doctor's office is difficult","Total","Total","35.3","31.6, 39.1"
"6","HPV","HPV self-testing at home is prefered because of difficulty getting to a clinic","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because getting to a clinic or doctor's office is difficult","Age group","21-44 years","43","36.9, 49.2"
"6","HPV","HPV self-testing at home is prefered because of difficulty getting to a clinic","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because getting to a clinic or doctor's office is difficult","Age group","45-64 years","29","24.0, 34.5"
"6","HPV","HPV self-testing at home is prefered because of difficulty getting to a clinic","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because getting to a clinic or doctor's office is difficult","Age group","65 years","999",
"6","HPV","HPV self-testing at home is prefered because of difficulty getting to a clinic","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because getting to a clinic or doctor's office is difficult","Household income","100% to less than 200% FPL","38.7","28.2, 50.0"
"6","HPV","HPV self-testing at home is prefered because of difficulty getting to a clinic","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because getting to a clinic or doctor's office is difficult","Household income","200% and greater FPL","33.9","29.7, 38.3"
"6","HPV","HPV self-testing at home is prefered because of difficulty getting to a clinic","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because getting to a clinic or doctor's office is difficult","Household income","Less than 100% FPL","41","30.7, 51.8"
"6","HPV","HPV self-testing at home is prefered because of difficulty getting to a clinic","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because getting to a clinic or doctor's office is difficult","Education","Bachelors degree or higher","35.6","29.9, 41.7"
"6","HPV","HPV self-testing at home is prefered because of difficulty getting to a clinic","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because getting to a clinic or doctor's office is difficult","Education","High school degree or GED or less","34.3","27.0, 42.2"
"6","HPV","HPV self-testing at home is prefered because of difficulty getting to a clinic","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because getting to a clinic or doctor's office is difficult","Education","Some college","35.9","28.9, 43.4"
"6","HPV","HPV self-testing at home is prefered because of difficulty getting to a clinic","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because getting to a clinic or doctor's office is difficult","Gender","Female","35.3","31.6, 39.1"
"6","HPV","HPV self-testing at home is prefered because of difficulty getting to a clinic","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because getting to a clinic or doctor's office is difficult","Gender","Male","777",
"6","HPV","HPV self-testing at home is prefered because of difficulty getting to a clinic","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because getting to a clinic or doctor's office is difficult","Race and Hispanic origin - multiple races","American Indian or Alaska Native alone or in combination","999",
"6","HPV","HPV self-testing at home is prefered because of difficulty getting to a clinic","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because getting to a clinic or doctor's office is difficult","Race and Hispanic origin - multiple races","Asian alone or in combination","999",
"6","HPV","HPV self-testing at home is prefered because of difficulty getting to a clinic","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because getting to a clinic or doctor's office is difficult","Race and Hispanic origin - multiple races","Black or African American alone or in combination","22.1","10.6, 37.8"
"6","HPV","HPV self-testing at home is prefered because of difficulty getting to a clinic","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because getting to a clinic or doctor's office is difficult","Race and Hispanic origin - multiple races","Hispanic or Latino alone or in combination","40.6","28.6, 53.5"
"6","HPV","HPV self-testing at home is prefered because of difficulty getting to a clinic","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because getting to a clinic or doctor's office is difficult","Race and Hispanic origin - multiple races","Middle Eastern or North African alone or in combination","999",
"6","HPV","HPV self-testing at home is prefered because of difficulty getting to a clinic","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because getting to a clinic or doctor's office is difficult","Race and Hispanic origin - multiple races","Native Hawaiian or Pacific Islander alone or in combination","999",
"6","HPV","HPV self-testing at home is prefered because of difficulty getting to a clinic","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because getting to a clinic or doctor's office is difficult","Race and Hispanic origin - multiple races","White alone or in combination","36.4","32.3, 40.7"
"6","HPV","HPV self-testing at home is prefered because of difficulty getting to a clinic","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because getting to a clinic or doctor's office is difficult","Race and Hispanic origin - single race","American Indian or Alaska Native alone","999",
"6","HPV","HPV self-testing at home is prefered because of difficulty getting to a clinic","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because getting to a clinic or doctor's office is difficult","Race and Hispanic origin - single race","Asian alone","999",
"6","HPV","HPV self-testing at home is prefered because of difficulty getting to a clinic","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because getting to a clinic or doctor's office is difficult","Race and Hispanic origin - single race","Black or African American alone","999",
"6","HPV","HPV self-testing at home is prefered because of difficulty getting to a clinic","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because getting to a clinic or doctor's office is difficult","Race and Hispanic origin - single race","Hispanic or Latino alone","38.7","25.7, 53.1"
"6","HPV","HPV self-testing at home is prefered because of difficulty getting to a clinic","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because getting to a clinic or doctor's office is difficult","Race and Hispanic origin - single race","Middle Eastern or North African alone","999",
"6","HPV","HPV self-testing at home is prefered because of difficulty getting to a clinic","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because getting to a clinic or doctor's office is difficult","Race and Hispanic origin - single race","Multiracial and/or Multiethnic","999",
"6","HPV","HPV self-testing at home is prefered because of difficulty getting to a clinic","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because getting to a clinic or doctor's office is difficult","Race and Hispanic origin - single race","Native Hawaiian or Pacific Islander alone","999",
"6","HPV","HPV self-testing at home is prefered because of difficulty getting to a clinic","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because getting to a clinic or doctor's office is difficult","Race and Hispanic origin - single race","White alone","35.7","31.1, 40.6"
"6","HPV","HPV self-testing at home is prefered because of difficulty getting to a clinic","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because getting to a clinic or doctor's office is difficult","Region","Midwest","27.6","19.7, 36.7"
"6","HPV","HPV self-testing at home is prefered because of difficulty getting to a clinic","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because getting to a clinic or doctor's office is difficult","Region","Northeast","33.9","24.6, 44.2"
"6","HPV","HPV self-testing at home is prefered because of difficulty getting to a clinic","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because getting to a clinic or doctor's office is difficult","Region","South","39.2","33.0, 45.7"
"6","HPV","HPV self-testing at home is prefered because of difficulty getting to a clinic","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because getting to a clinic or doctor's office is difficult","Region","West","36.5","28.7, 44.8"
"6","HPV","HPV self-testing at home is prefered because of difficulty getting to a clinic","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because getting to a clinic or doctor's office is difficult","Urbanicity","Large central metro","38.7","30.4, 47.6"
"6","HPV","HPV self-testing at home is prefered because of difficulty getting to a clinic","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because getting to a clinic or doctor's office is difficult","Urbanicity","Large fringe metro","36.2","27.9, 45.2"
"6","HPV","HPV self-testing at home is prefered because of difficulty getting to a clinic","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because getting to a clinic or doctor's office is difficult","Urbanicity","Medium and small metro","35.6","28.7, 43.1"
"6","HPV","HPV self-testing at home is prefered because of difficulty getting to a clinic","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because getting to a clinic or doctor's office is difficult","Urbanicity","Nonmetropolitan","27","18.3, 37.3"
"6","HPV","HPV self-testing at home is prefered because they dislike seeing a doctor","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because they dislike seeing a doctor","Total","Total","63","59.1, 66.7"
"6","HPV","HPV self-testing at home is prefered because they dislike seeing a doctor","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because they dislike seeing a doctor","Age group","21-44 years","63.8","58.0, 69.3"
"6","HPV","HPV self-testing at home is prefered because they dislike seeing a doctor","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because they dislike seeing a doctor","Age group","45-64 years","62.9","57.3, 68.3"
"6","HPV","HPV self-testing at home is prefered because they dislike seeing a doctor","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because they dislike seeing a doctor","Age group","65 years","999",
"6","HPV","HPV self-testing at home is prefered because they dislike seeing a doctor","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because they dislike seeing a doctor","Household income","100% to less than 200% FPL","58.4","47.3, 68.9"
"6","HPV","HPV self-testing at home is prefered because they dislike seeing a doctor","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because they dislike seeing a doctor","Household income","200% and greater FPL","63.9","59.3, 68.4"
"6","HPV","HPV self-testing at home is prefered because they dislike seeing a doctor","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because they dislike seeing a doctor","Household income","Less than 100% FPL","62.8","51.4, 73.2"
"6","HPV","HPV self-testing at home is prefered because they dislike seeing a doctor","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because they dislike seeing a doctor","Education","Bachelors degree or higher","61.8","55.9, 67.4"
"6","HPV","HPV self-testing at home is prefered because they dislike seeing a doctor","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because they dislike seeing a doctor","Education","High school degree or GED or less","61.9","54.2, 69.1"
"6","HPV","HPV self-testing at home is prefered because they dislike seeing a doctor","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because they dislike seeing a doctor","Education","Some college","66.4","58.6, 73.5"
"6","HPV","HPV self-testing at home is prefered because they dislike seeing a doctor","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because they dislike seeing a doctor","Gender","Female","63","59.1, 66.7"
"6","HPV","HPV self-testing at home is prefered because they dislike seeing a doctor","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because they dislike seeing a doctor","Gender","Male","777",
"6","HPV","HPV self-testing at home is prefered because they dislike seeing a doctor","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because they dislike seeing a doctor","Race and Hispanic origin - multiple races","American Indian or Alaska Native alone or in combination","999",
"6","HPV","HPV self-testing at home is prefered because they dislike seeing a doctor","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because they dislike seeing a doctor","Race and Hispanic origin - multiple races","Asian alone or in combination","999",
"6","HPV","HPV self-testing at home is prefered because they dislike seeing a doctor","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because they dislike seeing a doctor","Race and Hispanic origin - multiple races","Black or African American alone or in combination","52.5","38.3, 66.4"
"6","HPV","HPV self-testing at home is prefered because they dislike seeing a doctor","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because they dislike seeing a doctor","Race and Hispanic origin - multiple races","Hispanic or Latino alone or in combination","68.3","56.3, 78.7"
"6","HPV","HPV self-testing at home is prefered because they dislike seeing a doctor","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because they dislike seeing a doctor","Race and Hispanic origin - multiple races","Middle Eastern or North African alone or in combination","999",
"6","HPV","HPV self-testing at home is prefered because they dislike seeing a doctor","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because they dislike seeing a doctor","Race and Hispanic origin - multiple races","Native Hawaiian or Pacific Islander alone or in combination","999",
"6","HPV","HPV self-testing at home is prefered because they dislike seeing a doctor","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because they dislike seeing a doctor","Race and Hispanic origin - multiple races","White alone or in combination","62.9","58.4, 67.1"
"6","HPV","HPV self-testing at home is prefered because they dislike seeing a doctor","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because they dislike seeing a doctor","Race and Hispanic origin - single race","American Indian or Alaska Native alone","999",
"6","HPV","HPV self-testing at home is prefered because they dislike seeing a doctor","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because they dislike seeing a doctor","Race and Hispanic origin - single race","Asian alone","999",
"6","HPV","HPV self-testing at home is prefered because they dislike seeing a doctor","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because they dislike seeing a doctor","Race and Hispanic origin - single race","Black or African American alone","999",
"6","HPV","HPV self-testing at home is prefered because they dislike seeing a doctor","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because they dislike seeing a doctor","Race and Hispanic origin - single race","Hispanic or Latino alone","70.7","57.6, 81.7"
"6","HPV","HPV self-testing at home is prefered because they dislike seeing a doctor","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because they dislike seeing a doctor","Race and Hispanic origin - single race","Middle Eastern or North African alone","999",
"6","HPV","HPV self-testing at home is prefered because they dislike seeing a doctor","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because they dislike seeing a doctor","Race and Hispanic origin - single race","Multiracial and/or Multiethnic","55.6","40.6, 69.9"
"6","HPV","HPV self-testing at home is prefered because they dislike seeing a doctor","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because they dislike seeing a doctor","Race and Hispanic origin - single race","Native Hawaiian or Pacific Islander alone","999",
"6","HPV","HPV self-testing at home is prefered because they dislike seeing a doctor","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because they dislike seeing a doctor","Race and Hispanic origin - single race","White alone","63.3","58.8, 67.7"
"6","HPV","HPV self-testing at home is prefered because they dislike seeing a doctor","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because they dislike seeing a doctor","Region","Midwest","63.9","56.3, 71.0"
"6","HPV","HPV self-testing at home is prefered because they dislike seeing a doctor","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because they dislike seeing a doctor","Region","Northeast","61.9","51.1, 71.9"
"6","HPV","HPV self-testing at home is prefered because they dislike seeing a doctor","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because they dislike seeing a doctor","Region","South","61.6","55.3, 67.6"
"6","HPV","HPV self-testing at home is prefered because they dislike seeing a doctor","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because they dislike seeing a doctor","Region","West","64.8","56.2, 72.7"
"6","HPV","HPV self-testing at home is prefered because they dislike seeing a doctor","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because they dislike seeing a doctor","Urbanicity","Large central metro","61.7","54.0, 69.1"
"6","HPV","HPV self-testing at home is prefered because they dislike seeing a doctor","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because they dislike seeing a doctor","Urbanicity","Large fringe metro","66.7","58.5, 74.2"
"6","HPV","HPV self-testing at home is prefered because they dislike seeing a doctor","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because they dislike seeing a doctor","Urbanicity","Medium and small metro","62.5","55.5, 69.1"
"6","HPV","HPV self-testing at home is prefered because they dislike seeing a doctor","Percentage of women ages 21-65 years who would prefer HPV self-testing at home who feel this way because they dislike seeing a doctor","Urbanicity","Nonmetropolitan","60.4","50.3, 69.8"
"7","GLP","GLP5","Percentage of adults who used any GLP-1 medication in the past 12 months","Total","Total","9.9","9.1, 10.7"
"7","GLP","GLP5","Percentage of adults who used any GLP-1 medication in the past 12 months","Age group","18-44 years","6.1","5.2, 7.2"
"7","GLP","GLP5","Percentage of adults who used any GLP-1 medication in the past 12 months","Age group","45-64 years","14.6","13.0, 16.3"
"7","GLP","GLP5","Percentage of adults who used any GLP-1 medication in the past 12 months","Age group","65 years and older","11.2","9.2, 13.4"
"7","GLP","GLP5","Percentage of adults who used any GLP-1 medication in the past 12 months","Household income","Less than 100% FPL","9","6.7, 11.7"
"7","GLP","GLP5","Percentage of adults who used any GLP-1 medication in the past 12 months","Household income","100% to less than 200% FPL","9.2","7.1, 11.5"
"7","GLP","GLP5","Percentage of adults who used any GLP-1 medication in the past 12 months","Household income","200% and greater FPL","10.1","9.2, 11.1"
"7","GLP","GLP5","Percentage of adults who used any GLP-1 medication in the past 12 months","Gender","Male","7.6","6.7, 8.7"
"7","GLP","GLP5","Percentage of adults who used any GLP-1 medication in the past 12 months","Gender","Female","12","10.7, 13.3"
"7","GLP","GLP5","Percentage of adults who used any GLP-1 medication in the past 12 months","Race and Hispanic origin - multiple races","American Indian or Alaska Native alone or in combination","19.8","10.3, 32.7"
"7","GLP","GLP5","Percentage of adults who used any GLP-1 medication in the past 12 months","Race and Hispanic origin - multiple races","Asian alone or in combination","6.4","4.1, 9.5"
"7","GLP","GLP5","Percentage of adults who used any GLP-1 medication in the past 12 months","Race and Hispanic origin - multiple races","Black or African American alone or in combination","11.3","9.1, 13.9"
"7","GLP","GLP5","Percentage of adults who used any GLP-1 medication in the past 12 months","Race and Hispanic origin - multiple races","Hispanic or Latino alone or in combination","9.3","7.4, 11.4"
"7","GLP","GLP5","Percentage of adults who used any GLP-1 medication in the past 12 months","Race and Hispanic origin - multiple races","Middle Eastern or North African alone or in combination","999",
"7","GLP","GLP5","Percentage of adults who used any GLP-1 medication in the past 12 months","Race and Hispanic origin - multiple races","Native Hawaiian or Pacific Islander alone or in combination","999",
"7","GLP","GLP5","Percentage of adults who used any GLP-1 medication in the past 12 months","Race and Hispanic origin - multiple races","White alone or in combination","9.6","8.6, 10.6"
"7","GLP","GLP5","Percentage of adults who used any GLP-1 medication in the past 12 months","Race and Hispanic origin - single race","American Indian or Alaska Native alone","999",
"7","GLP","GLP5","Percentage of adults who used any GLP-1 medication in the past 12 months","Race and Hispanic origin - single race","Asian alone","6.2","3.7, 9.6"
"7","GLP","GLP5","Percentage of adults who used any GLP-1 medication in the past 12 months","Race and Hispanic origin - single race","Black or African American alone","11.9","9.4, 14.8"
"7","GLP","GLP5","Percentage of adults who used any GLP-1 medication in the past 12 months","Race and Hispanic origin - single race","Hispanic or Latino alone","9.8","7.8, 12.2"
"7","GLP","GLP5","Percentage of adults who used any GLP-1 medication in the past 12 months","Race and Hispanic origin - single race","Middle Eastern or North African alone","999",
"7","GLP","GLP5","Percentage of adults who used any GLP-1 medication in the past 12 months","Race and Hispanic origin - single race","Native Hawaiian or Pacific Islander alone","999",
"7","GLP","GLP5","Percentage of adults who used any GLP-1 medication in the past 12 months","Race and Hispanic origin - single race","White alone","9.6","8.6, 10.8"
"7","GLP","GLP5","Percentage of adults who used any GLP-1 medication in the past 12 months","Race and Hispanic origin - single race","Multiracial and/or Multiethnic","8.7","6.2, 11.9"
"7","GLP","GLP5","Percentage of adults who used any GLP-1 medication in the past 12 months","Region","Northeast","7.9","6.2, 9.9"
"7","GLP","GLP5","Percentage of adults who used any GLP-1 medication in the past 12 months","Region","Midwest","10.1","8.7, 11.7"
"7","GLP","GLP5","Percentage of adults who used any GLP-1 medication in the past 12 months","Region","South","11.5","10.1, 13.0"
"7","GLP","GLP5","Percentage of adults who used any GLP-1 medication in the past 12 months","Region","West","8.4","6.6, 10.6"
"7","GLP","GLP5","Percentage of adults who used any GLP-1 medication in the past 12 months","Urbanicity","Large central metro","8.3","7.0, 9.8"
"7","GLP","GLP5","Percentage of adults who used any GLP-1 medication in the past 12 months","Urbanicity","Large fringe metro","9.3","7.8, 11.1"
"7","GLP","GLP5","Percentage of adults who used any GLP-1 medication in the past 12 months","Urbanicity","Medium and small metro","10.9","9.5, 12.5"
"7","GLP","GLP5","Percentage of adults who used any GLP-1 medication in the past 12 months","Urbanicity","Nonmetropolitan","11.6","9.1, 14.5"
"7","GLP","GLP5","Percentage of adults who used any GLP-1 medication in the past 12 months","Education","Bachelors degree or higher","11","9.6, 12.5"
"7","GLP","GLP5","Percentage of adults who used any GLP-1 medication in the past 12 months","Education","High school degree or GED or less","9.1","7.6, 10.7"
"7","GLP","GLP5","Percentage of adults who used any GLP-1 medication in the past 12 months","Education","Some college","9.5","8.2, 10.9"
"7","GLP","GLP6","Percentage of adults currently using any GLP-1 medication","Total","Total","8","7.3, 8.8"
"7","GLP","GLP6","Percentage of adults currently using any GLP-1 medication","Age group","18-44 years","4.6","3.7, 5.6"
"7","GLP","GLP6","Percentage of adults currently using any GLP-1 medication","Age group","45-64 years","12.1","10.7, 13.6"
