"year","stateabbr","statedesc","locationname","datasource","category","measure","data_value_unit","data_value_type","data_value","data_value_footnote_symbol","data_value_footnote","low_confidence_limit","high_confidence_limit","totalpopulation","totalpop18plus","locationid","categoryid","measureid","datavaluetypeid","short_question_text","geolocation"
"2023","CA","California","Lassen","BRFSS","Health-Related Social Needs","Lack of social and emotional support among adults","%","Crude prevalence","28.4",,,"24.4","33.0","28861","23438","06035","SOCLNEED","EMOTIONSPT","CrdPrv","Lack of Social/Emotional Support","POINT (-120.594352001291 40.6734626858289)"
"2023","AZ","Arizona","Yuma","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults","%","Age-adjusted prevalence","6.2",,,"5.3","7.2","213221","161189","04027","HLTHOUT","COPD","AgeAdjPrv","COPD","POINT (-113.905997385394 32.7694427722845)"
"2023","AR","Arkansas","Union","BRFSS","Health Outcomes","High blood pressure among adults","%","Crude prevalence","46.4",,,"42.1","50.6","37397","28421","05139","HLTHOUT","BPHIGH","CrdPrv","High Blood Pressure","POINT (-92.5973698311478 33.1712847934414)"
"2023","CA","California","Contra Costa","BRFSS","Health Outcomes","Arthritis among adults","%","Age-adjusted prevalence","18.6",,,"16.5","20.7","1155025","904586","06013","HLTHOUT","ARTHRITIS","AgeAdjPrv","Arthritis","POINT (-121.927326815652 37.9192010440958)"
"2022","AZ","Arizona","Yavapai","BRFSS","Prevention","Mammography use among women aged 50-74 years","%","Crude prevalence","64.4",,,"57.4","70.7","249081","211150","04025","PREVENT","MAMMOUSE","CrdPrv","Mammography","POINT (-112.553640853115 34.5996977529402)"
"2023","AL","Alabama","Walker","BRFSS","Health Status","Frequent mental distress among adults","%","Age-adjusted prevalence","20.0",,,"17.3","22.8","64728","49914","01127","HLTHSTAT","MHLTH","AgeAdjPrv","Frequent Mental Distress","POINT (-87.2978092396997 33.8031253577516)"
"2023","AR","Arkansas","Union","BRFSS","Disability","Cognitive disability among adults","%","Crude prevalence","19.0",,,"16.6","21.6","37397","28421","05139","DISABLT","COGNITION","CrdPrv","Cognitive Disability","POINT (-92.5973698311478 33.1712847934414)"
"2023","AR","Arkansas","Phillips","BRFSS","Health Outcomes","Cancer (non-skin) or melanoma among adults","%","Age-adjusted prevalence","5.5",,,"5.0","6.1","14961","11146","05107","HLTHOUT","CANCER","AgeAdjPrv","Cancer (non-skin) or Melanoma","POINT (-90.8486929377124 34.4276555514265)"
"2023","AL","Alabama","Tuscaloosa","BRFSS","Health-Related Social Needs","Received food stamps in the past 12 months among adults","%","Crude prevalence","13.3",,,"10.8","16.0","237373","189087","01125","SOCLNEED","FOODSTAMP","CrdPrv","Food Stamps","POINT (-87.5254019048087 33.2894088277374)"
"2023","AK","Alaska","North Slope","BRFSS","Health Outcomes","Coronary heart disease among adults","%","Crude prevalence","5.8",,,"5.2","6.6","10603","7948","02185","HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-153.47938789872 69.3135617388991)"
"2023","AL","Alabama","Coffee","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","10.2",,,"8.9","11.6","55643","42235","01031","HLTHOUT","CASTHMA","CrdPrv","Current Asthma","POINT (-85.9880914738148 31.4024803007311)"
"2023","AK","Alaska","Aleutians East","BRFSS","Health Risk Behaviors","No leisure-time physical activity among adults","%","Crude prevalence","28.7",,,"23.5","34.0","3461","3270","02013","RISKBEH","LPA","CrdPrv","Physical Inactivity","POINT (-161.964571410747 55.359979555826)"
"2023","AR","Arkansas","Hot Spring","BRFSS","Health Risk Behaviors","Binge drinking among adults","%","Crude prevalence","14.2",,,"11.7","17.2","33258","26928","05059","RISKBEH","BINGE","CrdPrv","Binge Drinking","POINT (-92.9452244629986 34.31776968917)"
"2023","AR","Arkansas","Searcy","BRFSS","Disability","Vision disability among adults","%","Age-adjusted prevalence","7.0",,,"6.0","8.1","7806","6215","05129","DISABLT","VISION","AgeAdjPrv","Vision Disability","POINT (-92.6994901353755 35.9111264752522)"
"2023","AR","Arkansas","Carroll","BRFSS","Health Status","Frequent physical distress among adults","%","Age-adjusted prevalence","15.8",,,"13.7","18.3","28814","22640","05015","HLTHSTAT","PHLTH","AgeAdjPrv","Frequent Physical Distress","POINT (-93.5382990189827 36.340959511681)"
"2023","AR","Arkansas","White","BRFSS","Prevention","Taking medicine to control high blood pressure among adults with high blood pressure","%","Age-adjusted prevalence","59.8",,,"55.1","64.0","78452","60279","05145","PREVENT","BPMED","AgeAdjPrv","High Blood Pressure Medication","POINT (-91.7454779964398 35.2560865177608)"
"2023","AL","Alabama","Chilton","BRFSS","Health-Related Social Needs","Lack of reliable transportation in the past 12 months among adults","%","Age-adjusted prevalence","9.8",,,"8.2","11.3","46431","35269","01021","SOCLNEED","LACKTRPT","AgeAdjPrv","Transportation Barriers","POINT (-86.7185602930782 32.8479267319968)"
"2022","US","United States",,"BRFSS","Health Outcomes","All teeth lost among adults aged >=65 years","%","Age-adjusted prevalence","12.6",,,"12.2","13.0","334914895","262083034","59","HLTHOUT","TEETHLOST","AgeAdjPrv","All Teeth Lost",
"2022","AR","Arkansas","Phillips","BRFSS","Prevention","Visited dentist or dental clinic in the past year among adults","%","Crude prevalence","40.4",,,"36.9","44.1","14961","11146","05107","PREVENT","DENTAL","CrdPrv","Dental Visit","POINT (-90.8486929377124 34.4276555514265)"
"2023","AK","Alaska","Skagway","BRFSS","Health Outcomes","Current asthma among adults","%","Age-adjusted prevalence","10.1",,,"8.8","11.4","1095","925","02230","HLTHOUT","CASTHMA","AgeAdjPrv","Current Asthma","POINT (-135.336028290736 59.5592737178809)"
"2022","AL","Alabama","Madison","BRFSS","Prevention","Colorectal cancer screening among adults aged 45–75 years","%","Crude prevalence","68.6",,,"63.9","73.0","412600","324132","01089","PREVENT","COLON_SCREEN","CrdPrv","Colorectal Cancer Screening","POINT (-86.550355969647 34.7630088775779)"
"2023","AR","Arkansas","Carroll","BRFSS","Disability","Mobility disability among adults","%","Crude prevalence","20.0",,,"16.8","23.5","28814","22640","05015","DISABLT","MOBILITY","CrdPrv","Mobility Disability","POINT (-93.5382990189827 36.340959511681)"
"2023","CA","California","Del Norte","BRFSS","Disability","Self-care disability among adults","%","Age-adjusted prevalence","4.2",,,"3.6","4.8","26589","21034","06015","DISABLT","SELFCARE","AgeAdjPrv","Self-care Disability","POINT (-123.897120966337 41.7431608613822)"
"2023","AL","Alabama","Limestone","BRFSS","Health Outcomes","High cholesterol among adults who have ever been screened","%","Age-adjusted prevalence","35.7",,,"31.3","40.0","114654","89453","01083","HLTHOUT","HIGHCHOL","AgeAdjPrv","High Cholesterol","POINT (-86.9814538074536 34.8102607960627)"
"2023","AK","Alaska","Bethel","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults","%","Age-adjusted prevalence","10.4",,,"9.0","12.1","18224","11798","02050","HLTHOUT","COPD","AgeAdjPrv","COPD","POINT (-159.82324096097 60.9128860869079)"
"2023","CA","California","Alameda","BRFSS","Health-Related Social Needs","Housing insecurity in the past 12 months among adults","%","Age-adjusted prevalence","11.9",,,"9.8","14.0","1622188","1306255","06001","SOCLNEED","HOUSINSECU","AgeAdjPrv","Housing Insecurity","POINT (-121.888566503138 37.6463311425304)"
"2023","AK","Alaska","Lake and Peninsula","BRFSS","Disability","Hearing disability among adults","%","Crude prevalence","11.0",,,"9.6","12.3","1331","964","02164","DISABLT","HEARING","CrdPrv","Hearing Disability","POINT (-156.194112811655 58.6489291768631)"
"2023","CA","California","Riverside","BRFSS","Prevention","Cholesterol screening among adults","%","Age-adjusted prevalence","84.2",,,"82.0","86.3","2492442","1899181","06065","PREVENT","CHOLSCREEN","AgeAdjPrv","Cholesterol Screening","POINT (-115.994764890688 33.7437710409515)"
"2023","AK","Alaska","Yakutat","BRFSS","Health-Related Social Needs","Lack of social and emotional support among adults","%","Age-adjusted prevalence","30.4",,,"26.1","34.6","687","555","02282","SOCLNEED","EMOTIONSPT","AgeAdjPrv","Lack of Social/Emotional Support","POINT (-140.357660106358 59.8890141407815)"
"2023","AL","Alabama","Bullock","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence","7.3",,,"6.6","8.1","9897","7878","01011","HLTHOUT","STROKE","CrdPrv","Stroke","POINT (-85.7157596722874 32.1005731304216)"
"2023","CA","California","Placer","BRFSS","Health-Related Social Needs","Food insecurity in the past 12 months among adults","%","Crude prevalence","10.0",,,"7.9","12.2","423561","332465","06061","SOCLNEED","FOODINSECU","CrdPrv","Food Insecurity","POINT (-120.717993200586 39.0633030825061)"
"2023","AK","Alaska","Anchorage","BRFSS","Disability","Independent living disability among adults","%","Age-adjusted prevalence","7.1",,,"6.2","8.1","286075","219385","02020","DISABLT","INDEPLIVE","AgeAdjPrv","Independent Living Disability","POINT (-149.112545841578 61.150482370682)"
"2023","AL","Alabama","Chambers","BRFSS","Health Outcomes","Diagnosed diabetes among adults","%","Age-adjusted prevalence","14.5",,,"12.5","16.5","34079","26970","01017","HLTHOUT","DIABETES","AgeAdjPrv","Diabetes","POINT (-85.3917577489906 32.9141677822456)"
"2023","AZ","Arizona","Greenlee","BRFSS","Health Outcomes","Cancer (non-skin) or melanoma among adults","%","Age-adjusted prevalence","6.4",,,"5.8","7.1","9369","6858","04011","HLTHOUT","CANCER","AgeAdjPrv","Cancer (non-skin) or Melanoma","POINT (-109.240185682696 33.215200364114)"
"2022","AK","Alaska","Wrangell","BRFSS","Prevention","Visited dentist or dental clinic in the past year among adults","%","Age-adjusted prevalence","55.3",,,"51.3","59.3","2064","1686","02275","PREVENT","DENTAL","AgeAdjPrv","Dental Visit","POINT (-132.033291099899 56.3275352874816)"
"2022","CA","California","Monterey","BRFSS","Health Outcomes","All teeth lost among adults aged >=65 years","%","Crude prevalence","11.0",,,"8.9","13.4","430723","321055","06053","HLTHOUT","TEETHLOST","CrdPrv","All Teeth Lost","POINT (-121.238518915104 36.2170334850568)"
"2023","AL","Alabama","Greene","BRFSS","Prevention","Current lack of health insurance among adults aged 18-64 years","%","Age-adjusted prevalence","15.4",,,"11.6","19.3","7341","5755","01063","PREVENT","ACCESS2","AgeAdjPrv","Health Insurance","POINT (-87.9519483428688 32.8530437219041)"
"2023","AL","Alabama","Shelby","BRFSS","Health-Related Social Needs","Lack of reliable transportation in the past 12 months among adults","%","Crude prevalence","6.1",,,"5.1","7.3","233000","180682","01117","SOCLNEED","LACKTRPT","CrdPrv","Transportation Barriers","POINT (-86.6608662882591 33.2645243865867)"
"2023","AR","Arkansas","Logan","BRFSS","Health Risk Behaviors","Binge drinking among adults","%","Age-adjusted prevalence","17.4",,,"14.3","20.8","21400","16752","05083","RISKBEH","BINGE","AgeAdjPrv","Binge Drinking","POINT (-93.7171626255792 35.2148866321463)"
"2023","AK","Alaska","Ketchikan Gateway","BRFSS","Health Outcomes","Diagnosed diabetes among adults","%","Age-adjusted prevalence","8.6",,,"7.4","9.9","13738","11023","02130","HLTHOUT","DIABETES","AgeAdjPrv","Diabetes","POINT (-130.936350933263 55.586579401666)"
"2022","AR","Arkansas","Sebastian","BRFSS","Health Risk Behaviors","Short sleep duration among adults","%","Age-adjusted prevalence","38.5",,,"33.0","44.2","129098","98581","05131","RISKBEH","SLEEP","AgeAdjPrv","Short Sleep Duration","POINT (-94.2747115384126 35.1994487114465)"
"2023","AR","Arkansas","Lawrence","BRFSS","Prevention","Cholesterol screening among adults","%","Age-adjusted prevalence","80.5",,,"77.2","83.6","16318","12703","05075","PREVENT","CHOLSCREEN","AgeAdjPrv","Cholesterol Screening","POINT (-91.1072092066806 36.041205068049)"
"2023","CA","California","Amador","BRFSS","Health Outcomes","Obesity among adults","%","Age-adjusted prevalence","29.5",,,"22.5","37.2","41811","35299","06005","HLTHOUT","OBESITY","AgeAdjPrv","Obesity","POINT (-120.650760892534 38.4464297028895)"
"2022","AR","Arkansas","Sharp","BRFSS","Health Risk Behaviors","Short sleep duration among adults","%","Age-adjusted prevalence","38.6",,,"31.9","45.8","17968","14333","05135","RISKBEH","SLEEP","AgeAdjPrv","Short Sleep Duration","POINT (-91.4796648363714 36.1612525766705)"
"2023","AL","Alabama","Lawrence","BRFSS","Health Outcomes","Cancer (non-skin) or melanoma among adults","%","Crude prevalence","9.0",,,"8.0","10.0","33502","26186","01079","HLTHOUT","CANCER","CrdPrv","Cancer (non-skin) or Melanoma","POINT (-87.3108851040374 34.5216735395968)"
"2023","AK","Alaska","Dillingham","BRFSS","Health-Related Social Needs","Lack of social and emotional support among adults","%","Crude prevalence","31.5",,,"27.4","36.3","4607","3180","02070","SOCLNEED","EMOTIONSPT","CrdPrv","Lack of Social/Emotional Support","POINT (-158.236178154164 59.7978171220014)"
"2023","AK","Alaska","North Slope","BRFSS","Health-Related Social Needs","Utility services shut-off threat in the past 12 months among adults","%","Age-adjusted prevalence","9.7",,,"8.2","11.1","10603","7948","02185","SOCLNEED","SHUTUTILITY","AgeAdjPrv","Utility Services Threat","POINT (-153.47938789872 69.3135617388991)"
"2023","AR","Arkansas","Izard","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults","%","Age-adjusted prevalence","9.5",,,"7.9","11.2","14169","11629","05065","HLTHOUT","COPD","AgeAdjPrv","COPD","POINT (-91.9133749044468 36.0947862703415)"
"2023","CA","California","San Benito","BRFSS","Health Outcomes","Arthritis among adults","%","Age-adjusted prevalence","19.2",,,"16.6","21.9","68175","51135","06069","HLTHOUT","ARTHRITIS","AgeAdjPrv","Arthritis","POINT (-121.074673078268 36.605429011687)"
"2023","AR","Arkansas","Washington","BRFSS","Health Outcomes","Diagnosed diabetes among adults","%","Crude prevalence","10.1",,,"8.7","11.6","261549","200987","05143","HLTHOUT","DIABETES","CrdPrv","Diabetes","POINT (-94.2156793425187 35.9788480792297)"
"2023","AL","Alabama","Tuscaloosa","BRFSS","Health Status","Frequent physical distress among adults","%","Age-adjusted prevalence","13.2",,,"11.5","15.1","237373","189087","01125","HLTHSTAT","PHLTH","AgeAdjPrv","Frequent Physical Distress","POINT (-87.5254019048087 33.2894088277374)"
"2023","AR","Arkansas","Cleveland","BRFSS","Health Outcomes","Coronary heart disease among adults","%","Age-adjusted prevalence","6.7",,,"5.9","7.6","7378","5798","05025","HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-92.1849717548295 33.8983818787189)"
"2023","AK","Alaska","Kusilvak","BRFSS","Prevention","Current lack of health insurance among adults aged 18-64 years","%","Crude prevalence","18.1",,,"14.2","22.7","8001","4640","02158","PREVENT","ACCESS2","CrdPrv","Health Insurance","POINT (-163.385871730467 62.1566155670538)"
"2023","CA","California","Modoc","BRFSS","Health-Related Social Needs","Received food stamps in the past 12 months among adults","%","Age-adjusted prevalence","19.8",,,"16.1","23.7","8500","6906","06049","SOCLNEED","FOODSTAMP","AgeAdjPrv","Food Stamps","POINT (-120.725180763953 41.5897153747434)"
"2023","CA","California","Humboldt","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults","%","Crude prevalence","7.6",,,"6.2","9.0","133985","109146","06023","HLTHOUT","COPD","CrdPrv","COPD","POINT (-123.875674190259 40.6992051844633)"
"2023","AL","Alabama","Houston","BRFSS","Health Outcomes","Depression among adults","%","Crude prevalence","24.9",,,"21.3","28.6","108462","83709","01069","HLTHOUT","DEPRESSION","CrdPrv","Depression","POINT (-85.3024748570754 31.153023163546)"
"2023","CA","California","Mariposa","BRFSS","Health Status","Frequent physical distress among adults","%","Crude prevalence","15.6",,,"13.4","18.0","16919","13883","06043","HLTHSTAT","PHLTH","CrdPrv","Frequent Physical Distress","POINT (-119.905412294091 37.5815463688348)"
"2023","CA","California","Alpine","BRFSS","Health Status","Fair or poor self-rated health status among adults","%","Crude prevalence","18.8",,,"15.8","22.5","1141","955","06003","HLTHSTAT","GHLTH","CrdPrv","General Health","POINT (-119.820667930537 38.5974751291386)"
"2023","CA","California","San Benito","BRFSS","Prevention","Current lack of health insurance among adults aged 18-64 years","%","Age-adjusted prevalence","14.3",,,"11.0","18.3","68175","51135","06069","PREVENT","ACCESS2","AgeAdjPrv","Health Insurance","POINT (-121.074673078268 36.605429011687)"
"2023","CA","California","Alpine","BRFSS","Disability","Cognitive disability among adults","%","Age-adjusted prevalence","13.9",,,"11.9","16.2","1141","955","06003","DISABLT","COGNITION","AgeAdjPrv","Cognitive Disability","POINT (-119.820667930537 38.5974751291386)"
"2023","AR","Arkansas","Boone","BRFSS","Health Risk Behaviors","Current cigarette smoking among adults","%","Age-adjusted prevalence","17.0",,,"13.8","20.4","38530","29802","05009","RISKBEH","CSMOKING","AgeAdjPrv","Current Cigarette Smoking","POINT (-93.0916817879006 36.3086436758994)"
"2023","AL","Alabama","Clay","BRFSS","Disability","Mobility disability among adults","%","Crude prevalence","20.7",,,"17.5","23.9","14111","11157","01027","DISABLT","MOBILITY","CrdPrv","Mobility Disability","POINT (-85.8606604130173 33.2693085517833)"
"2023","AR","Arkansas","Poinsett","BRFSS","Health-Related Social Needs","Loneliness among adults","%","Age-adjusted prevalence","36.6",,,"31.4","42.5","22397","16955","05111","SOCLNEED","LONELINESS","AgeAdjPrv","Loneliness","POINT (-90.6631053050275 35.5740758449201)"
"2023","AZ","Arizona","Apache","BRFSS","Health Outcomes","High blood pressure among adults","%","Crude prevalence","36.0",,,"33.2","39.2","65036","48365","04001","HLTHOUT","BPHIGH","CrdPrv","High Blood Pressure","POINT (-109.48881915611 35.3954681672691)"
"2023","AL","Alabama","Lamar","BRFSS","Health-Related Social Needs","Loneliness among adults","%","Crude prevalence","35.1",,,"29.3","41.0","13661","10648","01075","SOCLNEED","LONELINESS","CrdPrv","Loneliness","POINT (-88.0969548281156 33.7791463830423)"
"2023","CA","California","San Bernardino","BRFSS","Health-Related Social Needs","Loneliness among adults","%","Age-adjusted prevalence","38.2",,,"34.3","42.4","2195611","1641803","06071","SOCLNEED","LONELINESS","AgeAdjPrv","Loneliness","POINT (-116.178441641048 34.8415154042306)"
"2023","AR","Arkansas","Hot Spring","BRFSS","Health Status","Fair or poor self-rated health status among adults","%","Age-adjusted prevalence","24.4",,,"21.2","28.2","33258","26928","05059","HLTHSTAT","GHLTH","AgeAdjPrv","General Health","POINT (-92.9452244629986 34.31776968917)"
"2023","AL","Alabama","Shelby","BRFSS","Prevention","Current lack of health insurance among adults aged 18-64 years","%","Age-adjusted prevalence","7.4",,,"5.8","9.6","233000","180682","01117","PREVENT","ACCESS2","AgeAdjPrv","Health Insurance","POINT (-86.6608662882591 33.2645243865867)"
"2023","AR","Arkansas","Miller","BRFSS","Health Risk Behaviors","No leisure-time physical activity among adults","%","Crude prevalence","37.9",,,"32.6","43.6","42415","32396","05091","RISKBEH","LPA","CrdPrv","Physical Inactivity","POINT (-93.8924281761086 33.3123156126392)"
"2023","AZ","Arizona","Cochise","BRFSS","Health Status","Frequent mental distress among adults","%","Age-adjusted prevalence","17.1",,,"14.9","19.3","124640","99219","04003","HLTHSTAT","MHLTH","AgeAdjPrv","Frequent Mental Distress","POINT (-109.751384831901 31.8794588523568)"
"2023","AR","Arkansas","Howard","BRFSS","Health Risk Behaviors","No leisure-time physical activity among adults","%","Crude prevalence","36.0",,,"30.2","41.5","12533","9311","05061","RISKBEH","LPA","CrdPrv","Physical Inactivity","POINT (-93.9938053308515 34.0889044688856)"
"2023","AR","Arkansas","Cross","BRFSS","Prevention","Cholesterol screening among adults","%","Crude prevalence","84.0",,,"81.5","86.2","16420","12527","05037","PREVENT","CHOLSCREEN","CrdPrv","Cholesterol Screening","POINT (-90.7714945147511 35.2958747021642)"
"2023","AL","Alabama","Morgan","BRFSS","Health Outcomes","High blood pressure among adults","%","Age-adjusted prevalence","39.9",,,"35.7","44.1","125133","96099","01103","HLTHOUT","BPHIGH","AgeAdjPrv","High Blood Pressure","POINT (-86.8530296512976 34.453569812448)"
"2022","AL","Alabama","Crenshaw","BRFSS","Prevention","Mammography use among women aged 50-74 years","%","Age-adjusted prevalence","72.8",,,"64.3","80.0","13101","10066","01041","PREVENT","MAMMOUSE","AgeAdjPrv","Mammography","POINT (-86.3135271841638 31.7314522019174)"
"2023","AR","Arkansas","Van Buren","BRFSS","Health Outcomes","High cholesterol among adults who have ever been screened","%","Age-adjusted prevalence","33.6",,,"29.5","37.9","16142","13054","05141","HLTHOUT","HIGHCHOL","AgeAdjPrv","High Cholesterol","POINT (-92.5158922653774 35.5806118772188)"
"2023","AR","Arkansas","Crawford","BRFSS","Health-Related Social Needs","Utility services shut-off threat in the past 12 months among adults","%","Age-adjusted prevalence","10.2",,,"8.4","12.0","61891","47058","05033","SOCLNEED","SHUTUTILITY","AgeAdjPrv","Utility Services Threat","POINT (-94.2424245667651 35.5884321173193)"
"2022","AR","Arkansas","Johnson","BRFSS","Prevention","Visited dentist or dental clinic in the past year among adults","%","Age-adjusted prevalence","45.2",,,"41.1","49.2","26129","19835","05071","PREVENT","DENTAL","AgeAdjPrv","Dental Visit","POINT (-93.4598912643847 35.5697554205716)"
"2023","AL","Alabama","Baldwin","BRFSS","Health Outcomes","Diagnosed diabetes among adults","%","Age-adjusted prevalence","10.4",,,"8.9","11.9","253507","200397","01003","HLTHOUT","DIABETES","AgeAdjPrv","Diabetes","POINT (-87.7226204578951 30.7277455824565)"
"2023","AL","Alabama","Conecuh","BRFSS","Disability","Cognitive disability among adults","%","Age-adjusted prevalence","20.9",,,"18.2","23.7","11174","8894","01035","DISABLT","COGNITION","AgeAdjPrv","Cognitive Disability","POINT (-86.9935445067511 31.4293022573494)"
"2023","AL","Alabama","Bullock","BRFSS","Health Risk Behaviors","No leisure-time physical activity among adults","%","Age-adjusted prevalence","42.7",,,"36.9","48.7","9897","7878","01011","RISKBEH","LPA","AgeAdjPrv","Physical Inactivity","POINT (-85.7157596722874 32.1005731304216)"
"2022","AR","Arkansas","Sharp","BRFSS","Prevention","Visited dentist or dental clinic in the past year among adults","%","Crude prevalence","51.2",,,"47.3","55.2","17968","14333","05135","PREVENT","DENTAL","CrdPrv","Dental Visit","POINT (-91.4796648363714 36.1612525766705)"
"2023","AL","Alabama","Pike","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults","%","Age-adjusted prevalence","7.9",,,"6.8","9.2","33137","26665","01109","HLTHOUT","COPD","AgeAdjPrv","COPD","POINT (-85.9407627085231 31.8027535253528)"
"2023","AR","Arkansas","Drew","BRFSS","Health-Related Social Needs","Received food stamps in the past 12 months among adults","%","Age-adjusted prevalence","17.2",,,"13.8","20.8","16945","13230","05043","SOCLNEED","FOODSTAMP","AgeAdjPrv","Food Stamps","POINT (-91.7196579038053 33.5894113647675)"
"2022","CA","California","Lake","BRFSS","Prevention","Visited dentist or dental clinic in the past year among adults","%","Crude prevalence","61.5",,,"57.9","65.0","67878","52978","06033","PREVENT","DENTAL","CrdPrv","Dental Visit","POINT (-122.753413599125 39.0999886976907)"
"2022","AK","Alaska","Copper River","BRFSS","Health Risk Behaviors","Short sleep duration among adults","%","Crude prevalence","35.4",,,"28.7","42.3","2674","1994","02066","RISKBEH","SLEEP","CrdPrv","Short Sleep Duration","POINT (-143.967989524598 61.8833837156363)"
"2023","AR","Arkansas","Monroe","BRFSS","Prevention","Cholesterol screening among adults","%","Crude prevalence","86.5",,,"84.5","88.3","6512","4982","05095","PREVENT","CHOLSCREEN","CrdPrv","Cholesterol Screening","POINT (-91.2039164853539 34.6778463256655)"
"2023","AR","Arkansas","Union","BRFSS","Health-Related Social Needs","Food insecurity in the past 12 months among adults","%","Crude prevalence","22.3",,,"18.8","26.1","37397","28421","05139","SOCLNEED","FOODINSECU","CrdPrv","Food Insecurity","POINT (-92.5973698311478 33.1712847934414)"
"2023","AK","Alaska","Bristol Bay","BRFSS","Health Outcomes","Depression among adults","%","Age-adjusted prevalence","19.8",,,"16.6","23.3","844","663","02060","HLTHOUT","DEPRESSION","AgeAdjPrv","Depression","POINT (-156.700132487576 58.7440261738219)"
"2023","AR","Arkansas","Cross","BRFSS","Health-Related Social Needs","Housing insecurity in the past 12 months among adults","%","Crude prevalence","17.6",,,"14.8","20.6","16420","12527","05037","SOCLNEED","HOUSINSECU","CrdPrv","Housing Insecurity","POINT (-90.7714945147511 35.2958747021642)"
"2023","AL","Alabama","Marengo","BRFSS","Disability","Any disability among adults","%","Crude prevalence","42.1",,,"36.9","47.2","18684","14502","01091","DISABLT","DISABILITY","CrdPrv","Any Disability","POINT (-87.7895124506775 32.2478854975948)"
"2023","AR","Arkansas","Searcy","BRFSS","Health-Related Social Needs","Lack of reliable transportation in the past 12 months among adults","%","Crude prevalence","10.2",,,"8.5","12.0","7806","6215","05129","SOCLNEED","LACKTRPT","CrdPrv","Transportation Barriers","POINT (-92.6994901353755 35.9111264752522)"
"2023","AK","Alaska","Kodiak Island","BRFSS","Health Outcomes","Arthritis among adults","%","Crude prevalence","19.8",,,"17.1","22.7","12565","9632","02150","HLTHOUT","ARTHRITIS","CrdPrv","Arthritis","POINT (-153.789812278338 57.6808874751479)"
"2023","CA","California","Sacramento","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","10.2",,,"9.0","11.4","1584288","1226535","06067","HLTHOUT","CASTHMA","CrdPrv","Current Asthma","POINT (-121.34451940892 38.4486270273732)"
"2022","AL","Alabama","Calhoun","BRFSS","Prevention","Visited dentist or dental clinic in the past year among adults","%","Age-adjusted prevalence","55.8",,,"51.9","59.9","116429","91555","01015","PREVENT","DENTAL","AgeAdjPrv","Dental Visit","POINT (-85.8257674379293 33.7714931264898)"
"2023","AK","Alaska","Kodiak Island","BRFSS","Disability","Cognitive disability among adults","%","Age-adjusted prevalence","13.1",,,"11.3","14.9","12565","9632","02150","DISABLT","COGNITION","AgeAdjPrv","Cognitive Disability","POINT (-153.789812278338 57.6808874751479)"
"2023","AK","Alaska","Hoonah-Angoon","BRFSS","Health Status","Fair or poor self-rated health status among adults","%","Age-adjusted prevalence","21.8",,,"18.9","24.9","2262","1889","02105","HLTHSTAT","GHLTH","AgeAdjPrv","General Health","POINT (-135.641352469501 58.2866674624936)"
"2023","CA","California","Riverside","BRFSS","Disability","Mobility disability among adults","%","Age-adjusted prevalence","14.7",,,"12.8","16.8","2492442","1899181","06065","DISABLT","MOBILITY","AgeAdjPrv","Mobility Disability","POINT (-115.994764890688 33.7437710409515)"
"2023","AL","Alabama","Marengo","BRFSS","Health-Related Social Needs","Housing insecurity in the past 12 months among adults","%","Crude prevalence","19.0",,,"16.0","22.0","18684","14502","01091","SOCLNEED","HOUSINSECU","CrdPrv","Housing Insecurity","POINT (-87.7895124506775 32.2478854975948)"
"2023","CA","California","Mendocino","BRFSS","Health Outcomes","Diagnosed diabetes among adults","%","Crude prevalence","13.7",,,"11.6","15.9","89108","70576","06045","HLTHOUT","DIABETES","CrdPrv","Diabetes","POINT (-123.391321827245 39.4403114811983)"
"2023","CA","California","Kern","BRFSS","Health-Related Social Needs","Received food stamps in the past 12 months among adults","%","Age-adjusted prevalence","25.7",,,"21.5","30.1","913820","654092","06029","SOCLNEED","FOODSTAMP","AgeAdjPrv","Food Stamps","POINT (-118.730029086317 35.3428262386385)"
"2023","AR","Arkansas","Crawford","BRFSS","Health Status","Frequent mental distress among adults","%","Age-adjusted prevalence","20.3",,,"17.4","23.1","61891","47058","05033","HLTHSTAT","MHLTH","AgeAdjPrv","Frequent Mental Distress","POINT (-94.2424245667651 35.5884321173193)"
"2023","AR","Arkansas","Chicot","BRFSS","Disability","Any disability among adults","%","Crude prevalence","45.5",,,"40.5","50.7","9538","7511","05017","DISABLT","DISABILITY","CrdPrv","Any Disability","POINT (-91.2933505574654 33.2667470395332)"
"2023","AL","Alabama","Houston","BRFSS","Disability","Self-care disability among adults","%","Crude prevalence","5.0",,,"4.4","5.8","108462","83709","01069","DISABLT","SELFCARE","CrdPrv","Self-care Disability","POINT (-85.3024748570754 31.153023163546)"
