"states","year","week","label","m1","m1_flag","m2","m2_flag","m3","m3_flag","m4","m4_flag","location1","location2","sort_order","geocode"
"GUAM","2022","6","Hepatitis, B, acute",,"-","1","-",,"-",,"-","GUAM",,"20220603286","POINT (144.653198 13.3532)"
"PUERTO RICO","2022","6","Hepatitis, B, acute",,"-","1","-",,"-",,"-","PUERTO RICO",,"20220603287","POINT (-66.414655 18.215692)"
"U.S. VIRGIN ISLANDS","2022","6","Hepatitis, B, acute",,"-","0","-",,"-",,"-","U.S. VIRGIN ISLANDS",,"20220603288",
"NON-US RESIDENTS","2022","6","Hepatitis, B, acute",,"-","1","-",,"-",,"-",,"NON-US RESIDENTS","20220603289",
"TOTAL","2022","6","Hepatitis, B, acute","1","-","59","-","102","-","184","-",,"TOTAL","20220603290",
"US RESIDENTS","2022","6","Influenza-associated pediatric mortality",,"-","2","-","3","-",,"-",,"US RESIDENTS","20220603291",
"NEW ENGLAND","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-",,"NEW ENGLAND","20220603292",
"CONNECTICUT","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-","CONNECTICUT",,"20220603293","POINT (-72.738288 41.575155)"
"MAINE","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-","MAINE",,"20220603294","POINT (-69.06137 45.117911)"
"MASSACHUSETTS","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-","MASSACHUSETTS",,"20220603295","POINT (-71.481104 42.151077)"
"NEW HAMPSHIRE","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-","NEW HAMPSHIRE",,"20220603296","POINT (-71.57139 43.680429)"
"RHODE ISLAND","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-","RHODE ISLAND",,"20220603297","POINT (-71.534637 41.572574)"
"VERMONT","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-","VERMONT",,"20220603298","POINT (-72.662695 44.075252)"
"MIDDLE ATLANTIC","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-",,"MIDDLE ATLANTIC","20220603299",
"NEW JERSEY","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-","NEW JERSEY",,"20220603300","POINT (-74.655514 40.110253)"
"NEW YORK","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-","NEW YORK",,"20220603301","POINT (-75.59655 42.921241)"
"NEW YORK CITY","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-","NEW YORK CITY",,"20220603302",
"PENNSYLVANIA","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-","PENNSYLVANIA",,"20220603303","POINT (-77.838886 40.896694)"
"EAST NORTH CENTRAL","2022","6","Influenza-associated pediatric mortality",,"-","1","-","1","-",,"-",,"EAST NORTH CENTRAL","20220603304",
"ILLINOIS","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-","ILLINOIS",,"20220603305","POINT (-89.148632 40.124144)"
"INDIANA","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-","INDIANA",,"20220603306","POINT (-86.2818 39.919991)"
"MICHIGAN","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-","MICHIGAN",,"20220603307","POINT (-85.730977 44.874798)"
"OHIO","2022","6","Influenza-associated pediatric mortality",,"-","1","-",,"-",,"-","OHIO",,"20220603308","POINT (-82.70936 40.415534)"
"WISCONSIN","2022","6","Influenza-associated pediatric mortality",,"-","1","-","1","-",,"-","WISCONSIN",,"20220603309","POINT (-89.732969 44.639954)"
"WEST NORTH CENTRAL","2022","6","Influenza-associated pediatric mortality",,"-","1","-",,"-",,"-",,"WEST NORTH CENTRAL","20220603310",
"IOWA","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-","IOWA",,"20220603311","POINT (-93.500061 42.074659)"
"KANSAS","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-","KANSAS",,"20220603312","POINT (-98.38018 38.484729)"
"MINNESOTA","2022","6","Influenza-associated pediatric mortality",,"-","1","-",,"-",,"-","MINNESOTA",,"20220603313","POINT (-94.198308 46.349153)"
"MISSOURI","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-","MISSOURI",,"20220603314","POINT (-92.477244 38.3675)"
"NEBRASKA","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-","NEBRASKA",,"20220603315","POINT (-99.810595 41.527099)"
"NORTH DAKOTA","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-","NORTH DAKOTA",,"20220603316","POINT (-100.46931 47.446305)"
"SOUTH DAKOTA","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-","SOUTH DAKOTA",,"20220603317","POINT (-100.230491 44.43614)"
"SOUTH ATLANTIC","2022","6","Influenza-associated pediatric mortality",,"-","1","-",,"-",,"-",,"SOUTH ATLANTIC","20220603318",
"DELAWARE","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-","DELAWARE",,"20220603319","POINT (-75.452394 38.994926)"
"DISTRICT OF COLUMBIA","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-","DISTRICT OF COLUMBIA",,"20220603320","POINT (-77.016275 38.904785)"
"FLORIDA","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-","FLORIDA",,"20220603321","POINT (-82.420978 28.260731)"
"GEORGIA","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-","GEORGIA",,"20220603322","POINT (-83.426574 32.638481)"
"MARYLAND","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-","MARYLAND",,"20220603323","POINT (-76.687282 38.946466)"
"NORTH CAROLINA","2022","6","Influenza-associated pediatric mortality",,"-","1","-",,"-",,"-","NORTH CAROLINA",,"20220603324","POINT (-79.130883 35.52603)"
"SOUTH CAROLINA","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-","SOUTH CAROLINA",,"20220603325","POINT (-80.864614 33.878572)"
"VIRGINIA","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-","VIRGINIA",,"20220603326","POINT (-78.666382 37.510861)"
"WEST VIRGINIA","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-","WEST VIRGINIA",,"20220603327","POINT (-80.613729 38.642579)"
"EAST SOUTH CENTRAL","2022","6","Influenza-associated pediatric mortality",,"-","1","-",,"-",,"-",,"EAST SOUTH CENTRAL","20220603328",
"ALABAMA","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-","ALABAMA",,"20220603329","POINT (-86.844516 32.756889)"
"KENTUCKY","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-","KENTUCKY",,"20220603330","POINT (-85.290484 37.526683)"
"MISSISSIPPI","2022","6","Influenza-associated pediatric mortality",,"-","1","-",,"-",,"-","MISSISSIPPI",,"20220603331","POINT (-89.65344 32.713378)"
"TENNESSEE","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-","TENNESSEE",,"20220603332","POINT (-86.343226 35.842998)"
"WEST SOUTH CENTRAL","2022","6","Influenza-associated pediatric mortality",,"-","1","-","1","-",,"-",,"WEST SOUTH CENTRAL","20220603333",
"ARKANSAS","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-","ARKANSAS",,"20220603334","POINT (-92.439162 34.899825)"
"LOUISIANA","2022","6","Influenza-associated pediatric mortality",,"-","1","-","1","-",,"-","LOUISIANA",,"20220603335","POINT (-91.840238 30.921314)"
"OKLAHOMA","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-","OKLAHOMA",,"20220603336","POINT (-97.508297 35.583449)"
"TEXAS","2022","6","Influenza-associated pediatric mortality",,"-","1","-",,"-",,"-","TEXAS",,"20220603337","POINT (-99.317341 31.447238)"
"MOUNTAIN","2022","6","Influenza-associated pediatric mortality",,"-","1","-","1","-",,"-",,"MOUNTAIN","20220603338",
"ARIZONA","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-","ARIZONA",,"20220603339","POINT (-111.664616 34.293239)"
"COLORADO","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-","COLORADO",,"20220603340","POINT (-105.547832 38.998552)"
"IDAHO","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-","IDAHO",,"20220603341","POINT (-114.659366 44.389073)"
"MONTANA","2022","6","Influenza-associated pediatric mortality",,"-","1","-","1","-",,"-","MONTANA",,"20220603342","POINT (-109.645127 47.033521)"
"NEVADA","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-","NEVADA",,"20220603343","POINT (-114.916992 39.283294)"
"NEW MEXICO","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-","NEW MEXICO",,"20220603344","POINT (-106.108388 34.421369)"
"UTAH","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-","UTAH",,"20220603345","POINT (-111.678222 39.323779)"
"WYOMING","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-","WYOMING",,"20220603346","POINT (-107.55145 42.999627)"
"PACIFIC","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-",,"PACIFIC","20220603347",
"ALASKA","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-","ALASKA",,"20220603348","POINT (-151.631889 63.631126)"
"CALIFORNIA","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-","CALIFORNIA",,"20220603349","POINT (-119.662127 37.211164)"
"HAWAII","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-","HAWAII",,"20220603350","POINT (-157.854309 21.361013)"
"OREGON","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-","OREGON",,"20220603351","POINT (-120.605279 43.940449)"
"WASHINGTON","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-","WASHINGTON",,"20220603352","POINT (-120.592492 47.411715)"
"US TERRITORIES","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-",,"US TERRITORIES","20220603353",
"AMERICAN SAMOA","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-","AMERICAN SAMOA",,"20220603354",
"NORTHERN MARIANA ISLANDS","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-","NORTHERN MARIANA ISLANDS",,"20220603355","POINT (145.725693 15.1834)"
"GUAM","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-","GUAM",,"20220603356","POINT (144.653198 13.3532)"
"PUERTO RICO","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-","PUERTO RICO",,"20220603357","POINT (-66.414655 18.215692)"
"U.S. VIRGIN ISLANDS","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-","U.S. VIRGIN ISLANDS",,"20220603358",
"NON-US RESIDENTS","2022","6","Influenza-associated pediatric mortality",,"-","0","-",,"-",,"-",,"NON-US RESIDENTS","20220603359",
"TOTAL","2022","6","Influenza-associated pediatric mortality",,"-","2","-","3","-",,"-",,"TOTAL","20220603360",
"US RESIDENTS","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed","1","-","23","-","49","-","19","-",,"US RESIDENTS","20220603361",
"NEW ENGLAND","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","2","-",,"-","1","-",,"NEW ENGLAND","20220603362",
"CONNECTICUT","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","1","-",,"-","1","-","CONNECTICUT",,"20220603363","POINT (-72.738288 41.575155)"
"MAINE","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","1","-",,"-",,"-","MAINE",,"20220603364","POINT (-69.06137 45.117911)"
"MASSACHUSETTS","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","1","-",,"-",,"-","MASSACHUSETTS",,"20220603365","POINT (-71.481104 42.151077)"
"NEW HAMPSHIRE","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","1","-",,"-",,"-","NEW HAMPSHIRE",,"20220603366","POINT (-71.57139 43.680429)"
"RHODE ISLAND","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","0","-",,"-",,"-","RHODE ISLAND",,"20220603367","POINT (-71.534637 41.572574)"
"VERMONT","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","0","-",,"-",,"-","VERMONT",,"20220603368","POINT (-72.662695 44.075252)"
"MIDDLE ATLANTIC","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","4","-","10","-","6","-",,"MIDDLE ATLANTIC","20220603369",
"NEW JERSEY","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","3","-","1","-",,"-","NEW JERSEY",,"20220603370","POINT (-74.655514 40.110253)"
"NEW YORK","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","3","-","5","-","1","-","NEW YORK",,"20220603371","POINT (-75.59655 42.921241)"
"NEW YORK CITY","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","3","-","1","-","1","-","NEW YORK CITY",,"20220603372",
"PENNSYLVANIA","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","3","-","3","-","4","-","PENNSYLVANIA",,"20220603373","POINT (-77.838886 40.896694)"
"EAST NORTH CENTRAL","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","6","-","7","-",,"-",,"EAST NORTH CENTRAL","20220603374",
"ILLINOIS","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","0","-",,"-",,"-","ILLINOIS",,"20220603375","POINT (-89.148632 40.124144)"
"INDIANA","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","2","-","3","-",,"-","INDIANA",,"20220603376","POINT (-86.2818 39.919991)"
"MICHIGAN","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","3","-","1","-",,"-","MICHIGAN",,"20220603377","POINT (-85.730977 44.874798)"
"OHIO","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","3","-","2","-",,"-","OHIO",,"20220603378","POINT (-82.70936 40.415534)"
"WISCONSIN","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","3","-","1","-",,"-","WISCONSIN",,"20220603379","POINT (-89.732969 44.639954)"
"WEST NORTH CENTRAL","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","2","-","5","-","1","-",,"WEST NORTH CENTRAL","20220603380",
"IOWA","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"N",,"NC",,"N",,"N","IOWA",,"20220603381","POINT (-93.500061 42.074659)"
"KANSAS","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","0","-",,"-",,"-","KANSAS",,"20220603382","POINT (-98.38018 38.484729)"
"MINNESOTA","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","0","-",,"-",,"-","MINNESOTA",,"20220603383","POINT (-94.198308 46.349153)"
"MISSOURI","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","2","-","5","-","1","-","MISSOURI",,"20220603384","POINT (-92.477244 38.3675)"
"NEBRASKA","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","1","-",,"-",,"-","NEBRASKA",,"20220603385","POINT (-99.810595 41.527099)"
"NORTH DAKOTA","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","1","-",,"-",,"-","NORTH DAKOTA",,"20220603386","POINT (-100.46931 47.446305)"
"SOUTH DAKOTA","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","1","-",,"-",,"-","SOUTH DAKOTA",,"20220603387","POINT (-100.230491 44.43614)"
"SOUTH ATLANTIC","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed","1","-","6","-","9","-","6","-",,"SOUTH ATLANTIC","20220603388",
"DELAWARE","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","1","-",,"-",,"-","DELAWARE",,"20220603389","POINT (-75.452394 38.994926)"
"DISTRICT OF COLUMBIA","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","0","-",,"-",,"-","DISTRICT OF COLUMBIA",,"20220603390","POINT (-77.016275 38.904785)"
"FLORIDA","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed","1","-","5","-","7","-","2","-","FLORIDA",,"20220603391","POINT (-82.420978 28.260731)"
"GEORGIA","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","2","-",,"-","3","-","GEORGIA",,"20220603392","POINT (-83.426574 32.638481)"
"MARYLAND","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","1","-",,"-",,"-","MARYLAND",,"20220603393","POINT (-76.687282 38.946466)"
"NORTH CAROLINA","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"N",,"NC",,"N",,"N","NORTH CAROLINA",,"20220603394","POINT (-79.130883 35.52603)"
"SOUTH CAROLINA","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","2","-","2","-",,"-","SOUTH CAROLINA",,"20220603395","POINT (-80.864614 33.878572)"
"VIRGINIA","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","1","-",,"-","1","-","VIRGINIA",,"20220603396","POINT (-78.666382 37.510861)"
"WEST VIRGINIA","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","0","-",,"-",,"-","WEST VIRGINIA",,"20220603397","POINT (-80.613729 38.642579)"
"EAST SOUTH CENTRAL","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","4","-","6","-","2","-",,"EAST SOUTH CENTRAL","20220603398",
"ALABAMA","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","2","-","4","-","1","-","ALABAMA",,"20220603399","POINT (-86.844516 32.756889)"
"KENTUCKY","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","2","-",,"-",,"-","KENTUCKY",,"20220603400","POINT (-85.290484 37.526683)"
"MISSISSIPPI","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","2","-","2","-","1","-","MISSISSIPPI",,"20220603401","POINT (-89.65344 32.713378)"
"TENNESSEE","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","2","-",,"-",,"-","TENNESSEE",,"20220603402","POINT (-86.343226 35.842998)"
"WEST SOUTH CENTRAL","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","7","-","6","-","3","-",,"WEST SOUTH CENTRAL","20220603403",
"ARKANSAS","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","2","-",,"-",,"-","ARKANSAS",,"20220603404","POINT (-92.439162 34.899825)"
"LOUISIANA","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","3","-","3","-",,"-","LOUISIANA",,"20220603405","POINT (-91.840238 30.921314)"
"OKLAHOMA","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","0","-",,"-",,"-","OKLAHOMA",,"20220603406","POINT (-97.508297 35.583449)"
"TEXAS","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","6","-","3","-","3","-","TEXAS",,"20220603407","POINT (-99.317341 31.447238)"
"MOUNTAIN","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","5","-","4","-",,"-",,"MOUNTAIN","20220603408",
"ARIZONA","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","2","-","2","-",,"-","ARIZONA",,"20220603409","POINT (-111.664616 34.293239)"
"COLORADO","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","3","-",,"-",,"-","COLORADO",,"20220603410","POINT (-105.547832 38.998552)"
"IDAHO","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","0","-",,"-",,"-","IDAHO",,"20220603411","POINT (-114.659366 44.389073)"
"MONTANA","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","1","-","1","-",,"-","MONTANA",,"20220603412","POINT (-109.645127 47.033521)"
"NEVADA","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","1","-",,"-",,"-","NEVADA",,"20220603413","POINT (-114.916992 39.283294)"
"NEW MEXICO","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","1","-","1","-",,"-","NEW MEXICO",,"20220603414","POINT (-106.108388 34.421369)"
"UTAH","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","2","-",,"-",,"-","UTAH",,"20220603415","POINT (-111.678222 39.323779)"
"WYOMING","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","1","-",,"-",,"-","WYOMING",,"20220603416","POINT (-107.55145 42.999627)"
"PACIFIC","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","2","-","2","-",,"-",,"PACIFIC","20220603417",
"ALASKA","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","1","-","2","-",,"-","ALASKA",,"20220603418","POINT (-151.631889 63.631126)"
"CALIFORNIA","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"N",,"NC",,"N",,"N","CALIFORNIA",,"20220603419","POINT (-119.662127 37.211164)"
"HAWAII","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","1","-",,"-",,"-","HAWAII",,"20220603420","POINT (-157.854309 21.361013)"
"OREGON","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"N",,"NC",,"N",,"N","OREGON",,"20220603421","POINT (-120.605279 43.940449)"
"WASHINGTON","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"N",,"NC",,"N",,"N","WASHINGTON",,"20220603422","POINT (-120.592492 47.411715)"
"US TERRITORIES","2022","6","Invasive pneumococcal disease, age <5 years, Confirmed",,"-","0","-",,"-",,"-",,"US TERRITORIES","20220603423",
