"states","year","week","label","m1","m1_flag","m2","m2_flag","m3","m3_flag","m4","m4_flag","location1","location2","sort_order","geocode"
"WYOMING","2022","5","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","WYOMING",,"20220500266","POINT (-107.55145 42.999627)"
"PACIFIC","2022","5","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-",,"PACIFIC","20220500267",
"ALASKA","2022","5","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","ALASKA",,"20220500268","POINT (-151.631889 63.631126)"
"CALIFORNIA","2022","5","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","CALIFORNIA",,"20220500269","POINT (-119.662127 37.211164)"
"HAWAII","2022","5","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","HAWAII",,"20220500270","POINT (-157.854309 21.361013)"
"OREGON","2022","5","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","OREGON",,"20220500271","POINT (-120.605279 43.940449)"
"WASHINGTON","2022","5","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","WASHINGTON",,"20220500272","POINT (-120.592492 47.411715)"
"US TERRITORIES","2022","5","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-",,"US TERRITORIES","20220500273",
"AMERICAN SAMOA","2022","5","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","AMERICAN SAMOA",,"20220500274",
"NORTHERN MARIANA ISLANDS","2022","5","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","NORTHERN MARIANA ISLANDS",,"20220500275","POINT (145.725693 15.1834)"
"GUAM","2022","5","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","GUAM",,"20220500276","POINT (144.653198 13.3532)"
"PUERTO RICO","2022","5","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","PUERTO RICO",,"20220500277","POINT (-66.414655 18.215692)"
"U.S. VIRGIN ISLANDS","2022","5","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-","U.S. VIRGIN ISLANDS",,"20220500278",
"NON-US RESIDENTS","2022","5","Arboviral diseases, Jamestown Canyon  virus disease",,"-","0","-",,"-",,"-",,"NON-US RESIDENTS","20220500279",
"TOTAL","2022","5","Arboviral diseases, Jamestown Canyon  virus disease",,"-","3","-",,"-",,"-",,"TOTAL","20220500280",
"US RESIDENTS","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","5","-",,"-",,"-",,"US RESIDENTS","20220500281",
"NEW ENGLAND","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-",,"NEW ENGLAND","20220500282",
"CONNECTICUT","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","CONNECTICUT",,"20220500283","POINT (-72.738288 41.575155)"
"MAINE","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","MAINE",,"20220500284","POINT (-69.06137 45.117911)"
"MASSACHUSETTS","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","MASSACHUSETTS",,"20220500285","POINT (-71.481104 42.151077)"
"NEW HAMPSHIRE","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","NEW HAMPSHIRE",,"20220500286","POINT (-71.57139 43.680429)"
"RHODE ISLAND","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","RHODE ISLAND",,"20220500287","POINT (-71.534637 41.572574)"
"VERMONT","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","VERMONT",,"20220500288","POINT (-72.662695 44.075252)"
"MIDDLE ATLANTIC","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-",,"MIDDLE ATLANTIC","20220500289",
"NEW JERSEY","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","NEW JERSEY",,"20220500290","POINT (-74.655514 40.110253)"
"NEW YORK","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","NEW YORK",,"20220500291","POINT (-75.59655 42.921241)"
"NEW YORK CITY","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","NEW YORK CITY",,"20220500292",
"PENNSYLVANIA","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","PENNSYLVANIA",,"20220500293","POINT (-77.838886 40.896694)"
"EAST NORTH CENTRAL","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","4","-",,"-",,"-",,"EAST NORTH CENTRAL","20220500294",
"ILLINOIS","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","1","-",,"-",,"-","ILLINOIS",,"20220500295","POINT (-89.148632 40.124144)"
"INDIANA","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","1","-",,"-",,"-","INDIANA",,"20220500296","POINT (-86.2818 39.919991)"
"MICHIGAN","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","1","-",,"-",,"-","MICHIGAN",,"20220500297","POINT (-85.730977 44.874798)"
"OHIO","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","4","-",,"-",,"-","OHIO",,"20220500298","POINT (-82.70936 40.415534)"
"WISCONSIN","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","1","-",,"-",,"-","WISCONSIN",,"20220500299","POINT (-89.732969 44.639954)"
"WEST NORTH CENTRAL","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-",,"WEST NORTH CENTRAL","20220500300",
"IOWA","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","IOWA",,"20220500301","POINT (-93.500061 42.074659)"
"KANSAS","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","KANSAS",,"20220500302","POINT (-98.38018 38.484729)"
"MINNESOTA","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","MINNESOTA",,"20220500303","POINT (-94.198308 46.349153)"
"MISSOURI","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","MISSOURI",,"20220500304","POINT (-92.477244 38.3675)"
"NEBRASKA","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","NEBRASKA",,"20220500305","POINT (-99.810595 41.527099)"
"NORTH DAKOTA","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","NORTH DAKOTA",,"20220500306","POINT (-100.46931 47.446305)"
"SOUTH DAKOTA","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","SOUTH DAKOTA",,"20220500307","POINT (-100.230491 44.43614)"
"SOUTH ATLANTIC","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","2","-",,"-",,"-",,"SOUTH ATLANTIC","20220500308",
"DELAWARE","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","DELAWARE",,"20220500309","POINT (-75.452394 38.994926)"
"DISTRICT OF COLUMBIA","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","DISTRICT OF COLUMBIA",,"20220500310","POINT (-77.016275 38.904785)"
"FLORIDA","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","FLORIDA",,"20220500311","POINT (-82.420978 28.260731)"
"GEORGIA","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","GEORGIA",,"20220500312","POINT (-83.426574 32.638481)"
"MARYLAND","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","MARYLAND",,"20220500313","POINT (-76.687282 38.946466)"
"NORTH CAROLINA","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","2","-",,"-",,"-","NORTH CAROLINA",,"20220500314","POINT (-79.130883 35.52603)"
"SOUTH CAROLINA","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","SOUTH CAROLINA",,"20220500315","POINT (-80.864614 33.878572)"
"VIRGINIA","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","VIRGINIA",,"20220500316","POINT (-78.666382 37.510861)"
"WEST VIRGINIA","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","WEST VIRGINIA",,"20220500317","POINT (-80.613729 38.642579)"
"EAST SOUTH CENTRAL","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","2","-",,"-",,"-",,"EAST SOUTH CENTRAL","20220500318",
"ALABAMA","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","ALABAMA",,"20220500319","POINT (-86.844516 32.756889)"
"KENTUCKY","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","KENTUCKY",,"20220500320","POINT (-85.290484 37.526683)"
"MISSISSIPPI","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","MISSISSIPPI",,"20220500321","POINT (-89.65344 32.713378)"
"TENNESSEE","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","2","-",,"-",,"-","TENNESSEE",,"20220500322","POINT (-86.343226 35.842998)"
"WEST SOUTH CENTRAL","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-",,"WEST SOUTH CENTRAL","20220500323",
"ARKANSAS","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","ARKANSAS",,"20220500324","POINT (-92.439162 34.899825)"
"LOUISIANA","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","LOUISIANA",,"20220500325","POINT (-91.840238 30.921314)"
"OKLAHOMA","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","OKLAHOMA",,"20220500326","POINT (-97.508297 35.583449)"
"TEXAS","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","TEXAS",,"20220500327","POINT (-99.317341 31.447238)"
"MOUNTAIN","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-",,"MOUNTAIN","20220500328",
"ARIZONA","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","ARIZONA",,"20220500329","POINT (-111.664616 34.293239)"
"COLORADO","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","COLORADO",,"20220500330","POINT (-105.547832 38.998552)"
"IDAHO","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","IDAHO",,"20220500331","POINT (-114.659366 44.389073)"
"MONTANA","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","MONTANA",,"20220500332","POINT (-109.645127 47.033521)"
"NEVADA","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","NEVADA",,"20220500333","POINT (-114.916992 39.283294)"
"NEW MEXICO","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","NEW MEXICO",,"20220500334","POINT (-106.108388 34.421369)"
"UTAH","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","UTAH",,"20220500335","POINT (-111.678222 39.323779)"
"WYOMING","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","WYOMING",,"20220500336","POINT (-107.55145 42.999627)"
"PACIFIC","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-",,"PACIFIC","20220500337",
"ALASKA","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","ALASKA",,"20220500338","POINT (-151.631889 63.631126)"
"CALIFORNIA","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","CALIFORNIA",,"20220500339","POINT (-119.662127 37.211164)"
"HAWAII","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","HAWAII",,"20220500340","POINT (-157.854309 21.361013)"
"OREGON","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","OREGON",,"20220500341","POINT (-120.605279 43.940449)"
"WASHINGTON","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","WASHINGTON",,"20220500342","POINT (-120.592492 47.411715)"
"US TERRITORIES","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-",,"US TERRITORIES","20220500343",
"AMERICAN SAMOA","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","AMERICAN SAMOA",,"20220500344",
"NORTHERN MARIANA ISLANDS","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","NORTHERN MARIANA ISLANDS",,"20220500345","POINT (145.725693 15.1834)"
"GUAM","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","GUAM",,"20220500346","POINT (144.653198 13.3532)"
"PUERTO RICO","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","PUERTO RICO",,"20220500347","POINT (-66.414655 18.215692)"
"U.S. VIRGIN ISLANDS","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-","U.S. VIRGIN ISLANDS",,"20220500348",
"NON-US RESIDENTS","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","0","-",,"-",,"-",,"NON-US RESIDENTS","20220500349",
"TOTAL","2022","5","Arboviral diseases, La Crosse  virus disease",,"-","5","-",,"-",,"-",,"TOTAL","20220500350",
"US RESIDENTS","2022","5","Arboviral diseases, Powassan virus disease",,"-","2","-",,"-",,"-",,"US RESIDENTS","20220500351",
"NEW ENGLAND","2022","5","Arboviral diseases, Powassan virus disease",,"-","2","-",,"-",,"-",,"NEW ENGLAND","20220500352",
"CONNECTICUT","2022","5","Arboviral diseases, Powassan virus disease",,"-","1","-",,"-",,"-","CONNECTICUT",,"20220500353","POINT (-72.738288 41.575155)"
"MAINE","2022","5","Arboviral diseases, Powassan virus disease",,"-","2","-",,"-",,"-","MAINE",,"20220500354","POINT (-69.06137 45.117911)"
"MASSACHUSETTS","2022","5","Arboviral diseases, Powassan virus disease",,"-","1","-",,"-",,"-","MASSACHUSETTS",,"20220500355","POINT (-71.481104 42.151077)"
"NEW HAMPSHIRE","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-","NEW HAMPSHIRE",,"20220500356","POINT (-71.57139 43.680429)"
"RHODE ISLAND","2022","5","Arboviral diseases, Powassan virus disease",,"-","1","-",,"-",,"-","RHODE ISLAND",,"20220500357","POINT (-71.534637 41.572574)"
"VERMONT","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-","VERMONT",,"20220500358","POINT (-72.662695 44.075252)"
"MIDDLE ATLANTIC","2022","5","Arboviral diseases, Powassan virus disease",,"-","1","-",,"-",,"-",,"MIDDLE ATLANTIC","20220500359",
"NEW JERSEY","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-","NEW JERSEY",,"20220500360","POINT (-74.655514 40.110253)"
"NEW YORK","2022","5","Arboviral diseases, Powassan virus disease",,"-","1","-",,"-",,"-","NEW YORK",,"20220500361","POINT (-75.59655 42.921241)"
"NEW YORK CITY","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-","NEW YORK CITY",,"20220500362",
"PENNSYLVANIA","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-","PENNSYLVANIA",,"20220500363","POINT (-77.838886 40.896694)"
"EAST NORTH CENTRAL","2022","5","Arboviral diseases, Powassan virus disease",,"-","2","-",,"-",,"-",,"EAST NORTH CENTRAL","20220500364",
"ILLINOIS","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-","ILLINOIS",,"20220500365","POINT (-89.148632 40.124144)"
"INDIANA","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-","INDIANA",,"20220500366","POINT (-86.2818 39.919991)"
"MICHIGAN","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-","MICHIGAN",,"20220500367","POINT (-85.730977 44.874798)"
"OHIO","2022","5","Arboviral diseases, Powassan virus disease",,"-","1","-",,"-",,"-","OHIO",,"20220500368","POINT (-82.70936 40.415534)"
"WISCONSIN","2022","5","Arboviral diseases, Powassan virus disease",,"-","2","-",,"-",,"-","WISCONSIN",,"20220500369","POINT (-89.732969 44.639954)"
"WEST NORTH CENTRAL","2022","5","Arboviral diseases, Powassan virus disease",,"-","1","-",,"-",,"-",,"WEST NORTH CENTRAL","20220500370",
"IOWA","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-","IOWA",,"20220500371","POINT (-93.500061 42.074659)"
"KANSAS","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-","KANSAS",,"20220500372","POINT (-98.38018 38.484729)"
"MINNESOTA","2022","5","Arboviral diseases, Powassan virus disease",,"-","1","-",,"-",,"-","MINNESOTA",,"20220500373","POINT (-94.198308 46.349153)"
"MISSOURI","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-","MISSOURI",,"20220500374","POINT (-92.477244 38.3675)"
"NEBRASKA","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-","NEBRASKA",,"20220500375","POINT (-99.810595 41.527099)"
"NORTH DAKOTA","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-","NORTH DAKOTA",,"20220500376","POINT (-100.46931 47.446305)"
"SOUTH DAKOTA","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-","SOUTH DAKOTA",,"20220500377","POINT (-100.230491 44.43614)"
"SOUTH ATLANTIC","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-",,"SOUTH ATLANTIC","20220500378",
"DELAWARE","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-","DELAWARE",,"20220500379","POINT (-75.452394 38.994926)"
"DISTRICT OF COLUMBIA","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-","DISTRICT OF COLUMBIA",,"20220500380","POINT (-77.016275 38.904785)"
"FLORIDA","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-","FLORIDA",,"20220500381","POINT (-82.420978 28.260731)"
"GEORGIA","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-","GEORGIA",,"20220500382","POINT (-83.426574 32.638481)"
"MARYLAND","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-","MARYLAND",,"20220500383","POINT (-76.687282 38.946466)"
"NORTH CAROLINA","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-","NORTH CAROLINA",,"20220500384","POINT (-79.130883 35.52603)"
"SOUTH CAROLINA","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-","SOUTH CAROLINA",,"20220500385","POINT (-80.864614 33.878572)"
"VIRGINIA","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-","VIRGINIA",,"20220500386","POINT (-78.666382 37.510861)"
"WEST VIRGINIA","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-","WEST VIRGINIA",,"20220500387","POINT (-80.613729 38.642579)"
"EAST SOUTH CENTRAL","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-",,"EAST SOUTH CENTRAL","20220500388",
"ALABAMA","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-","ALABAMA",,"20220500389","POINT (-86.844516 32.756889)"
"KENTUCKY","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-","KENTUCKY",,"20220500390","POINT (-85.290484 37.526683)"
"MISSISSIPPI","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-","MISSISSIPPI",,"20220500391","POINT (-89.65344 32.713378)"
"TENNESSEE","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-","TENNESSEE",,"20220500392","POINT (-86.343226 35.842998)"
"WEST SOUTH CENTRAL","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-",,"WEST SOUTH CENTRAL","20220500393",
"ARKANSAS","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-","ARKANSAS",,"20220500394","POINT (-92.439162 34.899825)"
"LOUISIANA","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-","LOUISIANA",,"20220500395","POINT (-91.840238 30.921314)"
"OKLAHOMA","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-","OKLAHOMA",,"20220500396","POINT (-97.508297 35.583449)"
"TEXAS","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-","TEXAS",,"20220500397","POINT (-99.317341 31.447238)"
"MOUNTAIN","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-",,"MOUNTAIN","20220500398",
"ARIZONA","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-","ARIZONA",,"20220500399","POINT (-111.664616 34.293239)"
"COLORADO","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-","COLORADO",,"20220500400","POINT (-105.547832 38.998552)"
"IDAHO","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-","IDAHO",,"20220500401","POINT (-114.659366 44.389073)"
"MONTANA","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-","MONTANA",,"20220500402","POINT (-109.645127 47.033521)"
"NEVADA","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-","NEVADA",,"20220500403","POINT (-114.916992 39.283294)"
"NEW MEXICO","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-","NEW MEXICO",,"20220500404","POINT (-106.108388 34.421369)"
"UTAH","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-","UTAH",,"20220500405","POINT (-111.678222 39.323779)"
"WYOMING","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-","WYOMING",,"20220500406","POINT (-107.55145 42.999627)"
"PACIFIC","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-",,"PACIFIC","20220500407",
"ALASKA","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-","ALASKA",,"20220500408","POINT (-151.631889 63.631126)"
"CALIFORNIA","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-","CALIFORNIA",,"20220500409","POINT (-119.662127 37.211164)"
"HAWAII","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-","HAWAII",,"20220500410","POINT (-157.854309 21.361013)"
"OREGON","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-","OREGON",,"20220500411","POINT (-120.605279 43.940449)"
"WASHINGTON","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-","WASHINGTON",,"20220500412","POINT (-120.592492 47.411715)"
"US TERRITORIES","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-",,"US TERRITORIES","20220500413",
"AMERICAN SAMOA","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-","AMERICAN SAMOA",,"20220500414",
"NORTHERN MARIANA ISLANDS","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-","NORTHERN MARIANA ISLANDS",,"20220500415","POINT (145.725693 15.1834)"
"GUAM","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-","GUAM",,"20220500416","POINT (144.653198 13.3532)"
"PUERTO RICO","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-","PUERTO RICO",,"20220500417","POINT (-66.414655 18.215692)"
"U.S. VIRGIN ISLANDS","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-","U.S. VIRGIN ISLANDS",,"20220500418",
"NON-US RESIDENTS","2022","5","Arboviral diseases, Powassan virus disease",,"-","0","-",,"-",,"-",,"NON-US RESIDENTS","20220500419",
"TOTAL","2022","5","Arboviral diseases, Powassan virus disease",,"-","2","-",,"-",,"-",,"TOTAL","20220500420",
"US RESIDENTS","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","3","-",,"-",,"-",,"US RESIDENTS","20220500421",
"NEW ENGLAND","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-",,"NEW ENGLAND","20220500422",
"CONNECTICUT","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","CONNECTICUT",,"20220500423","POINT (-72.738288 41.575155)"
"MAINE","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","MAINE",,"20220500424","POINT (-69.06137 45.117911)"
"MASSACHUSETTS","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","MASSACHUSETTS",,"20220500425","POINT (-71.481104 42.151077)"
"NEW HAMPSHIRE","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","NEW HAMPSHIRE",,"20220500426","POINT (-71.57139 43.680429)"
"RHODE ISLAND","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","RHODE ISLAND",,"20220500427","POINT (-71.534637 41.572574)"
"VERMONT","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","VERMONT",,"20220500428","POINT (-72.662695 44.075252)"
"MIDDLE ATLANTIC","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-",,"MIDDLE ATLANTIC","20220500429",
"NEW JERSEY","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","NEW JERSEY",,"20220500430","POINT (-74.655514 40.110253)"
"NEW YORK","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","NEW YORK",,"20220500431","POINT (-75.59655 42.921241)"
"NEW YORK CITY","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","NEW YORK CITY",,"20220500432",
"PENNSYLVANIA","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","PENNSYLVANIA",,"20220500433","POINT (-77.838886 40.896694)"
"EAST NORTH CENTRAL","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-",,"EAST NORTH CENTRAL","20220500434",
"ILLINOIS","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","ILLINOIS",,"20220500435","POINT (-89.148632 40.124144)"
"INDIANA","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","INDIANA",,"20220500436","POINT (-86.2818 39.919991)"
"MICHIGAN","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","MICHIGAN",,"20220500437","POINT (-85.730977 44.874798)"
"OHIO","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","OHIO",,"20220500438","POINT (-82.70936 40.415534)"
"WISCONSIN","2022","5","Arboviral diseases, St. Louis encephalitis virus disease",,"-","0","-",,"-",,"-","WISCONSIN",,"20220500439","POINT (-89.732969 44.639954)"
