"yearstart","yearend","locationabbr","locationdesc","datasource","topic","question","response","datavalueunit","datavaluetype","datavalue","datavaluealt","datavaluefootnotesymbol","datavaluefootnote","lowconfidencelimit","highconfidencelimit","stratificationcategory1","stratification1","stratificationcategory2","stratification2","stratificationcategory3","stratification3","geolocation","locationid","topicid","questionid","responseid","datavaluetypeid","stratificationcategoryid1","stratificationid1","stratificationcategoryid2","stratificationid2","stratificationcategoryid3","stratificationid3"
"2021","2021","GA","Georgia","NVSS","Alcohol","Chronic liver disease mortality among all people, underlying cause",,"Number","Number","637.0","637.0",,,,,"Sex","Female",,,,,"POINT (-83.62758035 32.83968109300048)","13","ALC","ALC09",,"NMBR","SEX","SEXF",,,,
"2023","2023","VI","Virgin Islands","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude 75th percentile",,,"*","No data available",,,"Race/Ethnicity","Multiracial, non-Hispanic",,,,,"POINT (-64.896335 18.335765)","78","ALC","ALC05",,"CRD75TH","RACE","MRC",,,,
"2019","2019","TX","Texas","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","American Indian or Alaska Native, non-Hispanic",,,,,"POINT (-99.42677021 31.827240407000488)","48","ALC","ALC06",,"CRDPREV","RACE","AIAN",,,,
"2020","2020","WA","Washington","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude Median",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","American Indian or Alaska Native, non-Hispanic",,,,,"POINT (-120.4700108 47.52227862900048)","53","ALC","ALC05",,"CRDMEDN","RACE","AIAN",,,,
"2020","2020","MA","Massachusetts","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Age-adjusted Prevalence",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","American Indian or Alaska Native, non-Hispanic",,,,,"POINT (-72.08269067 42.27687047000046)","25","ALC","ALC06",,"AGEADJPREV","RACE","AIAN",,,,
"2023","2023","MI","Michigan","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Age-adjusted Prevalence",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Native Hawaiian or Other Pacific Islander, non-Hispanic",,,,,"POINT (-84.71439027 44.66131954)","26","ALC","ALC06",,"AGEADJPREV","RACE","HAPI",,,,
"2019","2019","AR","Arkansas","NVSS","Alcohol","Chronic liver disease mortality among all people, underlying cause",,"cases per 100,000","Age-adjusted Rate","9.4","9.4",,,"6.8","12.6","Race/Ethnicity","Black, non-Hispanic",,,,,"POINT (-92.27449074 34.74865012400045)","05","ALC","ALC09",,"AGEADJRATE","RACE","BLK",,,,
"2023","2023","VA","Virginia","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence","14.9","14.9",,,"13.4","16.6","Race/Ethnicity","White, non-Hispanic",,,,,"POINT (-78.45789046 37.54268067400045)","51","ALC","ALC06",,"CRDPREV","RACE","WHT",,,,
"2023","2023","AR","Arkansas","YRBSS","Alcohol","Binge drinking prevalence among high school students",,"%","Crude Prevalence","12.6","12.6",,,"5.6","26.0","Sex","Male",,,,,"POINT (-92.27449074 34.74865012400045)","05","ALC","ALC07",,"CRDPREV","SEX","SEXM",,,,
"2023","2023","NC","North Carolina","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Age-adjusted Prevalence","20.2","20.2",,,"17.6","23.1","Sex","Male",,,,,"POINT (-79.15925046 35.466220975000454)","37","ALC","ALC06",,"AGEADJPREV","SEX","SEXM",,,,
"2023","2023","DE","Delaware","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence","13.6","13.6",,,"12.1","15.3","Overall","Overall",,,,,"POINT (-75.57774117 39.008830667000495)","10","ALC","ALC06",,"CRDPREV","OVERALL","OVR",,,,
"2021","2021","VI","Virgin Islands","YRBSS","Alcohol","Binge drinking prevalence among high school students",,"%","Crude Prevalence",,,"*","No data available",,,"Grade","Grade 9",,,,,"POINT (-64.896335 18.335765)","78","ALC","ALC07",,"CRDPREV","GRADE","GRD9",,,,
"2021","2021","PR","Puerto Rico","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Age-adjusted Prevalence","13.5","13.5",,,"12.0","15.2","Overall","Overall",,,,,"POINT (-66.590149 18.220833)","72","ALC","ALC06",,"AGEADJPREV","OVERALL","OVR",,,,
"2022","2022","IA","Iowa","NVSS","Alcohol","Chronic liver disease mortality among all people, underlying cause",,"cases per 100,000","Crude Rate","20.5","20.5",,,"18.3","22.8","Sex","Male",,,,,"POINT (-93.81649056 42.46940091300047)","19","ALC","ALC09",,"CRDRATE","SEX","SEXM",,,,
"2020","2020","AZ","Arizona","NVSS","Alcohol","Chronic liver disease mortality among all people, underlying cause",,"Number","Number","808.0","808.0",,,,,"Race/Ethnicity","White, non-Hispanic",,,,,"POINT (-111.7638113 34.865970280000454)","04","ALC","ALC09",,"NMBR","RACE","WHT",,,,
"2021","2021","SC","South Carolina","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude Median","5.8","5.8",,,"5.5","6.2","Age","Age 18-44",,,,,"POINT (-81.04537121 33.998821303000454)","45","ALC","ALC05",,"CRDMEDN","AGE","AGE1844",,,,
"2019","2019","CA","California","NVSS","Alcohol","Chronic liver disease mortality among all people, underlying cause",,"Number","Number","2219.0","2219.0",,,,,"Race/Ethnicity","Hispanic",,,,,"POINT (-120.9999995 37.63864012300047)","06","ALC","ALC09",,"NMBR","RACE","HIS",,,,
"2021","2021","VA","Virginia","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude Median","4.9","4.9",,,"4.7","5.2","Age","Age 45-64",,,,,"POINT (-78.45789046 37.54268067400045)","51","ALC","ALC05",,"CRDMEDN","AGE","AGE4564",,,,
"2021","2021","AR","Arkansas","NVSS","Alcohol","Chronic liver disease mortality among all people, underlying cause",,"cases per 100,000","Crude Rate","20.7","20.7",,,"19.0","22.3","Overall","Overall",,,,,"POINT (-92.27449074 34.74865012400045)","05","ALC","ALC09",,"CRDRATE","OVERALL","OVR",,,,
"2020","2020","NE","Nebraska","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence","29.1","29.1",,,"27.3","31.1","Age","Age 18-44",,,,,"POINT (-99.36572062 41.64104099)","31","ALC","ALC06",,"CRDPREV","AGE","AGE1844",,,,
"2021","2021","KS","Kansas","NVSS","Alcohol","Chronic liver disease mortality among all people, underlying cause",,"cases per 100,000","Age-adjusted Rate","10.0","10.0",,,"8.4","11.6","Sex","Female",,,,,"POINT (-98.20078123 38.34774030000045)","20","ALC","ALC09",,"AGEADJRATE","SEX","SEXF",,,,
"2020","2020","WA","Washington","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude 75th percentile",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Native Hawaiian or Other Pacific Islander, non-Hispanic",,,,,"POINT (-120.4700108 47.52227862900048)","53","ALC","ALC05",,"CRD75TH","RACE","HAPI",,,,
"2023","2023","GU","Guam","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude 75th percentile","9.5","9.5",,,"7.7","13.5","Sex","Male",,,,,"POINT (144.793731 13.444304)","66","ALC","ALC05",,"CRD75TH","SEX","SEXM",,,,
"2021","2021","IL","Illinois","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence","15.4","15.4",,,"13.5","17.5","Race/Ethnicity","White, non-Hispanic",,,,,"POINT (-88.99771018 40.48501028300046)","17","ALC","ALC06",,"CRDPREV","RACE","WHT",,,,
"2022","2022","HI","Hawaii","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence","22.5","22.5",,,"19.6","25.8","Race/Ethnicity","Multiracial, non-Hispanic",,,,,"POINT (-157.8577494 21.304850435000446)","15","ALC","ALC06",,"CRDPREV","RACE","MRC",,,,
"2023","2023","GU","Guam","YRBSS","Alcohol","Binge drinking prevalence among high school students",,"%","Crude Prevalence",,,"*","No data available",,,"Race/Ethnicity","Native Hawaiian or Other Pacific Islander, non-Hispanic",,,,,"POINT (144.793731 13.444304)","66","ALC","ALC07",,"CRDPREV","RACE","HAPI",,,,
"2021","2021","PA","Pennsylvania","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence","15.8","15.8",,,"14.5","17.2","Race/Ethnicity","White, non-Hispanic",,,,,"POINT (-77.86070029 40.79373015200048)","42","ALC","ALC06",,"CRDPREV","RACE","WHT",,,,
"2022","2022","TX","Texas","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude Median",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","American Indian or Alaska Native, non-Hispanic",,,,,"POINT (-99.42677021 31.827240407000488)","48","ALC","ALC05",,"CRDMEDN","RACE","AIAN",,,,
"2021","2021","ND","North Dakota","YRBSS","Alcohol","Binge drinking prevalence among high school students",,"%","Crude Prevalence","14.0","14.0",,,"11.0","17.6","Overall","Overall",,,,,"POINT (-100.118421 47.47531977900047)","38","ALC","ALC07",,"CRDPREV","OVERALL","OVR",,,,
"2019","2019","AL","Alabama","NVSS","Alcohol","Chronic liver disease mortality among all people, underlying cause",,"Number","Number",,,"~","Data suppressed; too few respondents or cases",,,"Race/Ethnicity","Asian, non-Hispanic",,,,,"POINT (-86.63186076 32.84057112200048)","01","ALC","ALC09",,"NMBR","RACE","ASN",,,,
"2022","2022","WA","Washington","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Age-adjusted Prevalence","13.8","13.8",,,"13.0","14.7","Sex","Female",,,,,"POINT (-120.4700108 47.52227862900048)","53","ALC","ALC06",,"AGEADJPREV","SEX","SEXF",,,,
"2023","2023","IA","Iowa","YRBSS","Alcohol","Binge drinking prevalence among high school students",,"%","Crude Prevalence",,,"*","No data available",,,"Grade","Grade 10",,,,,"POINT (-93.81649056 42.46940091300047)","19","ALC","ALC07",,"CRDPREV","GRADE","GRD10",,,,
"2019","2019","MT","Montana","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence","31.6","31.6",,,"22.4","42.6","Race/Ethnicity","Hispanic",,,,,"POINT (-109.4244206 47.06652897200047)","30","ALC","ALC06",,"CRDPREV","RACE","HIS",,,,
"2023","2023","RI","Rhode Island","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude Median",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Black, non-Hispanic",,,,,"POINT (-71.52247031 41.70828019300046)","44","ALC","ALC05",,"CRDMEDN","RACE","BLK",,,,
"2020","2020","OK","Oklahoma","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Age-adjusted Prevalence","11.8","11.8",,,"8.0","17.0","Race/Ethnicity","American Indian or Alaska Native, non-Hispanic",,,,,"POINT (-97.52107021 35.47203135600046)","40","ALC","ALC06",,"AGEADJPREV","RACE","AIAN",,,,
"2020","2020","VI","Virgin Islands","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude Median",,,"*","No data available",,,"Race/Ethnicity","Black, non-Hispanic",,,,,"POINT (-64.896335 18.335765)","78","ALC","ALC05",,"CRDMEDN","RACE","BLK",,,,
"2022","2022","KY","Kentucky","NVSS","Alcohol","Chronic liver disease mortality among all people, underlying cause",,"cases per 100,000","Age-adjusted Rate",,,"~","Data suppressed; too few respondents or cases",,,"Race/Ethnicity","Multiracial, non-Hispanic",,,,,"POINT (-84.77497105 37.645970271000465)","21","ALC","ALC09",,"AGEADJRATE","RACE","MRC",,,,
"2019","2019","CO","Colorado","NVSS","Alcohol","Chronic liver disease mortality among all people, underlying cause",,"Number","Number","296.0","296.0",,,,,"Age","Age >=65",,,,,"POINT (-106.1336109 38.843840757000464)","08","ALC","ALC09",,"NMBR","AGE","AGE65P",,,,
"2020","2020","IL","Illinois","NVSS","Alcohol","Chronic liver disease mortality among all people, underlying cause",,"cases per 100,000","Age-adjusted Rate","13.2","13.2",,,"11.4","15.0","Race/Ethnicity","Hispanic",,,,,"POINT (-88.99771018 40.48501028300046)","17","ALC","ALC09",,"AGEADJRATE","RACE","HIS",,,,
"2021","2021","AK","Alaska","NVSS","Alcohol","Chronic liver disease mortality among all people, underlying cause",,"cases per 100,000","Crude Rate","25.8","25.8",,,"22.1","29.5","Overall","Overall",,,,,"POINT (-147.722059 64.84507995700051)","02","ALC","ALC09",,"CRDRATE","OVERALL","OVR",,,,
"2021","2021","NC","North Carolina","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Age-adjusted Prevalence","11.5","11.5",,,"8.9","14.7","Race/Ethnicity","Black, non-Hispanic",,,,,"POINT (-79.15925046 35.466220975000454)","37","ALC","ALC06",,"AGEADJPREV","RACE","BLK",,,,
"2020","2020","GA","Georgia","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence","15.7","15.7",,,"14.0","17.6","Race/Ethnicity","White, non-Hispanic",,,,,"POINT (-83.62758035 32.83968109300048)","13","ALC","ALC06",,"CRDPREV","RACE","WHT",,,,
"2019","2019","MI","Michigan","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence","26.2","26.2",,,"24.3","28.1","Age","Age 18-44",,,,,"POINT (-84.71439027 44.66131954)","26","ALC","ALC06",,"CRDPREV","AGE","AGE1844",,,,
"2021","2021","NC","North Carolina","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Age-adjusted Prevalence","15.3","15.3",,,"12.0","19.3","Race/Ethnicity","Hispanic",,,,,"POINT (-79.15925046 35.466220975000454)","37","ALC","ALC06",,"AGEADJPREV","RACE","HIS",,,,
"2019","2019","MD","Maryland","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Age-adjusted Prevalence","12.6","12.6",,,"10.8","14.6","Race/Ethnicity","Black, non-Hispanic",,,,,"POINT (-76.60926011 39.29058096400047)","24","ALC","ALC06",,"AGEADJPREV","RACE","BLK",,,,
"2021","2021","VI","Virgin Islands","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Age-adjusted Prevalence","13.5","13.5",,,"9.8","18.4","Overall","Overall",,,,,"POINT (-64.896335 18.335765)","78","ALC","ALC06",,"AGEADJPREV","OVERALL","OVR",,,,
"2023","2023","IA","Iowa","YRBSS","Alcohol","Binge drinking prevalence among high school students",,"%","Crude Prevalence",,,"*","No data available",,,"Race/Ethnicity","Native Hawaiian or Other Pacific Islander, non-Hispanic",,,,,"POINT (-93.81649056 42.46940091300047)","19","ALC","ALC07",,"CRDPREV","RACE","HAPI",,,,
"2019","2019","WY","Wyoming","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude Median",,,"*","No data available",,,"Race/Ethnicity","Native Hawaiian or Other Pacific Islander, non-Hispanic",,,,,"POINT (-108.1098304 43.23554134300048)","56","ALC","ALC05",,"CRDMEDN","RACE","HAPI",,,,
"2020","2020","CT","Connecticut","NVSS","Alcohol","Chronic liver disease mortality among all people, underlying cause",,"Number","Number","22.0","22.0",,,,,"Race/Ethnicity","Black, non-Hispanic",,,,,"POINT (-72.64984095 41.56266102000046)","09","ALC","ALC09",,"NMBR","RACE","BLK",,,,
"2021","2021","DC","District of Columbia","NVSS","Alcohol","Chronic liver disease mortality among all people, underlying cause",,"cases per 100,000","Crude Rate",,,"~","Data suppressed; too few respondents or cases",,,"Race/Ethnicity","Asian, non-Hispanic",,,,,"POINT (-77.036871 38.907192)","11","ALC","ALC09",,"CRDRATE","RACE","ASN",,,,
"2019","2019","SC","South Carolina","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude Median",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Asian, non-Hispanic",,,,,"POINT (-81.04537121 33.998821303000454)","45","ALC","ALC05",,"CRDMEDN","RACE","ASN",,,,
"2021","2021","WV","West Virginia","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Asian, non-Hispanic",,,,,"POINT (-80.71264013 38.66551020200046)","54","ALC","ALC06",,"CRDPREV","RACE","ASN",,,,
"2023","2023","NH","New Hampshire","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Age-adjusted Prevalence","21.7","21.7",,,"19.0","24.6","Sex","Male",,,,,"POINT (-71.50036092 43.65595011300047)","33","ALC","ALC06",,"AGEADJPREV","SEX","SEXM",,,,
"2023","2023","WA","Washington","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude Median","4.6","4.6",,,"4.3","4.9","Race/Ethnicity","Asian, non-Hispanic",,,,,"POINT (-120.4700108 47.52227862900048)","53","ALC","ALC05",,"CRDMEDN","RACE","ASN",,,,
"2023","2023","NM","New Mexico","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Age-adjusted Prevalence","17.9","17.9",,,"14.8","21.4","Sex","Male",,,,,"POINT (-106.240581 34.52088095200048)","35","ALC","ALC06",,"AGEADJPREV","SEX","SEXM",,,,
"2020","2020","MA","Massachusetts","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence","12.6","12.6",,,"8.4","18.7","Race/Ethnicity","Asian, non-Hispanic",,,,,"POINT (-72.08269067 42.27687047000046)","25","ALC","ALC06",,"CRDPREV","RACE","ASN",,,,
"2020","2020","TN","Tennessee","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Age-adjusted Prevalence","11.1","11.1",,,"9.1","13.3","Sex","Female",,,,,"POINT (-85.77449091 35.68094058000048)","47","ALC","ALC06",,"AGEADJPREV","SEX","SEXF",,,,
"2020","2020","VT","Vermont","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude Median","6.0","6.0",,,"5.7","6.5","Sex","Male",,,,,"POINT (-72.51764079 43.62538123900049)","50","ALC","ALC05",,"CRDMEDN","SEX","SEXM",,,,
"2019","2019","KY","Kentucky","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence","15.4","15.4",,,"14.1","16.8","Overall","Overall",,,,,"POINT (-84.77497105 37.645970271000465)","21","ALC","ALC06",,"CRDPREV","OVERALL","OVR",,,,
"2019","2019","RI","Rhode Island","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude 75th percentile","7.4","7.4",,,"6.7","7.9","Age","Age 18-44",,,,,"POINT (-71.52247031 41.70828019300046)","44","ALC","ALC05",,"CRD75TH","AGE","AGE1844",,,,
"2021","2021","ND","North Dakota","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence","19.5","19.5",,,"13.9","26.7","Race/Ethnicity","American Indian or Alaska Native, non-Hispanic",,,,,"POINT (-100.118421 47.47531977900047)","38","ALC","ALC06",,"CRDPREV","RACE","AIAN",,,,
"2019","2019","LA","Louisiana","NVSS","Alcohol","Chronic liver disease mortality among all people, underlying cause",,"cases per 100,000","Crude Rate","1.3","1.3",,,"0.9","1.8","Age","Age 0-44",,,,,"POINT (-92.44568007 31.31266064400046)","22","ALC","ALC09",,"CRDRATE","AGE","AGE0_44",,,,
"2023","2023","GA","Georgia","YRBSS","Alcohol","Binge drinking prevalence among high school students",,"%","Crude Prevalence",,,"*","No data available",,,"Sex","Female",,,,,"POINT (-83.62758035 32.83968109300048)","13","ALC","ALC07",,"CRDPREV","SEX","SEXF",,,,
"2021","2021","DC","District of Columbia","NVSS","Alcohol","Chronic liver disease mortality among all people, underlying cause",,"Number","Number",,,"~","Data suppressed; too few respondents or cases",,,"Race/Ethnicity","Native Hawaiian or Other Pacific Islander, non-Hispanic",,,,,"POINT (-77.036871 38.907192)","11","ALC","ALC09",,"NMBR","RACE","HAPI",,,,
"2023","2023","MO","Missouri","YRBSS","Alcohol","Binge drinking prevalence among high school students",,"%","Crude Prevalence",,,"~","Data suppressed; too few respondents or cases",,,"Race/Ethnicity","American Indian or Alaska Native, non-Hispanic",,,,,"POINT (-92.56630005 38.635790776000476)","29","ALC","ALC07",,"CRDPREV","RACE","AIAN",,,,
"2021","2021","HI","Hawaii","NVSS","Alcohol","Chronic liver disease mortality among all people, underlying cause",,"cases per 100,000","Age-adjusted Rate",,,"~","Data suppressed; too few respondents or cases",,,"Race/Ethnicity","Native Hawaiian or Other Pacific Islander, non-Hispanic",,,,,"POINT (-157.8577494 21.304850435000446)","15","ALC","ALC09",,"AGEADJRATE","RACE","HAPI",,,,
"2021","2021","AL","Alabama","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence","12.8","12.8",,,"10.2","16.0","Race/Ethnicity","Black, non-Hispanic",,,,,"POINT (-86.63186076 32.84057112200048)","01","ALC","ALC06",,"CRDPREV","RACE","BLK",,,,
"2019","2019","RI","Rhode Island","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Age-adjusted Prevalence","14.2","14.2",,,"10.7","18.7","Race/Ethnicity","Hispanic",,,,,"POINT (-71.52247031 41.70828019300046)","44","ALC","ALC06",,"AGEADJPREV","RACE","HIS",,,,
"2022","2022","CT","Connecticut","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Age-adjusted Prevalence","3.9","3.9",,,"2.3","6.7","Race/Ethnicity","Asian, non-Hispanic",,,,,"POINT (-72.64984095 41.56266102000046)","09","ALC","ALC06",,"AGEADJPREV","RACE","ASN",,,,
"2022","2022","GA","Georgia","NVSS","Alcohol","Chronic liver disease mortality among all people, underlying cause",,"cases per 100,000","Crude Rate","39.2","39.2",,,"36.2","42.2","Age","Age >=65",,,,,"POINT (-83.62758035 32.83968109300048)","13","ALC","ALC09",,"CRDRATE","AGE","AGE65P",,,,
"2019","2019","IL","Illinois","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence","16.0","16.0",,,"10.8","23.1","Race/Ethnicity","Asian, non-Hispanic",,,,,"POINT (-88.99771018 40.48501028300046)","17","ALC","ALC06",,"CRDPREV","RACE","ASN",,,,
"2022","2022","KS","Kansas","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence","21.7","21.7",,,"20.2","23.4","Sex","Male",,,,,"POINT (-98.20078123 38.34774030000045)","20","ALC","ALC06",,"CRDPREV","SEX","SEXM",,,,
"2023","2023","VT","Vermont","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","American Indian or Alaska Native, non-Hispanic",,,,,"POINT (-72.51764079 43.62538123900049)","50","ALC","ALC06",,"CRDPREV","RACE","AIAN",,,,
"2019","2019","KY","Kentucky","YRBSS","Alcohol","Binge drinking prevalence among high school students",,"%","Crude Prevalence","6.0","6.0",,,"2.0","17.1","Race/Ethnicity","Multiracial, non-Hispanic",,,,,"POINT (-84.77497105 37.645970271000465)","21","ALC","ALC07",,"CRDPREV","RACE","MRC",,,,
"2023","2023","MN","Minnesota","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence","13.8","13.8",,,"12.6","15.0","Sex","Female",,,,,"POINT (-94.7942005 46.35564873600049)","27","ALC","ALC06",,"CRDPREV","SEX","SEXF",,,,
"2021","2021","TN","Tennessee","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude Median",,,"****","Data suppressed; denominator < 50 or relative standard error > 30%",,,"Race/Ethnicity","Black, non-Hispanic",,,,,"POINT (-85.77449091 35.68094058000048)","47","ALC","ALC05",,"CRDMEDN","RACE","BLK",,,,
"2022","2022","VA","Virginia","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence","14.6","14.6",,,"12.9","16.4","Age","Age 45-64",,,,,"POINT (-78.45789046 37.54268067400045)","51","ALC","ALC06",,"CRDPREV","AGE","AGE4564",,,,
"2023","2023","VT","Vermont","YRBSS","Alcohol","Binge drinking prevalence among high school students",,"%","Crude Prevalence","6.3","6.3",,,"4.3","9.0","Race/Ethnicity","Black, non-Hispanic",,,,,"POINT (-72.51764079 43.62538123900049)","50","ALC","ALC07",,"CRDPREV","RACE","BLK",,,,
"2020","2020","ID","Idaho","NVSS","Alcohol","Chronic liver disease mortality among all people, underlying cause",,"Number","Number","200.0","200.0",,,,,"Sex","Male",,,,,"POINT (-114.36373 43.682630005000476)","16","ALC","ALC09",,"NMBR","SEX","SEXM",,,,
"2021","2021","IN","Indiana","YRBSS","Alcohol","Binge drinking prevalence among high school students",,"%","Crude Prevalence",,,"~","Data suppressed; too few respondents or cases",,,"Race/Ethnicity","American Indian or Alaska Native, non-Hispanic",,,,,"POINT (-86.14996019 39.766910452000445)","18","ALC","ALC07",,"CRDPREV","RACE","AIAN",,,,
"2019","2019","MA","Massachusetts","YRBSS","Alcohol","Binge drinking prevalence among high school students",,"%","Crude Prevalence","7.3","7.3",,,"2.7","18.1","Race/Ethnicity","Multiracial, non-Hispanic",,,,,"POINT (-72.08269067 42.27687047000046)","25","ALC","ALC07",,"CRDPREV","RACE","MRC",,,,
"2022","2022","DC","District of Columbia","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Age-adjusted Prevalence","18.3","18.3",,,"11.7","27.5","Race/Ethnicity","Asian, non-Hispanic",,,,,"POINT (-77.036871 38.907192)","11","ALC","ALC06",,"AGEADJPREV","RACE","ASN",,,,
"2020","2020","TX","Texas","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude 75th percentile","6.2","6.2",,,"4.8","8.8","Age","Age >=65",,,,,"POINT (-99.42677021 31.827240407000488)","48","ALC","ALC05",,"CRD75TH","AGE","AGE65P",,,,
"2019","2019","IA","Iowa","NVSS","Alcohol","Chronic liver disease mortality among all people, underlying cause",,"cases per 100,000","Crude Rate","12.0","12.0",,,"10.7","13.3","Race/Ethnicity","White, non-Hispanic",,,,,"POINT (-93.81649056 42.46940091300047)","19","ALC","ALC09",,"CRDRATE","RACE","WHT",,,,
"2019","2019","UT","Utah","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Age-adjusted Prevalence","20.6","20.6",,,"11.7","33.9","Race/Ethnicity","American Indian or Alaska Native, non-Hispanic",,,,,"POINT (-111.5871306 39.360700171000474)","49","ALC","ALC06",,"AGEADJPREV","RACE","AIAN",,,,
"2020","2020","HI","Hawaii","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence","15.7","15.7",,,"14.5","16.9","Overall","Overall",,,,,"POINT (-157.8577494 21.304850435000446)","15","ALC","ALC06",,"CRDPREV","OVERALL","OVR",,,,
"2023","2023","WA","Washington","BRFSS","Alcohol","Binge drinking intensity among adults who binge drink",,"Number","Crude Median","5.5","5.5",,,"5.4","5.7","Age","Age 18-44",,,,,"POINT (-120.4700108 47.52227862900048)","53","ALC","ALC05",,"CRDMEDN","AGE","AGE1844",,,,
"2019","2019","ND","North Dakota","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Crude Prevalence","18.7","18.7",,,"12.3","27.3","Race/Ethnicity","American Indian or Alaska Native, non-Hispanic",,,,,"POINT (-100.118421 47.47531977900047)","38","ALC","ALC06",,"CRDPREV","RACE","AIAN",,,,
"2023","2023","RI","Rhode Island","BRFSS","Alcohol","Binge drinking prevalence among adults",,"%","Age-adjusted Prevalence","17.7","17.7",,,"16.1","19.4","Overall","Overall",,,,,"POINT (-71.52247031 41.70828019300046)","44","ALC","ALC06",,"AGEADJPREV","OVERALL","OVR",,,,
