"vaccine","influenza_season","geographic_level","geographic_name","demographic_level","demographic_name","indicator_label","indicator_category_label","month_week","week_ending","nd_weekly_estimate","ci_half_width_90pct","ci_half_width_95pct","n_weighted","n_unweighted","suppression_flag","data_source"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably will get a vaccine or are unsure","January Week 5","2026-01-31","11.3623","1.7857","2.1276","70604946","2639","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably or definitely will not get a vaccine","January Week 5","2026-01-31","38.2638","2.5712","3.0636","70604946","2639","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","Up-to-date","Yes","February Week 1","2026-02-07","46.8731","0.7417","0.8837","70486103","88176","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Received vaccine","February Week 1","2026-02-07","46.8731","0.7417","0.8837","70486103","88176","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Definitely will get a vaccine","February Week 1","2026-02-07","4.2099","1.0746","1.2803","70486103","2629","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably will get a vaccine or are unsure","February Week 1","2026-02-07","9.4479","1.5146","1.8046","70486103","2629","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably or definitely will not get a vaccine","February Week 1","2026-02-07","39.4691","2.4954","2.9733","70486103","2629","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","Up-to-date","Yes","February Week 2","2026-02-14","46.8731","0.7417","0.8837","70525817","88176","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Received vaccine","February Week 2","2026-02-14","46.8731","0.7417","0.8837","70525817","88176","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Definitely will get a vaccine","February Week 2","2026-02-14","3.1188","0.9234","1.1002","70525817","2611","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably will get a vaccine or are unsure","February Week 2","2026-02-14","8.8745","1.5059","1.7943","70525817","2611","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably or definitely will not get a vaccine","February Week 2","2026-02-14","41.1336","2.6131","3.1134","70525817","2611","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","Up-to-date","Yes","February Week 3","2026-02-21","46.9755","0.6956","0.8288","70384567","88176","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Received vaccine","February Week 3","2026-02-21","46.9755","0.6956","0.8288","70384567","88176","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Definitely will get a vaccine","February Week 3","2026-02-21","3.7102","0.9728","1.159","70384567","2794","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably will get a vaccine or are unsure","February Week 3","2026-02-21","8.2431","1.3395","1.5961","70384567","2794","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably or definitely will not get a vaccine","February Week 3","2026-02-21","41.0712","2.406","2.8668","70384567","2794","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","Up-to-date","Yes","February Week 4","2026-02-28","47.4472","0.6659","0.7934","70276411","88176","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Received vaccine","February Week 4","2026-02-28","47.4472","0.6659","0.7934","70276411","88176","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Definitely will get a vaccine","February Week 4","2026-02-28","4.0189","0.8958","1.0674","70276411","3575","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably will get a vaccine or are unsure","February Week 4","2026-02-28","8.1692","1.1859","1.413","70276411","3575","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably or definitely will not get a vaccine","February Week 4","2026-02-28","40.3648","2.2122","2.6358","70276411","3575","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","Up-to-date","Yes","March Week 1","2026-03-07","47.9189","0.6659","0.7934","70168256","88176","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Received vaccine","March Week 1","2026-03-07","47.9189","0.6659","0.7934","70168256","88176","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Definitely will get a vaccine","March Week 1","2026-03-07","2.9212","0.6741","0.8032","70168256","3730","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably will get a vaccine or are unsure","March Week 1","2026-03-07","8.0786","1.1504","1.3706","70168256","3730","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably or definitely will not get a vaccine","March Week 1","2026-03-07","41.0813","2.0473","2.4393","70168256","3730","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","Up-to-date","Yes","March Week 2","2026-03-14","48.1408","0.6815","0.812","70174981","88176","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Received vaccine","March Week 2","2026-03-14","48.1408","0.6815","0.812","70174981","88176","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Definitely will get a vaccine","March Week 2","2026-03-14","3.1434","0.7258","0.8648","70174981","3792","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably will get a vaccine or are unsure","March Week 2","2026-03-14","9.368","1.2943","1.5421","70174981","3792","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably or definitely will not get a vaccine","March Week 2","2026-03-14","39.3478","2.1609","2.5747","70174981","3792","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","Up-to-date","Yes","March Week 3","2026-03-21","48.4701","0.7272","0.8665","70060560","88176","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Received vaccine","March Week 3","2026-03-21","48.4701","0.7272","0.8665","70060560","88176","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Definitely will get a vaccine","March Week 3","2026-03-21","2.6384","0.7142","0.851","70060560","3909","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably will get a vaccine or are unsure","March Week 3","2026-03-21","7.4052","1.014","1.2081","70060560","3909","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably or definitely will not get a vaccine","March Week 3","2026-03-21","41.4863","2.0521","2.445","70060560","3909","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","Up-to-date","Yes","March Week 4","2026-03-28","48.6497","0.7169","0.8542","69814150","88176","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Received vaccine","March Week 4","2026-03-28","48.6497","0.7169","0.8542","69814150","88176","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Definitely will get a vaccine","March Week 4","2026-03-28","3.2546","0.7193","0.8571","69814150","3923","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably will get a vaccine or are unsure","March Week 4","2026-03-28","7.2782","1.0958","1.3056","69814150","3923","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably or definitely will not get a vaccine","March Week 4","2026-03-28","40.8175","2.0211","2.4081","69814150","3923","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","Up-to-date","Yes","April Week 1","2026-04-04","48.7087","0.6883","0.8201","69567740","88176","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Received vaccine","April Week 1","2026-04-04","48.7087","0.6883","0.8201","69567740","88176","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Definitely will get a vaccine","April Week 1","2026-04-04","2.5367","0.7167","0.854","69567740","3039","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably will get a vaccine or are unsure","April Week 1","2026-04-04","7.0172","1.1944","1.4231","69567740","3039","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably or definitely will not get a vaccine","April Week 1","2026-04-04","41.7373","2.419","2.8822","69567740","3039","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","Up-to-date","Yes","April Week 2","2026-04-11","48.7087","0.6883","0.8201","69857185","88176","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Received vaccine","April Week 2","2026-04-11","48.7087","0.6883","0.8201","69857185","88176","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Definitely will get a vaccine","April Week 2","2026-04-11","3.2723","1.0362","1.2346","69857185","2606","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably will get a vaccine or are unsure","April Week 2","2026-04-11","6.5121","1.26","1.5012","69857185","2606","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably or definitely will not get a vaccine","April Week 2","2026-04-11","41.5069","2.5396","3.0259","69857185","2606","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","Up-to-date","Yes","April Week 3","2026-04-18","48.9386","0.7176","0.855","70030698","88176","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Received vaccine","April Week 3","2026-04-18","48.9386","0.7176","0.855","70030698","88176","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Definitely will get a vaccine","April Week 3","2026-04-18","2.023","0.6863","0.8177","70030698","3114","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably will get a vaccine or are unsure","April Week 3","2026-04-18","7.5","1.4161","1.6873","70030698","3114","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably or definitely will not get a vaccine","April Week 3","2026-04-18","41.5384","2.4216","2.8854","70030698","3114","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","Up-to-date","Yes","April Week 4","2026-04-25","49.0884","0.7176","0.855","69733283","88176","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Received vaccine","April Week 4","2026-04-25","49.0884","0.7176","0.855","69733283","88176","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Definitely will get a vaccine","April Week 4","2026-04-25","2.4348","0.6857","0.817","69733283","3456","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably will get a vaccine or are unsure","April Week 4","2026-04-25","8.3532","1.2306","1.4662","69733283","3456","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably or definitely will not get a vaccine","April Week 4","2026-04-25","40.1236","2.1507","2.5625","69733283","3456","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","Up-to-date","Yes","May Week 1","2026-05-02","49.2383","0.7866","0.9372","69435868","88176","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Received vaccine","May Week 1","2026-05-02","49.2383","0.7866","0.9372","69435868","88176","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Definitely will get a vaccine","May Week 1","2026-05-02","1.6711","0.4995","0.5951","69435868","3368","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably will get a vaccine or are unsure","May Week 1","2026-05-02","6.096","1.0485","1.2492","69435868","3368","0","NIS-Flu"
"FLU","2025-2026","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably or definitely will not get a vaccine","May Week 1","2026-05-02","42.9946","2.1605","2.5743","69435868","3368","0","NIS-Flu"
"COVID","N/A","National","National","Overall","6 months-17 years","Up-to-date","Yes","October Week 1","2025-10-04","2.6852","0.6413","0.7641","N/A","92619","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Received vaccine","October Week 1","2025-10-04","2.6852","0.6413","0.7641","N/A","92619","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Definitely will get a vaccine","October Week 1","2025-10-04","13.5627","2.648","3.155","N/A","1606","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably will get a vaccine or are unsure","October Week 1","2025-10-04","29.0064","3.1365","3.7371","N/A","1606","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably or definitely will not get a vaccine","October Week 1","2025-10-04","54.7458","3.5208","4.1951","N/A","1606","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","Up-to-date","Yes","October Week 2","2025-10-11","3.2677","0.5393","0.6426","N/A","92619","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Received vaccine","October Week 2","2025-10-11","3.2677","0.5393","0.6426","N/A","92619","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Definitely will get a vaccine","October Week 2","2025-10-11","11.1267","1.5995","1.9058","N/A","3334","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably will get a vaccine or are unsure","October Week 2","2025-10-11","26.9647","2.2096","2.6327","N/A","3334","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably or definitely will not get a vaccine","October Week 2","2025-10-11","58.6408","2.452","2.9215","N/A","3334","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","Up-to-date","Yes","October Week 3","2025-10-18","3.4105","0.5888","0.7015","N/A","92619","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Received vaccine","October Week 3","2025-10-18","3.4105","0.5888","0.7015","N/A","92619","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Definitely will get a vaccine","October Week 3","2025-10-18","11.2871","1.8518","2.2064","N/A","3039","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably will get a vaccine or are unsure","October Week 3","2025-10-18","26.8693","2.2987","2.7389","N/A","3039","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably or definitely will not get a vaccine","October Week 3","2025-10-18","58.4332","2.5797","3.0737","N/A","3039","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","Up-to-date","Yes","October Week 4","2025-10-25","4.3914","0.2354","0.2805","N/A","92619","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Received vaccine","October Week 4","2025-10-25","4.3914","0.2354","0.2805","N/A","92619","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Definitely will get a vaccine","October Week 4","2025-10-25","10.0484","1.6497","1.9656","N/A","3036","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably will get a vaccine or are unsure","October Week 4","2025-10-25","27.0609","2.5956","3.0927","N/A","3036","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably or definitely will not get a vaccine","October Week 4","2025-10-25","58.4993","2.7773","3.3091","N/A","3036","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","Up-to-date","Yes","November Week 1","2025-11-01","5.3724","0.2354","0.2805","N/A","92619","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Received vaccine","November Week 1","2025-11-01","5.3724","0.2354","0.2805","N/A","92619","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Definitely will get a vaccine","November Week 1","2025-11-01","9.0308","1.3887","1.6546","N/A","3233","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably will get a vaccine or are unsure","November Week 1","2025-11-01","29.1539","2.3592","2.8109","N/A","3233","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably or definitely will not get a vaccine","November Week 1","2025-11-01","56.4428","2.5336","3.0187","N/A","3233","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","Up-to-date","Yes","November Week 2","2025-11-08","5.8456","0.3572","0.4256","N/A","92619","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Received vaccine","November Week 2","2025-11-08","5.8456","0.3572","0.4256","N/A","92619","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Definitely will get a vaccine","November Week 2","2025-11-08","7.4043","1.1983","1.4277","N/A","3102","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably will get a vaccine or are unsure","November Week 2","2025-11-08","28.4164","2.3636","2.8162","N/A","3102","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably or definitely will not get a vaccine","November Week 2","2025-11-08","58.3337","2.571","3.0633","N/A","3102","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","Up-to-date","Yes","November Week 3","2025-11-15","6.158","0.4762","0.5674","N/A","92619","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Received vaccine","November Week 3","2025-11-15","6.158","0.4762","0.5674","N/A","92619","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Definitely will get a vaccine","November Week 3","2025-11-15","7.8119","1.3713","1.6339","N/A","3101","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably will get a vaccine or are unsure","November Week 3","2025-11-15","27.2923","2.4237","2.8878","N/A","3101","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably or definitely will not get a vaccine","November Week 3","2025-11-15","58.7377","2.6287","3.132","N/A","3101","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","Up-to-date","Yes","November Week 4","2025-11-22","7.1143","1.1435","1.3624","N/A","92619","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Received vaccine","November Week 4","2025-11-22","7.1143","1.1435","1.3624","N/A","92619","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Definitely will get a vaccine","November Week 4","2025-11-22","7.9305","1.6861","2.009","N/A","2783","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably will get a vaccine or are unsure","November Week 4","2025-11-22","27.5584","2.6678","3.1787","N/A","2783","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably or definitely will not get a vaccine","November Week 4","2025-11-22","57.3968","2.8228","3.3633","N/A","2783","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","Up-to-date","Yes","November Week 5","2025-11-29","7.2901","0.313","0.3729","N/A","92619","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Received vaccine","November Week 5","2025-11-29","7.2901","0.313","0.3729","N/A","92619","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Definitely will get a vaccine","November Week 5","2025-11-29","6.7138","1.5722","1.8732","N/A","2048","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably will get a vaccine or are unsure","November Week 5","2025-11-29","26.3616","2.839","3.3827","N/A","2048","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably or definitely will not get a vaccine","November Week 5","2025-11-29","59.6345","3.12","3.7174","N/A","2048","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","Up-to-date","Yes","December Week 1","2025-12-06","7.4659","0.313","0.3729","N/A","92619","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Received vaccine","December Week 1","2025-12-06","7.4659","0.313","0.3729","N/A","92619","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Definitely will get a vaccine","December Week 1","2025-12-06","7.1794","1.4188","1.6905","N/A","2666","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 1","2025-12-06","28.7175","2.8377","3.3811","N/A","2666","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably or definitely will not get a vaccine","December Week 1","2025-12-06","56.6372","3.0362","3.6176","N/A","2666","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","Up-to-date","Yes","December Week 2","2025-12-13","7.5613","0.4104","0.489","N/A","92619","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Received vaccine","December Week 2","2025-12-13","7.5613","0.4104","0.489","N/A","92619","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Definitely will get a vaccine","December Week 2","2025-12-13","6.8984","1.5611","1.8601","N/A","2596","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 2","2025-12-13","28.1849","2.7348","3.2585","N/A","2596","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably or definitely will not get a vaccine","December Week 2","2025-12-13","57.3554","2.8743","3.4246","N/A","2596","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","Up-to-date","Yes","December Week 3","2025-12-20","8.1497","0.6708","0.7992","N/A","92619","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Received vaccine","December Week 3","2025-12-20","8.1497","0.6708","0.7992","N/A","92619","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Definitely will get a vaccine","December Week 3","2025-12-20","7.1961","1.5192","1.8101","N/A","2439","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 3","2025-12-20","26.6856","2.5204","3.0031","N/A","2439","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably or definitely will not get a vaccine","December Week 3","2025-12-20","57.9687","2.8525","3.3988","N/A","2439","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","Up-to-date","Yes","December Week 4","2025-12-27","8.2573","0.3447","0.4107","N/A","92619","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Received vaccine","December Week 4","2025-12-27","8.2573","0.3447","0.4107","N/A","92619","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Definitely will get a vaccine","December Week 4","2025-12-27","5.1297","1.5887","1.8929","N/A","1339","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably will get a vaccine or are unsure","December Week 4","2025-12-27","31.666","4.0683","4.8473","N/A","1339","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably or definitely will not get a vaccine","December Week 4","2025-12-27","54.947","4.1932","4.9962","N/A","1339","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","Up-to-date","Yes","January Week 1","2026-01-03","8.3649","0.3447","0.4107","N/A","92619","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Received vaccine","January Week 1","2026-01-03","8.3649","0.3447","0.4107","N/A","92619","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Definitely will get a vaccine","January Week 1","2026-01-03","6.4073","1.8286","2.1788","N/A","1446","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably will get a vaccine or are unsure","January Week 1","2026-01-03","27.0532","3.6154","4.3077","N/A","1446","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably or definitely will not get a vaccine","January Week 1","2026-01-03","58.1745","4.0839","4.8659","N/A","1446","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","Up-to-date","Yes","January Week 2","2026-01-10","8.4498","0.2991","0.3564","N/A","92619","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Received vaccine","January Week 2","2026-01-10","8.4498","0.2991","0.3564","N/A","92619","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Definitely will get a vaccine","January Week 2","2026-01-10","5.6153","1.1085","1.3207","N/A","2923","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably will get a vaccine or are unsure","January Week 2","2026-01-10","28.0767","2.5402","3.0267","N/A","2923","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably or definitely will not get a vaccine","January Week 2","2026-01-10","57.8581","2.7151","3.235","N/A","2923","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","Up-to-date","Yes","January Week 3","2026-01-17","8.4665","0.3304","0.3937","N/A","92619","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Received vaccine","January Week 3","2026-01-17","8.4665","0.3304","0.3937","N/A","92619","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Definitely will get a vaccine","January Week 3","2026-01-17","3.0176","0.6966","0.83","N/A","2760","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably will get a vaccine or are unsure","January Week 3","2026-01-17","27.6612","2.5018","2.9809","N/A","2760","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Probably or definitely will not get a vaccine","January Week 3","2026-01-17","60.8547","2.654","3.1623","N/A","2760","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","Up-to-date","Yes","January Week 4","2026-01-24","8.6849","0.5273","0.6283","N/A","92619","0","NIS-CCM"
"COVID","N/A","National","National","Overall","6 months-17 years","4-level vaccination and intent","Received vaccine","January Week 4","2026-01-24","8.6849","0.5273","0.6283","N/A","92619","0","NIS-CCM"
