"level","perc_diff","pcr_percent_positive","percent_pos_2_week","percent_pos_4_week","pcr_detections","detections_2_week","detections_4_week","pcr_tests","posted","mmwrweek_end"
"Region 5","-0.7","3.1","2.3","1.9","614.2","1783.4","5018","19010.3","2023-12-13T21:47:00.000","2023-01-21T00:00:00.000"
"Region 5","-0.8","2.3","2","1.6","475.8","1394.6","3805.6","17916.7","2023-12-13T21:47:00.000","2023-01-28T00:00:00.000"
"Region 5","-0.4","1.9","1.7","1.3","338","1090","2873.4","17478","2023-12-13T21:47:00.000","2023-02-04T00:00:00.000"
"Region 5","-0.3","1.5","1.4","1.1","272.4","813.8","2208.4","16731.3","2023-12-13T21:47:00.000","2023-02-11T00:00:00.000"
"Region 5","-0.2","1.3","1","0.9","224.6","610.4","1700.4","16215.7","2023-12-13T21:47:00.000","2023-02-18T00:00:00.000"
"Region 5","-0.2","1.1","0.8","0.7","188.8","497","1310.8","15421.7","2023-12-13T21:47:00.000","2023-02-25T00:00:00.000"
"Region 5","-0.1","1.1","0.7","0.5","154.8","413.4","1023.8","15104.7","2023-12-13T21:47:00.000","2023-03-04T00:00:00.000"
"Region 5","-0.2","0.9","0.6","0.4","138.6","343.6","840.6","14374.7","2023-12-13T21:47:00.000","2023-03-11T00:00:00.000"
"Region 5","-0.1","0.8","0.5","0.4","114","293.4","706.8","13933.7","2023-12-13T21:47:00.000","2023-03-18T00:00:00.000"
"Region 5","-0.2","0.7","0.5","0.3","99.4","252.6","596.2","13525.7","2023-12-13T21:47:00.000","2023-03-25T00:00:00.000"
"Region 5","0","0.6","0.4","0.3","81.8","213.4","506.8","13324.7","2023-12-13T21:47:00.000","2023-04-01T00:00:00.000"
"Region 5","-0.1","0.6","0.4","0.3","70","181.2","433.8","12486.3","2023-12-13T21:47:00.000","2023-04-08T00:00:00.000"
"Region 5","0","0.5","0.3","0.2","57.6","151.8","365.2","11295","2023-12-13T21:47:00.000","2023-04-15T00:00:00.000"
"Region 5","-0.1","0.4","0.3","0.2","47","127.6","308.8","10322.7","2023-12-13T21:47:00.000","2023-04-22T00:00:00.000"
"Region 5","-0.1","0.3","0.3","0.2","37.4","104.6","256.4","9690.7","2023-12-13T21:47:00.000","2023-04-29T00:00:00.000"
"Region 5","0","0.3","0.2","0.2","31.6","84.4","212","9269","2023-12-13T21:47:00.000","2023-05-06T00:00:00.000"
"Region 5","0","0.3","0.2","0.1","28","69","173.6","8741","2023-12-13T21:47:00.000","2023-05-13T00:00:00.000"
"Region 5","0","0.3","0.2","0.1","23.4","59.6","144","8179.7","2023-12-13T21:47:00.000","2023-05-20T00:00:00.000"
"Region 5","0","0.3","0.2","0.1","24.4","51.4","120.4","7663.7","2023-12-13T21:47:00.000","2023-05-27T00:00:00.000"
"Region 5","0","0.3","0.1","0.1","24","47.8","107.4","7096.3","2023-12-13T21:47:00.000","2023-06-03T00:00:00.000"
"Region 5","0.1","0.4","0.2","0.1","24.6","48.4","99.8","6534.7","2023-12-13T21:47:00.000","2023-06-10T00:00:00.000"
"Region 5","0.1","0.5","0.2","0.1","24.6","48.6","96.4","6062","2023-12-13T21:47:00.000","2023-06-17T00:00:00.000"
"Region 5","0","0.5","0.2","0.1","23.6","49.2","97.6","5646","2023-12-13T21:47:00.000","2023-06-24T00:00:00.000"
"Region 5","-0.1","0.4","0.2","0.1","22.4","48.2","96.8","5333.7","2023-12-13T21:47:00.000","2023-07-01T00:00:00.000"
"Region 5","-0.1","0.3","0.2","0.1","22","46","95.2","5083.3","2023-12-13T21:47:00.000","2023-07-08T00:00:00.000"
"Region 5","0","0.4","0.2","0.1","21.4","44.4","92.6","5078.7","2023-12-13T21:47:00.000","2023-07-15T00:00:00.000"
"Region 5","0.1","0.5","0.2","0.1","21","43.4","89.4","5179","2023-12-13T21:47:00.000","2023-07-22T00:00:00.000"
"Region 5","0","0.5","0.2","0.1","23.8","42.4","86.8","5422.7","2023-12-13T21:47:00.000","2023-07-29T00:00:00.000"
"Region 5","0","0.4","0.2","0.1","24.4","44.8","88.2","5684.7","2023-12-13T21:47:00.000","2023-08-05T00:00:00.000"
"Region 5","-0.1","0.4","0.2","0.1","28","48.2","90.6","6187","2023-12-13T21:47:00.000","2023-08-12T00:00:00.000"
"Region 5","0.1","0.4","0.2","0.1","35.2","52.4","97.2","6977","2023-12-13T21:47:00.000","2023-08-19T00:00:00.000"
"Region 5","0.1","0.5","0.2","0.1","44.2","63.2","111.4","8015.3","2023-12-13T21:47:00.000","2023-08-26T00:00:00.000"
"Region 5","0.1","0.6","0.2","0.1","57.4","79.4","131.8","9330.3","2023-12-13T21:47:00.000","2023-09-02T00:00:00.000"
"Region 5","0","0.7","0.3","0.1","77.4","101.6","164.8","10936","2023-12-13T21:47:00.000","2023-09-09T00:00:00.000"
"Region 5","0","0.7","0.3","0.1","96.8","134.8","214.2","12731.7","2023-12-13T21:47:00.000","2023-09-16T00:00:00.000"
"Region 5","0.1","0.9","0.3","0.1","119.2","174.2","275.8","13734","2023-12-13T21:47:00.000","2023-09-23T00:00:00.000"
"Region 5","0.2","1.1","0.4","0.1","163.2","216","350.8","13898.3","2023-12-13T21:47:00.000","2023-09-30T00:00:00.000"
"Region 5","0.4","1.5","0.4","0.1","243.6","282.4","456.6","13755.3","2023-12-13T21:47:00.000","2023-10-07T00:00:00.000"
"Region 5","0.7","2.2","0.6","0.2","346.6","406.8","622.8","14281.3","2023-12-13T21:47:00.000","2023-10-14T00:00:00.000"
"Region 5","0.9","3.1","0.9","0.2","477.4","590.2","872.6","15081.7","2023-12-13T21:47:00.000","2023-10-21T00:00:00.000"
"Region 5","1","4.1","1.2","0.3","682.4","824","1230.8","15580","2023-12-13T21:47:00.000","2023-10-28T00:00:00.000"
"Region 5","1.2","5.3","1.5","0.4","986.6","1159.8","1750","16338.3","2023-12-13T21:47:00.000","2023-11-04T00:00:00.000"
"Region 5","1.8","7.1","2.2","0.6","1173","1669","2493","17457.7","2023-12-13T21:47:00.000","2023-11-11T00:00:00.000"
"Region 5","1.8","8.9","3","0.7","1555.4","2159.6","3319.4","16747.7","2023-12-13T21:47:00.000","2023-11-18T00:00:00.000"
"Region 5","1.4","10.3","3.2","1","1734.6","2728.4","4397.4","18592","2023-12-13T21:47:00.000","2023-11-25T00:00:00.000"
"Region 5","1.5","11.8","4.8","1.5","1867.8","3290","5449.6","16252.3","2023-12-13T21:47:00.000","2023-12-02T00:00:00.000"
"Region 5","0.6","12.5","4.7","1.6","1888.3","3602.4","6330.8","17629","2023-12-13T21:47:00.000","2023-12-09T00:00:00.000"
"Region 6","-0.7","0.9","1.5","0.9","33.2","165.6","443.2","1774.7","2023-12-13T21:47:00.000","2020-04-11T00:00:00.000"
"Region 6","-0.5","0.4","1.6","0.9","13","97.2","323.1","1521","2023-12-13T21:47:00.000","2020-04-18T00:00:00.000"
"Region 6","0","0.4","1","1","6","46.2","211.8","1423","2023-12-13T21:47:00.000","2020-04-25T00:00:00.000"
"Region 6","-0.1","0.3","0.5","1","4.2","19","116.2","1293.3","2023-12-13T21:47:00.000","2020-05-02T00:00:00.000"
"Region 6","0","0.4","0.2","0.5","3.4","10.2","56.4","1101","2023-12-13T21:47:00.000","2020-05-09T00:00:00.000"
"Region 6","-0.1","0.2","0.2","0.2","3","7.6","26.6","927.3","2023-12-13T21:47:00.000","2020-05-16T00:00:00.000"
"Region 6","-0.1","0.2","0.2","0.1","1.6","6.4","16.6","887.3","2023-12-13T21:47:00.000","2020-05-23T00:00:00.000"
"Region 6","0","0.2","0.2","0.1","1.4","4.6","12.2","851","2023-12-13T21:47:00.000","2020-05-30T00:00:00.000"
"Region 6","0","0.1","0.1","0.1","2.4","3","9.4","805.3","2023-12-13T21:47:00.000","2020-06-06T00:00:00.000"
"Region 6","0.3","0.4","0.1","0.1","2","3.8","8.4","786.3","2023-12-13T21:47:00.000","2020-06-13T00:00:00.000"
"Region 6","-0.1","0.3","0.2","0","2.2","4.4","7.4","813.7","2023-12-13T21:47:00.000","2020-06-20T00:00:00.000"
"Region 6","0","0.3","0.1","0","1.8","4.2","8","901","2023-12-13T21:47:00.000","2020-06-27T00:00:00.000"
"Region 6","-0.3","0","0.1","0.1","3.2","4","8.4","982.3","2023-12-13T21:47:00.000","2020-07-04T00:00:00.000"
"Region 6","0.2","0.3","0.1","0.1","1.8","5","9.2","1125.3","2023-12-13T21:47:00.000","2020-07-11T00:00:00.000"
"Region 6","0","0.2","0.1","0.1","2","5","9","1023.7","2023-12-13T21:47:00.000","2020-07-18T00:00:00.000"
"Region 6","0","0.3","0.1","0","2","3.8","8.8","987.3","2023-12-13T21:47:00.000","2020-07-25T00:00:00.000"
"Region 6","-0.2","0.1","0.1","0.1","2","4","9","892.3","2023-12-13T21:47:00.000","2020-08-01T00:00:00.000"
"Region 6","0","0.1","0.1","0","0.4","4","7.8","880.7","2023-12-13T21:47:00.000","2020-08-08T00:00:00.000"
"Region 6","0","0","0.1","0.1","0.6","2.4","6.4","811.7","2023-12-13T21:47:00.000","2020-08-15T00:00:00.000"
"Region 6","0","0","0","0.1","0.4","1","5","760.7","2023-12-13T21:47:00.000","2020-08-22T00:00:00.000"
"Region 6","0","0","0","0.1","0.6","1","3.4","814","2023-12-13T21:47:00.000","2020-08-29T00:00:00.000"
"Region 6","0.1","0.1","0","0","0.8","1","2","866.3","2023-12-13T21:47:00.000","2020-09-05T00:00:00.000"
"Region 6","0","0.1","0","0","1.6","1.4","2.4","960","2023-12-13T21:47:00.000","2020-09-12T00:00:00.000"
"Region 6","0.1","0.2","0","0","1.8","2.4","3.4","1059.7","2023-12-13T21:47:00.000","2020-09-19T00:00:00.000"
"Region 6","0","0.2","0.1","0","2.4","3.4","4.8","1234.3","2023-12-13T21:47:00.000","2020-09-26T00:00:00.000"
"Region 6","0","0.2","0.1","0","3.2","4.2","6.6","1471","2023-12-13T21:47:00.000","2020-10-03T00:00:00.000"
"Region 6","0","0.2","0.1","0","3","5.6","9","1636","2023-12-13T21:47:00.000","2020-10-10T00:00:00.000"
"Region 6","0","0.2","0.1","0","2.6","6.2","10.4","1726.3","2023-12-13T21:47:00.000","2020-10-17T00:00:00.000"
"Region 6","0","0.2","0.1","0","2.8","5.6","11.2","1696.7","2023-12-13T21:47:00.000","2020-10-24T00:00:00.000"
"Region 6","-0.1","0.1","0.1","0","3.4","5.4","11.6","1791.3","2023-12-13T21:47:00.000","2020-10-31T00:00:00.000"
"Region 6","0.1","0.2","0.1","0","3.2","6.2","11.8","2095.3","2023-12-13T21:47:00.000","2020-11-07T00:00:00.000"
"Region 6","0","0.2","0.1","0","3.2","6.6","12","2552","2023-12-13T21:47:00.000","2020-11-14T00:00:00.000"
"Region 6","-0.1","0.1","0.1","0","4.4","6.4","12.6","2783.3","2023-12-13T21:47:00.000","2020-11-21T00:00:00.000"
"Region 6","0","0.2","0.1","0","3.8","7.6","14.2","2732","2023-12-13T21:47:00.000","2020-11-28T00:00:00.000"
"Region 6","-0.1","0.1","0.1","0","2.6","8.2","14.6","2413.7","2023-12-13T21:47:00.000","2020-12-05T00:00:00.000"
"Region 6","0","0.1","0.1","0","2","6.4","14","2217","2023-12-13T21:47:00.000","2020-12-12T00:00:00.000"
"Region 6","-0.1","0","0.1","0","2.6","4.6","12.8","2119.7","2023-12-13T21:47:00.000","2020-12-19T00:00:00.000"
"Region 6","0","0.1","0","0","1.4","4.6","11","2260","2023-12-13T21:47:00.000","2020-12-26T00:00:00.000"
"Region 6","0","0.1","0.1","0","2","4","8.6","2589.3","2023-12-13T21:47:00.000","2021-01-02T00:00:00.000"
"Region 6","0","0.1","0","0","2.2","3.4","8","2917.3","2023-12-13T21:47:00.000","2021-01-09T00:00:00.000"
"Region 6","0","0.1","0","0","2.4","4.2","8.2","3143","2023-12-13T21:47:00.000","2021-01-16T00:00:00.000"
"Region 6","0","0.1","0","0","2.4","4.6","8","3205.3","2023-12-13T21:47:00.000","2021-01-23T00:00:00.000"
"Region 6","0","0.1","0","0","2.4","4.8","9","3289.3","2023-12-13T21:47:00.000","2021-01-30T00:00:00.000"
"Region 6","0","0.1","0","0","1.8","4.8","9.4","3275","2023-12-13T21:47:00.000","2021-02-06T00:00:00.000"
"Region 6","0","0.1","0","0","2.2","4.2","9","3015.3","2023-12-13T21:47:00.000","2021-02-13T00:00:00.000"
"Region 6","0","0.1","0","0","2.2","4","8.8","2949","2023-12-13T21:47:00.000","2021-02-20T00:00:00.000"
"Region 6","0","0.1","0","0","4","4.4","8.6","2938.7","2023-12-13T21:47:00.000","2021-02-27T00:00:00.000"
"Region 6","0.1","0.2","0","0","4","6.2","10.2","3175.3","2023-12-13T21:47:00.000","2021-03-06T00:00:00.000"
"Region 6","0","0.2","0.1","0","5.6","8","12.4","3243","2023-12-13T21:47:00.000","2021-03-13T00:00:00.000"
"Region 6","0","0.2","0.1","0","5.2","9.6","15.8","3404.7","2023-12-13T21:47:00.000","2021-03-20T00:00:00.000"
"Region 6","-0.1","0.1","0.1","0","7.6","10.8","18.8","3519.7","2023-12-13T21:47:00.000","2021-03-27T00:00:00.000"
"Region 6","0.1","0.2","0.1","0","9","12.8","22.4","3640.7","2023-12-13T21:47:00.000","2021-04-03T00:00:00.000"
"Region 6","0.1","0.3","0.1","0","13.6","16.6","27.4","3679.3","2023-12-13T21:47:00.000","2021-04-10T00:00:00.000"
"Region 6","0.2","0.6","0.1","0","19.2","22.6","35.4","3589.3","2023-12-13T21:47:00.000","2021-04-17T00:00:00.000"
"Region 6","0.2","0.8","0.2","0.1","36","32.8","49.4","3533","2023-12-13T21:47:00.000","2021-04-24T00:00:00.000"
"Region 6","0.6","1.4","0.3","0.1","51.6","55.2","77.8","3505.7","2023-12-13T21:47:00.000","2021-05-01T00:00:00.000"
"Region 6","0.7","2","0.5","0.1","74.6","87.6","120.4","3534","2023-12-13T21:47:00.000","2021-05-08T00:00:00.000"
"Region 6","0.9","2.9","0.7","0.1","104","126.2","181.4","3552.3","2023-12-13T21:47:00.000","2021-05-15T00:00:00.000"
"Region 6","1","3.9","1.1","0.3","156.4","178.6","266.2","3399.7","2023-12-13T21:47:00.000","2021-05-22T00:00:00.000"
"Region 6","2.2","6.2","1.5","0.4","220","260.4","386.6","3339","2023-12-13T21:47:00.000","2021-05-29T00:00:00.000"
"Region 6","2.3","8.4","2.3","0.5","332.4","376.4","555","3390.3","2023-12-13T21:47:00.000","2021-06-05T00:00:00.000"
"Region 6","3.7","12.1","3.5","0.8","474.4","552.4","812.8","3663.3","2023-12-13T21:47:00.000","2021-06-12T00:00:00.000"
"Region 6","4.6","16.8","4.7","1.1","641.8","806.8","1183.2","3811.7","2023-12-13T21:47:00.000","2021-06-19T00:00:00.000"
"Region 6","4.7","21.4","6.1","1.6","822.2","1116.2","1668.6","3904","2023-12-13T21:47:00.000","2021-06-26T00:00:00.000"
"Region 6","2.8","24.3","8.4","2.3","1012.2","1464","2270.8","4179","2023-12-13T21:47:00.000","2021-07-03T00:00:00.000"
"Region 6","1.1","25.4","10.6","3.1","1180.6","1834.4","2950.6","4670","2023-12-13T21:47:00.000","2021-07-10T00:00:00.000"
"Region 6","0.3","25.6","11.4","3.9","1327.6","2192.8","3656.8","5272","2023-12-13T21:47:00.000","2021-07-17T00:00:00.000"
"Region 6","0.2","25.8","11.9","4.7","1407.6","2508.2","4342.6","5737","2023-12-13T21:47:00.000","2021-07-24T00:00:00.000"
"Region 6","-0.8","25","12.1","5.1","1432.8","2735.2","4928","5987","2023-12-13T21:47:00.000","2021-07-31T00:00:00.000"
"Region 6","-2","23","11.6","5.4","1382.6","2840.4","5348.6","6306.7","2023-12-13T21:47:00.000","2021-08-07T00:00:00.000"
"Region 6","-2.6","20.3","11.9","5.8","1302.2","2815.4","5550.6","6324.7","2023-12-13T21:47:00.000","2021-08-14T00:00:00.000"
"Region 6","-3.3","17","10.9","5.7","1173","2684.8","5525.2","6963.3","2023-12-13T21:47:00.000","2021-08-21T00:00:00.000"
"Region 6","-2.3","14.7","9.9","5.7","1036.6","2475.2","5290.6","7200.3","2023-12-13T21:47:00.000","2021-08-28T00:00:00.000"
"Region 6","-1.7","13","8.4","5.2","899","2209.6","4894.4","7057","2023-12-13T21:47:00.000","2021-09-04T00:00:00.000"
"Region 6","-1.5","11.5","6.8","4.6","804","1935.6","4410.8","6676.7","2023-12-13T21:47:00.000","2021-09-11T00:00:00.000"
"Region 6","-0.7","10.7","6.7","4.3","694.4","1703","3912.6","6223","2023-12-13T21:47:00.000","2021-09-18T00:00:00.000"
"Region 6","-1.2","9.6","6.5","3.7","622.2","1498.4","3434","6314.7","2023-12-13T21:47:00.000","2021-09-25T00:00:00.000"
"Region 6","-0.1","9.5","5.4","3.4","580.4","1316.6","3019.6","6140.3","2023-12-13T21:47:00.000","2021-10-02T00:00:00.000"
"Region 6","-0.6","8.9","5","3.2","576.6","1202.6","2701","6117","2023-12-13T21:47:00.000","2021-10-09T00:00:00.000"
"Region 6","0","9","4.8","2.8","535.2","1157","2473.6","6347.7","2023-12-13T21:47:00.000","2021-10-16T00:00:00.000"
"Region 6","-1","8","4.7","2.5","532.6","1111.8","2314.4","6515.7","2023-12-13T21:47:00.000","2021-10-23T00:00:00.000"
"Region 6","-0.2","7.7","4.1","2.3","524.4","1067.8","2224.8","6761","2023-12-13T21:47:00.000","2021-10-30T00:00:00.000"
"Region 6","-0.7","7","4","2.2","533.6","1057","2168.8","7070.7","2023-12-13T21:47:00.000","2021-11-06T00:00:00.000"
"Region 6","0.2","7.2","3.9","2","517","1058","2125.8","7586","2023-12-13T21:47:00.000","2021-11-13T00:00:00.000"
"Region 6","-0.1","7.1","3.7","1.9","544","1050.6","2107.6","7668.7","2023-12-13T21:47:00.000","2021-11-20T00:00:00.000"
"Region 6","-0.2","6.9","3.3","1.8","553.4","1061","2119","8035.3","2023-12-13T21:47:00.000","2021-11-27T00:00:00.000"
"Region 6","-0.1","6.8","3.6","1.8","550","1097.4","2148","8276.7","2023-12-13T21:47:00.000","2021-12-04T00:00:00.000"
"Region 6","-0.7","6.1","3.5","1.6","534","1103.4","2164.4","9000","2023-12-13T21:47:00.000","2021-12-11T00:00:00.000"
"Region 6","-0.4","5.8","3.1","1.6","526.6","1084","2181.4","9140","2023-12-13T21:47:00.000","2021-12-18T00:00:00.000"
"Region 6","-0.6","5.1","2.9","1.6","498.8","1060.6","2164","9796.3","2023-12-13T21:47:00.000","2021-12-25T00:00:00.000"
"Region 6","-0.6","4.6","2.8","1.5","425.2","1025.4","2109.4","10330.7","2023-12-13T21:47:00.000","2022-01-01T00:00:00.000"
"Region 6","-1","3.6","2.5","1.4","355.8","924","1984.6","10382.3","2023-12-13T21:47:00.000","2022-01-08T00:00:00.000"
"Region 6","-0.8","2.8","2","1.3","283","781","1806.4","9205.3","2023-12-13T21:47:00.000","2022-01-15T00:00:00.000"
"Region 6","-0.6","2.2","1.8","1.2","202.6","638.8","1562.8","7536","2023-12-13T21:47:00.000","2022-01-22T00:00:00.000"
"Region 6","0","2.2","1.7","1.1","138","485.6","1266.6","5897.7","2023-12-13T21:47:00.000","2022-01-29T00:00:00.000"
"Region 6","-0.1","2","1.5","1.1","114","340.6","979.4","5057","2023-12-13T21:47:00.000","2022-02-05T00:00:00.000"
"Region 6","0","2","1.3","1","97.2","252","737.6","4663.3","2023-12-13T21:47:00.000","2022-02-12T00:00:00.000"
"Region 6","-0.2","1.9","1.2","0.9","91","211.2","551.8","4790.7","2023-12-13T21:47:00.000","2022-02-19T00:00:00.000"
"Region 6","-0.1","1.8","1","0.7","95.2","188.2","440.2","4929.7","2023-12-13T21:47:00.000","2022-02-26T00:00:00.000"
"Region 6","0","1.8","0.9","0.6","96.8","186.2","397.4","5297.3","2023-12-13T21:47:00.000","2022-03-05T00:00:00.000"
"Region 6","0","1.8","0.9","0.5","93.6","192","380.2","5642.7","2023-12-13T21:47:00.000","2022-03-12T00:00:00.000"
"Region 6","-0.1","1.7","0.9","0.4","96.8","190.4","376.6","5716","2023-12-13T21:47:00.000","2022-03-19T00:00:00.000"
"Region 6","-0.1","1.6","0.8","0.4","100","190.4","382.4","5627.3","2023-12-13T21:47:00.000","2022-03-26T00:00:00.000"
"Region 6","0","1.7","0.9","0.4","96.6","196.8","387.2","5553.3","2023-12-13T21:47:00.000","2022-04-02T00:00:00.000"
"Region 6","0.1","1.8","0.9","0.4","102.6","196.6","387","5562","2023-12-13T21:47:00.000","2022-04-09T00:00:00.000"
"Region 6","0.3","2.1","0.9","0.4","118.4","199.2","396","5407.7","2023-12-13T21:47:00.000","2022-04-16T00:00:00.000"
"Region 6","0.4","2.4","0.9","0.5","138.4","221","417.6","5299.3","2023-12-13T21:47:00.000","2022-04-23T00:00:00.000"
"Region 6","0.7","3.2","1.1","0.4","172.6","256.8","456","5155.3","2023-12-13T21:47:00.000","2022-04-30T00:00:00.000"
"Region 6","0.9","4.1","1.3","0.5","225.8","311","532","5163.3","2023-12-13T21:47:00.000","2022-05-07T00:00:00.000"
"Region 6","1.2","5.3","1.7","0.6","284.4","398.4","655.2","5230.3","2023-12-13T21:47:00.000","2022-05-14T00:00:00.000"
"Region 6","1.1","6.5","2.2","0.7","368.4","510.2","821.2","5475","2023-12-13T21:47:00.000","2022-05-21T00:00:00.000"
"Region 6","1.6","8","2.7","0.8","444.4","652.8","1051.2","5680","2023-12-13T21:47:00.000","2022-05-28T00:00:00.000"
"Region 6","1.3","9.3","3.3","1.1","506.6","812.8","1323","5685.7","2023-12-13T21:47:00.000","2022-06-04T00:00:00.000"
"Region 6","1.1","10.4","3.9","1.3","556","951","1603.8","5579.7","2023-12-13T21:47:00.000","2022-06-11T00:00:00.000"
"Region 6","0.3","10.7","4.5","1.6","585.4","1062.6","1875.4","5538.7","2023-12-13T21:47:00.000","2022-06-18T00:00:00.000"
"Region 6","0.1","10.8","5.1","2","565.4","1141.4","2092.4","5463.3","2023-12-13T21:47:00.000","2022-06-25T00:00:00.000"
"Region 6","-0.7","10.2","5.3","2.3","534.4","1150.8","2213.4","5445.3","2023-12-13T21:47:00.000","2022-07-02T00:00:00.000"
"Region 6","-1.1","9","5.2","2.5","503.6","1099.8","2241.2","5442.3","2023-12-13T21:47:00.000","2022-07-09T00:00:00.000"
"Region 6","-0.8","8.2","5","2.7","471.8","1038","2188.8","5417","2023-12-13T21:47:00.000","2022-07-16T00:00:00.000"
"Region 6","-0.1","8.1","4.6","2.6","419","975.4","2075.2","5392","2023-12-13T21:47:00.000","2022-07-23T00:00:00.000"
"Region 6","-0.3","7.8","4.3","2.5","377","890.8","1928.8","5066","2023-12-13T21:47:00.000","2022-07-30T00:00:00.000"
"Region 6","-0.9","7","4","2.3","348.6","796","1771.4","4874.3","2023-12-13T21:47:00.000","2022-08-06T00:00:00.000"
"Region 6","-1.2","5.8","3.8","2.3","326.4","725.6","1616.4","4956.3","2023-12-13T21:47:00.000","2022-08-13T00:00:00.000"
"Region 6","-0.5","5.2","3.7","2.1","316.2","675","1471","5563.3","2023-12-13T21:47:00.000","2022-08-20T00:00:00.000"
"Region 6","0","5.2","3.2","1.9","369","642.6","1368.2","6394","2023-12-13T21:47:00.000","2022-08-27T00:00:00.000"
"Region 6","1","6.3","2.6","1.6","469.6","685.2","1360.2","6874","2023-12-13T21:47:00.000","2022-09-03T00:00:00.000"
"Region 6","2","8.3","2.7","1.4","606.2","838.6","1481.2","7030","2023-12-13T21:47:00.000","2022-09-10T00:00:00.000"
"Region 6","2.8","11.1","3.3","1.2","785","1075.8","1761","6914.3","2023-12-13T21:47:00.000","2022-09-17T00:00:00.000"
"Region 6","3","14.2","4.4","1.3","974.4","1391.2","2229.8","6937.7","2023-12-13T21:47:00.000","2022-09-24T00:00:00.000"
"Region 6","2.8","16.9","5.7","1.7","1169.4","1759.4","2835.2","6941","2023-12-13T21:47:00.000","2022-10-01T00:00:00.000"
"Region 6","2.1","19","7","2.2","1314.2","2143.8","3535","7202.7","2023-12-13T21:47:00.000","2022-10-08T00:00:00.000"
"Region 6","0.6","19.6","8.4","2.8","1462","2483.6","4243","7452","2023-12-13T21:47:00.000","2022-10-15T00:00:00.000"
"Region 6","-0.6","19","9","3.4","1627.4","2776.2","4920","8345.3","2023-12-13T21:47:00.000","2022-10-22T00:00:00.000"
"Region 6","-0.8","18.2","9.5","4","1792.2","3089.4","5573","9626.7","2023-12-13T21:47:00.000","2022-10-29T00:00:00.000"
"Region 6","-0.6","17.6","9.3","4.1","1879","3419.6","6195.8","11196.3","2023-12-13T21:47:00.000","2022-11-05T00:00:00.000"
"Region 6","-0.5","17.1","8.5","4","1907.4","3671.2","6760.6","12080.7","2023-12-13T21:47:00.000","2022-11-12T00:00:00.000"
