"data_as_of","start_date","end_date","group","year","month","state","condition_group","condition","icd10_codes","age_group","covid_19_deaths","number_of_mentions","flag"
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Malignant neoplasms","Malignant neoplasms","C00-C97","55-64","9900","11828",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Malignant neoplasms","Malignant neoplasms","C00-C97","65-74","19889","23495",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Malignant neoplasms","Malignant neoplasms","C00-C97","75-84","21947","25586",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Malignant neoplasms","Malignant neoplasms","C00-C97","85+","15705","17899",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Malignant neoplasms","Malignant neoplasms","C00-C97","Not stated","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Malignant neoplasms","Malignant neoplasms","C00-C97","All Ages","71669","83981",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Diabetes","Diabetes","E10-E14","0-24","289","291",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Diabetes","Diabetes","E10-E14","25-34","1252","1263",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Diabetes","Diabetes","E10-E14","35-44","4295","4343",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Diabetes","Diabetes","E10-E14","45-54","12297","12384",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Diabetes","Diabetes","E10-E14","55-64","28768","28956",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Diabetes","Diabetes","E10-E14","65-74","45930","46206",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Diabetes","Diabetes","E10-E14","75-84","45442","45709",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Diabetes","Diabetes","E10-E14","85+","30553","30697",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Diabetes","Diabetes","E10-E14","Not stated","4","4",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Diabetes","Diabetes","E10-E14","All Ages","168830","169853",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Obesity","Obesity","E65-E68","0-24","707","708",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Obesity","Obesity","E65-E68","25-34","2865","2875",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Obesity","Obesity","E65-E68","35-44","5910","5936",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Obesity","Obesity","E65-E68","45-54","9878","9896",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Obesity","Obesity","E65-E68","55-64","13715","13742",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Obesity","Obesity","E65-E68","65-74","12516","12547",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Obesity","Obesity","E65-E68","75-84","6208","6224",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Obesity","Obesity","E65-E68","85+","1520","1523",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Obesity","Obesity","E65-E68","Not stated","2","2",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Obesity","Obesity","E65-E68","All Ages","53321","53453",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Alzheimer disease","Alzheimer disease","G30","0-24","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Alzheimer disease","Alzheimer disease","G30","25-34","2","2",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Alzheimer disease","Alzheimer disease","G30","35-44","3","3",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Alzheimer disease","Alzheimer disease","G30","45-54","36","36",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Alzheimer disease","Alzheimer disease","G30","55-64","321","321",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Alzheimer disease","Alzheimer disease","G30","65-74","2425","2426",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Alzheimer disease","Alzheimer disease","G30","75-84","10476","10493",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Alzheimer disease","Alzheimer disease","G30","85+","22114","22180",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Alzheimer disease","Alzheimer disease","G30","Not stated","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Alzheimer disease","Alzheimer disease","G30","All Ages","35377","35461",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","0-24","0","0",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","25-34","2","2",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","35-44","12","12",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","45-54","98","98",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","55-64","1218","1220",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","65-74","7913","7933",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","75-84","28162","28241",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","85+","55710","55835",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","Not stated","2","2",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","All Ages","93117","93343",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Renal failure","Renal failure","N17-N19","0-24","273","279",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Renal failure","Renal failure","N17-N19","25-34","1204","1236",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Renal failure","Renal failure","N17-N19","35-44","3392","3481",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Renal failure","Renal failure","N17-N19","45-54","9191","9455",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Renal failure","Renal failure","N17-N19","55-64","20667","21435",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Renal failure","Renal failure","N17-N19","65-74","32952","34579",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Renal failure","Renal failure","N17-N19","75-84","33928","35899",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Renal failure","Renal failure","N17-N19","85+","28064","29799",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Renal failure","Renal failure","N17-N19","Not stated","3","4",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Renal failure","Renal failure","N17-N19","All Ages","129674","136167",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","0-24","424","1074",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","25-34","863","2399",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","35-44","1396","3431",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","45-54","2256","4711",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","55-64","4242","7998",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","65-74","6315","11156",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","75-84","7194","13544",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","85+","8407","17146",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","Not stated","4","8",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","All Ages","31101","61467",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","0-24","2365","4342",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","25-34","5402","8803",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","35-44","12464","20294",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","45-54","29174","47022",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","55-64","68048","110100",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","65-74","110640","177492",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","75-84","126324","199347",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","85+","123090","192971",
"2023-09-24T00:00:00.000","2020-01-01T00:00:00.000","2023-09-23T00:00:00.000","By Total",,,"United States","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","Not stated","14","25",
