stateabbr,measureid,data_value_type,data_value,population
ME,ARTHRITIS,AgeAdjPrv,25.8,1395722
ME,ARTHRITIS,CrdPrv,32.0,1395722
ME,BINGE,AgeAdjPrv,18.0,1395722
ME,BINGE,CrdPrv,15.5,1395722
ME,BPHIGH,AgeAdjPrv,29.7,1395722
ME,BPHIGH,CrdPrv,35.7,1395722
ME,BPMED,AgeAdjPrv,54.0,1395722
ME,BPMED,CrdPrv,76.4,1395722
ME,CANCER,AgeAdjPrv,7.4,1395722
ME,CANCER,CrdPrv,9.9,1395722
ME,CASTHMA,AgeAdjPrv,12.8,1395722
ME,CASTHMA,CrdPrv,12.6,1395722
ME,CHD,AgeAdjPrv,5.6,1395722
ME,CHD,CrdPrv,7.6,1395722
ME,CHECKUP,AgeAdjPrv,78.3,1395722
ME,CHECKUP,CrdPrv,81.2,1395722
ME,CHOLSCREEN,AgeAdjPrv,84.3,1395722
ME,CHOLSCREEN,CrdPrv,87.1,1395722
ME,COGNITION,AgeAdjPrv,16.6,1395722
ME,COGNITION,CrdPrv,15.5,1395722
ME,COLON_SCREEN,AgeAdjPrv,63.5,1395722
ME,COLON_SCREEN,CrdPrv,70.5,1395722
ME,COPD,AgeAdjPrv,6.7,1395722
ME,COPD,CrdPrv,8.4,1395722
ME,CSMOKING,AgeAdjPrv,14.9,1395722
ME,CSMOKING,CrdPrv,14.4,1395722
ME,DENTAL,AgeAdjPrv,63.1,1395722
ME,DENTAL,CrdPrv,63.8,1395722
ME,DEPRESSION,AgeAdjPrv,28.4,1395722
ME,DEPRESSION,CrdPrv,26.9,1395722
ME,DIABETES,AgeAdjPrv,8.8,1395722
ME,DIABETES,CrdPrv,11.2,1395722
ME,DISABILITY,AgeAdjPrv,29.7,1395722
ME,DISABILITY,CrdPrv,32.2,1395722
ME,EMOTIONSPT,AgeAdjPrv,23.7,1395722
ME,EMOTIONSPT,CrdPrv,22.7,1395722
ME,FOODINSECU,AgeAdjPrv,11.5,1395722
ME,FOODINSECU,CrdPrv,10.7,1395722
ME,FOODSTAMP,AgeAdjPrv,15.3,1395722
ME,FOODSTAMP,CrdPrv,14.3,1395722
ME,GHLTH,AgeAdjPrv,17.3,1395722
ME,GHLTH,CrdPrv,18.8,1395722
ME,HEARING,AgeAdjPrv,6.6,1395722
ME,HEARING,CrdPrv,8.4,1395722
ME,HIGHCHOL,AgeAdjPrv,30.7,1395722
ME,HIGHCHOL,CrdPrv,37.4,1395722
ME,HOUSINSECU,AgeAdjPrv,11.2,1395722
ME,HOUSINSECU,CrdPrv,9.8,1395722
ME,INDEPLIVE,AgeAdjPrv,7.9,1395722
ME,INDEPLIVE,CrdPrv,8.1,1395722
ME,LACKTRPT,AgeAdjPrv,8.5,1395722
ME,LACKTRPT,CrdPrv,7.8,1395722
ME,LONELINESS,AgeAdjPrv,33.7,1395722
ME,LONELINESS,CrdPrv,32.0,1395722
ME,LPA,AgeAdjPrv,21.5,1395722
ME,LPA,CrdPrv,23.1,1395722
ME,MAMMOUSE,AgeAdjPrv,79.9,1395722
ME,MAMMOUSE,CrdPrv,80.3,1395722
ME,MHLTH,AgeAdjPrv,19.6,1395722
ME,MHLTH,CrdPrv,17.7,1395722
ME,MOBILITY,AgeAdjPrv,11.1,1395722
ME,MOBILITY,CrdPrv,14.0,1395722
ME,OBESITY,AgeAdjPrv,32.8,1395722
ME,OBESITY,CrdPrv,32.8,1395722
ME,PHLTH,AgeAdjPrv,13.0,1395722
ME,PHLTH,CrdPrv,14.3,1395722
ME,SELFCARE,AgeAdjPrv,3.0,1395722
ME,SELFCARE,CrdPrv,3.5,1395722
ME,SHUTUTILITY,AgeAdjPrv,8.4,1395722
ME,SHUTUTILITY,CrdPrv,7.4,1395722
ME,SLEEP,AgeAdjPrv,34.0,1395722
ME,SLEEP,CrdPrv,32.8,1395722
ME,STROKE,AgeAdjPrv,2.8,1395722
ME,STROKE,CrdPrv,3.6,1395722
ME,TEETHLOST,AgeAdjPrv,15.2,1395722
ME,TEETHLOST,CrdPrv,14.9,1395722
ME,VISION,AgeAdjPrv,4.0,1395722
ME,VISION,CrdPrv,4.4,1395722
MI,ACCESS2,AgeAdjPrv,7.2,10037261
MI,ACCESS2,CrdPrv,6.9,10037261
MI,ARTHRITIS,AgeAdjPrv,25.1,10037261
MI,ARTHRITIS,CrdPrv,29.1,10037261
MI,BINGE,AgeAdjPrv,17.5,10037261
MI,BINGE,CrdPrv,15.9,10037261
MI,BPHIGH,AgeAdjPrv,32.7,10037261
MI,BPHIGH,CrdPrv,36.7,10037261
MI,BPMED,AgeAdjPrv,58.7,10037261
MI,BPMED,CrdPrv,77.6,10037261
MI,CANCER,AgeAdjPrv,7.3,10037261
MI,CANCER,CrdPrv,8.9,10037261
MI,CASTHMA,AgeAdjPrv,11.6,10037261
MI,CASTHMA,CrdPrv,11.5,10037261
MI,CHD,AgeAdjPrv,5.7,10037261
MI,CHD,CrdPrv,7.0,10037261
MI,CHECKUP,AgeAdjPrv,78.4,10037261
MI,CHECKUP,CrdPrv,80.3,10037261
MI,CHOLSCREEN,AgeAdjPrv,85.9,10037261
MI,CHOLSCREEN,CrdPrv,87.4,10037261
MI,COGNITION,AgeAdjPrv,14.9,10037261
MI,COGNITION,CrdPrv,14.3,10037261
MI,COLON_SCREEN,AgeAdjPrv,63.4,10037261
MI,COLON_SCREEN,CrdPrv,69.0,10037261
MI,COPD,AgeAdjPrv,7.0,10037261
MI,COPD,CrdPrv,8.1,10037261
MI,CSMOKING,AgeAdjPrv,15.1,10037261
MI,CSMOKING,CrdPrv,14.6,10037261
MI,DENTAL,AgeAdjPrv,67.2,10037261
MI,DENTAL,CrdPrv,67.9,10037261
MI,DEPRESSION,AgeAdjPrv,26.5,10037261
MI,DEPRESSION,CrdPrv,25.7,10037261
MI,DIABETES,AgeAdjPrv,10.1,10037261
MI,DIABETES,CrdPrv,12.0,10037261
MI,DISABILITY,AgeAdjPrv,29.4,10037261
MI,DISABILITY,CrdPrv,31.1,10037261
MI,EMOTIONSPT,AgeAdjPrv,23.8,10037261
MI,EMOTIONSPT,CrdPrv,23.2,10037261
MI,FOODINSECU,AgeAdjPrv,16.3,10037261
MI,FOODINSECU,CrdPrv,15.5,10037261
MI,FOODSTAMP,AgeAdjPrv,15.2,10037261
MI,FOODSTAMP,CrdPrv,14.4,10037261
MI,GHLTH,AgeAdjPrv,18.4,10037261
MI,GHLTH,CrdPrv,19.4,10037261
MI,HEARING,AgeAdjPrv,6.2,10037261
MI,HEARING,CrdPrv,7.3,10037261
MI,HIGHCHOL,AgeAdjPrv,30.5,10037261
MI,HIGHCHOL,CrdPrv,35.4,10037261
MI,HOUSINSECU,AgeAdjPrv,13.1,10037261
MI,HOUSINSECU,CrdPrv,12.0,10037261
MI,INDEPLIVE,AgeAdjPrv,8.5,10037261
MI,INDEPLIVE,CrdPrv,8.6,10037261
MI,LACKTRPT,AgeAdjPrv,8.8,10037261
MI,LACKTRPT,CrdPrv,8.3,10037261
MI,LONELINESS,AgeAdjPrv,33.4,10037261
MI,LONELINESS,CrdPrv,32.4,10037261
MI,LPA,AgeAdjPrv,23.9,10037261
MI,LPA,CrdPrv,24.9,10037261
MI,MAMMOUSE,AgeAdjPrv,76.3,10037261
MI,MAMMOUSE,CrdPrv,76.9,10037261
MI,MHLTH,AgeAdjPrv,18.8,10037261
MI,MHLTH,CrdPrv,17.6,10037261
MI,MOBILITY,AgeAdjPrv,12.0,10037261
MI,MOBILITY,CrdPrv,14.0,10037261
MI,OBESITY,AgeAdjPrv,36.4,10037261
MI,OBESITY,CrdPrv,36.3,10037261
MI,PHLTH,AgeAdjPrv,13.2,10037261
MI,PHLTH,CrdPrv,14.0,10037261
MI,SELFCARE,AgeAdjPrv,3.5,10037261
MI,SELFCARE,CrdPrv,3.8,10037261
MI,SHUTUTILITY,AgeAdjPrv,9.6,10037261
MI,SHUTUTILITY,CrdPrv,8.8,10037261
MI,SLEEP,AgeAdjPrv,35.8,10037261
MI,SLEEP,CrdPrv,34.7,10037261
MI,STROKE,AgeAdjPrv,3.1,10037261
MI,STROKE,CrdPrv,3.7,10037261
MI,TEETHLOST,AgeAdjPrv,10.5,10037261
MI,TEETHLOST,CrdPrv,10.2,10037261
MI,VISION,AgeAdjPrv,4.6,10037261
MI,VISION,CrdPrv,4.9,10037261
MN,ACCESS2,AgeAdjPrv,7.8,5737915
MN,ACCESS2,CrdPrv,7.5,5737915
MN,ARTHRITIS,AgeAdjPrv,19.3,5737915
MN,ARTHRITIS,CrdPrv,22.3,5737915
MN,BINGE,AgeAdjPrv,19.3,5737915
MN,BINGE,CrdPrv,17.8,5737915
MN,BPHIGH,AgeAdjPrv,27.8,5737915
MN,BPHIGH,CrdPrv,31.0,5737915
MN,BPMED,AgeAdjPrv,56.6,5737915
MN,BPMED,CrdPrv,76.1,5737915
MN,CANCER,AgeAdjPrv,7.1,5737915
MN,CANCER,CrdPrv,8.5,5737915
MN,CASTHMA,AgeAdjPrv,9.9,5737915
MN,CASTHMA,CrdPrv,9.9,5737915
MN,CHD,AgeAdjPrv,4.9,5737915
MN,CHD,CrdPrv,5.9,5737915
MN,CHECKUP,AgeAdjPrv,72.8,5737915
MN,CHECKUP,CrdPrv,74.8,5737915
MN,CHOLSCREEN,AgeAdjPrv,83.7,5737915
MN,CHOLSCREEN,CrdPrv,85.3,5737915
MN,COGNITION,AgeAdjPrv,13.3,5737915
MN,COGNITION,CrdPrv,12.8,5737915
MN,COLON_SCREEN,AgeAdjPrv,63.5,5737915
MN,COLON_SCREEN,CrdPrv,68.7,5737915
MN,COPD,AgeAdjPrv,4.7,5737915
MN,COPD,CrdPrv,5.4,5737915
MN,CSMOKING,AgeAdjPrv,13.3,5737915
MN,CSMOKING,CrdPrv,13.1,5737915
MN,DENTAL,AgeAdjPrv,67.0,5737915
MN,DENTAL,CrdPrv,67.5,5737915
MN,DEPRESSION,AgeAdjPrv,25.1,5737915
MN,DEPRESSION,CrdPrv,24.4,5737915
MN,DIABETES,AgeAdjPrv,8.7,5737915
MN,DIABETES,CrdPrv,10.1,5737915
MN,DISABILITY,AgeAdjPrv,26.1,5737915
MN,DISABILITY,CrdPrv,27.4,5737915
MN,EMOTIONSPT,AgeAdjPrv,22.1,5737915
MN,EMOTIONSPT,CrdPrv,21.5,5737915
MN,FOODINSECU,AgeAdjPrv,11.9,5737915
MN,FOODINSECU,CrdPrv,11.4,5737915
MN,FOODSTAMP,AgeAdjPrv,8.3,5737915
MN,FOODSTAMP,CrdPrv,7.9,5737915
MN,GHLTH,AgeAdjPrv,15.3,5737915
MN,GHLTH,CrdPrv,16.0,5737915
MN,HEARING,AgeAdjPrv,5.9,5737915
MN,HEARING,CrdPrv,6.8,5737915
MN,HIGHCHOL,AgeAdjPrv,29.0,5737915
MN,HIGHCHOL,CrdPrv,33.4,5737915
MN,HOUSINSECU,AgeAdjPrv,10.1,5737915
MN,HOUSINSECU,CrdPrv,9.3,5737915
MN,INDEPLIVE,AgeAdjPrv,6.8,5737915
MN,INDEPLIVE,CrdPrv,7.0,5737915
MN,LACKTRPT,AgeAdjPrv,7.4,5737915
MN,LACKTRPT,CrdPrv,7.1,5737915
MN,LONELINESS,AgeAdjPrv,32.1,5737915
MN,LONELINESS,CrdPrv,31.2,5737915
MN,LPA,AgeAdjPrv,21.6,5737915
MN,LPA,CrdPrv,22.4,5737915
MN,MAMMOUSE,AgeAdjPrv,78.1,5737915
MN,MAMMOUSE,CrdPrv,78.5,5737915
MN,MHLTH,AgeAdjPrv,15.9,5737915
MN,MHLTH,CrdPrv,15.1,5737915
MN,MOBILITY,AgeAdjPrv,9.9,5737915
MN,MOBILITY,CrdPrv,11.4,5737915
MN,OBESITY,AgeAdjPrv,33.6,5737915
MN,OBESITY,CrdPrv,33.5,5737915
MN,PHLTH,AgeAdjPrv,10.7,5737915
MN,PHLTH,CrdPrv,11.3,5737915
MN,SELFCARE,AgeAdjPrv,2.9,5737915
MN,SELFCARE,CrdPrv,3.1,5737915
MN,SHUTUTILITY,AgeAdjPrv,6.2,5737915
MN,SHUTUTILITY,CrdPrv,5.7,5737915
MN,SLEEP,AgeAdjPrv,30.0,5737915
MN,SLEEP,CrdPrv,29.2,5737915
MN,STROKE,AgeAdjPrv,2.6,5737915
MN,STROKE,CrdPrv,3.1,5737915
MN,TEETHLOST,AgeAdjPrv,9.1,5737915
MN,TEETHLOST,CrdPrv,8.9,5737915
MN,VISION,AgeAdjPrv,3.7,5737915
MN,VISION,CrdPrv,4.0,5737915
MO,ACCESS2,AgeAdjPrv,9.0,6196156
MO,ACCESS2,CrdPrv,8.7,6196156
MO,ARTHRITIS,AgeAdjPrv,25.2,6196156
MO,ARTHRITIS,CrdPrv,28.8,6196156
MO,BINGE,AgeAdjPrv,17.8,6196156
MO,BINGE,CrdPrv,16.3,6196156
MO,BPHIGH,AgeAdjPrv,33.0,6196156
MO,BPHIGH,CrdPrv,36.5,6196156
MO,BPMED,AgeAdjPrv,58.8,6196156
MO,BPMED,CrdPrv,77.2,6196156
MO,CANCER,AgeAdjPrv,7.2,6196156
MO,CANCER,CrdPrv,8.6,6196156
MO,CASTHMA,AgeAdjPrv,10.7,6196156
MO,CASTHMA,CrdPrv,10.6,6196156
MO,CHD,AgeAdjPrv,5.6,6196156
MO,CHD,CrdPrv,6.8,6196156
MO,CHECKUP,AgeAdjPrv,76.5,6196156
MO,CHECKUP,CrdPrv,78.4,6196156
MO,CHOLSCREEN,AgeAdjPrv,82.8,6196156
MO,CHOLSCREEN,CrdPrv,84.4,6196156
MO,COGNITION,AgeAdjPrv,17.8,6196156
MO,COGNITION,CrdPrv,17.2,6196156
MO,COLON_SCREEN,AgeAdjPrv,58.4,6196156
MO,COLON_SCREEN,CrdPrv,64.0,6196156
MO,COPD,AgeAdjPrv,7.0,6196156
MO,COPD,CrdPrv,8.0,6196156
MO,CSMOKING,AgeAdjPrv,16.4,6196156
MO,CSMOKING,CrdPrv,16.0,6196156
MO,DENTAL,AgeAdjPrv,59.8,6196156
MO,DENTAL,CrdPrv,60.4,6196156
MO,DEPRESSION,AgeAdjPrv,25.1,6196156
MO,DEPRESSION,CrdPrv,24.4,6196156
MO,DIABETES,AgeAdjPrv,10.4,6196156
MO,DIABETES,CrdPrv,12.1,6196156
MO,DISABILITY,AgeAdjPrv,34.5,6196156
MO,DISABILITY,CrdPrv,36.2,6196156
MO,EMOTIONSPT,AgeAdjPrv,20.6,6196156
MO,EMOTIONSPT,CrdPrv,20.1,6196156
MO,FOODINSECU,AgeAdjPrv,14.4,6196156
MO,FOODINSECU,CrdPrv,13.7,6196156
MO,FOODSTAMP,AgeAdjPrv,11.3,6196156
MO,FOODSTAMP,CrdPrv,10.8,6196156
MO,GHLTH,AgeAdjPrv,19.6,6196156
MO,GHLTH,CrdPrv,20.6,6196156
MO,HEARING,AgeAdjPrv,7.2,6196156
MO,HEARING,CrdPrv,8.3,6196156
MO,HIGHCHOL,AgeAdjPrv,32.5,6196156
MO,HIGHCHOL,CrdPrv,37.5,6196156
MO,HOUSINSECU,AgeAdjPrv,13.2,6196156
MO,HOUSINSECU,CrdPrv,12.1,6196156
MO,INDEPLIVE,AgeAdjPrv,9.0,6196156
MO,INDEPLIVE,CrdPrv,9.2,6196156
MO,LACKTRPT,AgeAdjPrv,8.8,6196156
MO,LACKTRPT,CrdPrv,8.3,6196156
MO,LONELINESS,AgeAdjPrv,32.5,6196156
MO,LONELINESS,CrdPrv,31.6,6196156
MO,LPA,AgeAdjPrv,27.8,6196156
MO,LPA,CrdPrv,28.8,6196156
MO,MAMMOUSE,AgeAdjPrv,74.1,6196156
MO,MAMMOUSE,CrdPrv,74.7,6196156
MO,MHLTH,AgeAdjPrv,18.5,6196156
MO,MHLTH,CrdPrv,17.5,6196156
MO,MOBILITY,AgeAdjPrv,13.8,6196156
MO,MOBILITY,CrdPrv,15.8,6196156
MO,OBESITY,AgeAdjPrv,36.8,6196156
MO,OBESITY,CrdPrv,36.6,6196156
MO,PHLTH,AgeAdjPrv,13.4,6196156
MO,PHLTH,CrdPrv,14.2,6196156
MO,SELFCARE,AgeAdjPrv,3.6,6196156
MO,SELFCARE,CrdPrv,3.9,6196156
MO,SHUTUTILITY,AgeAdjPrv,9.7,6196156
MO,SHUTUTILITY,CrdPrv,9.0,6196156
MO,SLEEP,AgeAdjPrv,37.6,6196156
MO,SLEEP,CrdPrv,36.5,6196156
MO,STROKE,AgeAdjPrv,3.1,6196156
MO,STROKE,CrdPrv,3.6,6196156
MO,TEETHLOST,AgeAdjPrv,16.0,6196156
MO,TEETHLOST,CrdPrv,15.8,6196156
MO,VISION,AgeAdjPrv,4.8,6196156
MO,VISION,CrdPrv,5.1,6196156
MS,ACCESS2,AgeAdjPrv,11.9,2939690
MS,ACCESS2,CrdPrv,11.5,2939690
MS,ARTHRITIS,AgeAdjPrv,26.5,2939690
MS,ARTHRITIS,CrdPrv,29.9,2939690
MS,BINGE,AgeAdjPrv,14.7,2939690
MS,BINGE,CrdPrv,13.6,2939690
MS,BPHIGH,AgeAdjPrv,41.7,2939690
MS,BPHIGH,CrdPrv,44.9,2939690
MS,BPMED,AgeAdjPrv,64.9,2939690
MS,BPMED,CrdPrv,79.7,2939690
MS,CANCER,AgeAdjPrv,6.4,2939690
MS,CANCER,CrdPrv,7.6,2939690
MS,CASTHMA,AgeAdjPrv,10.0,2939690
MS,CASTHMA,CrdPrv,10.0,2939690
MS,CHD,AgeAdjPrv,6.3,2939690
MS,CHD,CrdPrv,7.5,2939690
MS,CHECKUP,AgeAdjPrv,80.1,2939690
MS,CHECKUP,CrdPrv,81.6,2939690
MS,CHOLSCREEN,AgeAdjPrv,84.9,2939690
MS,CHOLSCREEN,CrdPrv,86.2,2939690
MS,COGNITION,AgeAdjPrv,18.1,2939690
MS,COGNITION,CrdPrv,17.5,2939690
MS,COLON_SCREEN,AgeAdjPrv,56.4,2939690
MS,COLON_SCREEN,CrdPrv,61.8,2939690
MS,COPD,AgeAdjPrv,7.5,2939690
MS,COPD,CrdPrv,8.6,2939690
MS,CSMOKING,AgeAdjPrv,17.4,2939690
MS,CSMOKING,CrdPrv,16.9,2939690
MS,DENTAL,AgeAdjPrv,9.0,2939690
MS,DENTAL,CrdPrv,9.3,2939690
MS,DEPRESSION,AgeAdjPrv,20.1,2939690
MS,DEPRESSION,CrdPrv,19.5,2939690
MS,DIABETES,AgeAdjPrv,13.6,2939690
MS,DIABETES,CrdPrv,15.5,2939690
MS,DISABILITY,AgeAdjPrv,36.6,2939690
MS,DISABILITY,CrdPrv,38.1,2939690
MS,EMOTIONSPT,AgeAdjPrv,29.6,2939690
MS,EMOTIONSPT,CrdPrv,28.9,2939690
MS,FOODINSECU,AgeAdjPrv,23.3,2939690
MS,FOODINSECU,CrdPrv,22.4,2939690
MS,FOODSTAMP,AgeAdjPrv,14.3,2939690
MS,FOODSTAMP,CrdPrv,13.6,2939690
MS,GHLTH,AgeAdjPrv,23.5,2939690
MS,GHLTH,CrdPrv,24.4,2939690
MS,HEARING,AgeAdjPrv,7.1,2939690
MS,HEARING,CrdPrv,8.1,2939690
MS,HIGHCHOL,AgeAdjPrv,34.1,2939690
MS,HIGHCHOL,CrdPrv,38.8,2939690
MS,HOUSINSECU,AgeAdjPrv,18.2,2939690
MS,HOUSINSECU,CrdPrv,16.8,2939690
MS,INDEPLIVE,AgeAdjPrv,10.2,2939690
MS,INDEPLIVE,CrdPrv,10.4,2939690
MS,LACKTRPT,AgeAdjPrv,12.5,2939690
MS,LACKTRPT,CrdPrv,11.9,2939690
MS,LONELINESS,AgeAdjPrv,37.2,2939690
MS,LONELINESS,CrdPrv,36.4,2939690
MS,LPA,AgeAdjPrv,33.1,2939690
MS,LPA,CrdPrv,34.0,2939690
MS,MAMMOUSE,AgeAdjPrv,73.5,2939690
MS,MAMMOUSE,CrdPrv,74.0,2939690
MS,MHLTH,AgeAdjPrv,18.2,2939690
MS,MHLTH,CrdPrv,17.3,2939690
MS,MOBILITY,AgeAdjPrv,16.7,2939690
MS,MOBILITY,CrdPrv,18.8,2939690
MS,OBESITY,AgeAdjPrv,40.7,2939690
MS,OBESITY,CrdPrv,40.4,2939690
MS,PHLTH,AgeAdjPrv,14.1,2939690
MS,PHLTH,CrdPrv,14.8,2939690
MS,SELFCARE,AgeAdjPrv,4.9,2939690
MS,SELFCARE,CrdPrv,5.3,2939690
MS,SHUTUTILITY,AgeAdjPrv,12.2,2939690
MS,SHUTUTILITY,CrdPrv,11.3,2939690
MS,SLEEP,AgeAdjPrv,39.4,2939690
MS,SLEEP,CrdPrv,38.4,2939690
MS,STROKE,AgeAdjPrv,3.9,2939690
MS,STROKE,CrdPrv,4.5,2939690
MS,TEETHLOST,AgeAdjPrv,18.9,2939690
MS,TEETHLOST,CrdPrv,18.5,2939690
MS,VISION,AgeAdjPrv,6.7,2939690
MS,VISION,CrdPrv,7.0,2939690
MT,ACCESS2,AgeAdjPrv,9.6,1132812
MT,ACCESS2,CrdPrv,9.3,1132812
MT,ARTHRITIS,AgeAdjPrv,24.2,1132812
MT,ARTHRITIS,CrdPrv,28.4,1132812
MT,BINGE,AgeAdjPrv,22.5,1132812
MT,BINGE,CrdPrv,20.3,1132812
MT,BPHIGH,AgeAdjPrv,27.9,1132812
MT,BPHIGH,CrdPrv,32.0,1132812
MT,BPMED,AgeAdjPrv,51.9,1132812
MT,BPMED,CrdPrv,73.4,1132812
MT,CANCER,AgeAdjPrv,7.5,1132812
MT,CANCER,CrdPrv,9.3,1132812
MT,CASTHMA,AgeAdjPrv,11.3,1132812
MT,CASTHMA,CrdPrv,11.1,1132812
MT,CHD,AgeAdjPrv,5.2,1132812
MT,CHD,CrdPrv,6.6,1132812
MT,CHECKUP,AgeAdjPrv,69.7,1132812
MT,CHECKUP,CrdPrv,72.4,1132812
MT,CHOLSCREEN,AgeAdjPrv,80.2,1132812
MT,CHOLSCREEN,CrdPrv,82.5,1132812
MT,COGNITION,AgeAdjPrv,15.1,1132812
MT,COGNITION,CrdPrv,14.3,1132812
MT,COLON_SCREEN,AgeAdjPrv,57.2,1132812
MT,COLON_SCREEN,CrdPrv,63.8,1132812
MT,COPD,AgeAdjPrv,6.0,1132812
MT,COPD,CrdPrv,7.0,1132812
MT,CSMOKING,AgeAdjPrv,14.2,1132812
MT,CSMOKING,CrdPrv,13.7,1132812
MT,DENTAL,AgeAdjPrv,62.6,1132812
MT,DENTAL,CrdPrv,63.2,1132812
MT,DEPRESSION,AgeAdjPrv,25.9,1132812
MT,DEPRESSION,CrdPrv,24.9,1132812
MT,DIABETES,AgeAdjPrv,8.3,1132812
MT,DIABETES,CrdPrv,10.0,1132812
MT,DISABILITY,AgeAdjPrv,29.2,1132812
MT,DISABILITY,CrdPrv,31.0,1132812
MT,EMOTIONSPT,AgeAdjPrv,22.0,1132812
MT,EMOTIONSPT,CrdPrv,21.3,1132812
MT,FOODINSECU,AgeAdjPrv,12.5,1132812
MT,FOODINSECU,CrdPrv,11.8,1132812
MT,FOODSTAMP,AgeAdjPrv,8.9,1132812
MT,FOODSTAMP,CrdPrv,8.4,1132812
MT,GHLTH,AgeAdjPrv,17.4,1132812
MT,GHLTH,CrdPrv,18.4,1132812
MT,HEARING,AgeAdjPrv,7.2,1132812
MT,HEARING,CrdPrv,8.6,1132812
MT,HIGHCHOL,AgeAdjPrv,27.6,1132812
MT,HIGHCHOL,CrdPrv,32.8,1132812
MT,HOUSINSECU,AgeAdjPrv,10.2,1132812
MT,HOUSINSECU,CrdPrv,9.2,1132812
MT,INDEPLIVE,AgeAdjPrv,7.9,1132812
MT,INDEPLIVE,CrdPrv,8.0,1132812
MT,LACKTRPT,AgeAdjPrv,8.1,1132812
MT,LACKTRPT,CrdPrv,7.5,1132812
MT,LONELINESS,AgeAdjPrv,31.7,1132812
MT,LONELINESS,CrdPrv,30.7,1132812
MT,LPA,AgeAdjPrv,19.7,1132812
MT,LPA,CrdPrv,20.7,1132812
MT,MAMMOUSE,AgeAdjPrv,73.8,1132812
MT,MAMMOUSE,CrdPrv,74.8,1132812
MT,MHLTH,AgeAdjPrv,18.5,1132812
MT,MHLTH,CrdPrv,17.3,1132812
MT,MOBILITY,AgeAdjPrv,11.0,1132812
MT,MOBILITY,CrdPrv,13.0,1132812
MT,OBESITY,AgeAdjPrv,31.7,1132812
MT,OBESITY,CrdPrv,31.5,1132812
MT,PHLTH,AgeAdjPrv,13.2,1132812
MT,PHLTH,CrdPrv,14.0,1132812
MT,SELFCARE,AgeAdjPrv,3.2,1132812
MT,SELFCARE,CrdPrv,3.5,1132812
MT,SHUTUTILITY,AgeAdjPrv,7.3,1132812
MT,SHUTUTILITY,CrdPrv,6.6,1132812
MT,SLEEP,AgeAdjPrv,32.5,1132812
MT,SLEEP,CrdPrv,31.4,1132812
MT,STROKE,AgeAdjPrv,2.9,1132812
MT,STROKE,CrdPrv,3.5,1132812
MT,TEETHLOST,AgeAdjPrv,12.6,1132812
MT,TEETHLOST,CrdPrv,12.3,1132812
MT,VISION,AgeAdjPrv,4.3,1132812
MT,VISION,CrdPrv,4.6,1132812
NC,ACCESS2,AgeAdjPrv,10.8,10835491
NC,ACCESS2,CrdPrv,10.4,10835491
NC,ARTHRITIS,AgeAdjPrv,23.8,10835491
NC,ARTHRITIS,CrdPrv,26.9,10835491
NC,BINGE,AgeAdjPrv,15.8,10835491
NC,BINGE,CrdPrv,14.7,10835491
NC,BPHIGH,AgeAdjPrv,33.7,10835491
NC,BPHIGH,CrdPrv,36.7,10835491
NC,BPMED,AgeAdjPrv,59.1,10835491
NC,BPMED,CrdPrv,76.6,10835491
NC,CANCER,AgeAdjPrv,6.7,10835491
NC,CANCER,CrdPrv,7.9,10835491
NC,CASTHMA,AgeAdjPrv,10.8,10835491
NC,CASTHMA,CrdPrv,10.8,10835491
NC,CHD,AgeAdjPrv,5.5,10835491
NC,CHD,CrdPrv,6.5,10835491
NC,CHECKUP,AgeAdjPrv,78.5,10835491
NC,CHECKUP,CrdPrv,80.0,10835491
NC,CHOLSCREEN,AgeAdjPrv,86.3,10835491
NC,CHOLSCREEN,CrdPrv,87.5,10835491
NC,COGNITION,AgeAdjPrv,15.3,10835491
NC,COGNITION,CrdPrv,14.9,10835491
NC,COLON_SCREEN,AgeAdjPrv,61.0,10835491
NC,COLON_SCREEN,CrdPrv,65.6,10835491
NC,COPD,AgeAdjPrv,6.2,10835491
NC,COPD,CrdPrv,7.1,10835491
NC,CSMOKING,AgeAdjPrv,13.8,10835491
NC,CSMOKING,CrdPrv,13.5,10835491
NC,DENTAL,AgeAdjPrv,62.8,10835491
NC,DENTAL,CrdPrv,63.5,10835491
NC,DEPRESSION,AgeAdjPrv,24.8,10835491
NC,DEPRESSION,CrdPrv,24.2,10835491
NC,DIABETES,AgeAdjPrv,10.5,10835491
NC,DIABETES,CrdPrv,12.0,10835491
NC,DISABILITY,AgeAdjPrv,30.7,10835491
NC,DISABILITY,CrdPrv,32.0,10835491
NC,EMOTIONSPT,AgeAdjPrv,23.1,10835491
NC,EMOTIONSPT,CrdPrv,22.6,10835491
NC,FOODINSECU,AgeAdjPrv,15.9,10835491
NC,FOODINSECU,CrdPrv,15.2,10835491
NC,FOODSTAMP,AgeAdjPrv,12.9,10835491
NC,FOODSTAMP,CrdPrv,12.4,10835491
NC,GHLTH,AgeAdjPrv,18.2,10835491
NC,GHLTH,CrdPrv,19.0,10835491
NC,HEARING,AgeAdjPrv,6.4,10835491
NC,HEARING,CrdPrv,7.3,10835491
NC,HIGHCHOL,AgeAdjPrv,31.4,10835491
NC,HIGHCHOL,CrdPrv,35.6,10835491
NC,HOUSINSECU,AgeAdjPrv,13.1,10835491
NC,HOUSINSECU,CrdPrv,12.2,10835491
